location_key,,Unnamed: 0,date,region,location_key,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_hospitalized_patients,cumulative_hospitalized_patients,current_hospitalized_patients,current_intensive_care_patients,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,public_information_campaigns,testing_policy,contact_tracing,facial_coverings,vaccination_policy,stringency_index,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,new_persons_fully_vaccinated_pfizer,cumulative_persons_fully_vaccinated_pfizer,new_vaccine_doses_administered_pfizer,cumulative_vaccine_doses_administered_pfizer,new_persons_fully_vaccinated_moderna,cumulative_persons_fully_vaccinated_moderna,new_vaccine_doses_administered_moderna,cumulative_vaccine_doses_administered_moderna,new_persons_fully_vaccinated_janssen,cumulative_persons_fully_vaccinated_janssen,new_vaccine_doses_administered_janssen,cumulative_vaccine_doses_administered_janssen,year,month,day,location_key_US_AL,location_key_US_KY,location_key_US_MS,location_key_US_TN,1_day_shift,2_day_shift,3_day_shift,7_day_shift,7_day_avg
US_AL,844,844,2020-03-17,East South Central,US_AL,8.0,0.0,36.0,0.0,0.0,48291.0,276.64,110.32,19.933333,15.727778,25.716667,0.2032,15.960317,77.690975,1.0,2.0,2.0,3.0,-5.551115123125783e-17,0.0,1.0,3.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,46.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.273736754432321e-13,-1.1641532182693479e-10,0.0,0.0,-5.684341886080803e-14,0.0,0.0,0.0,2020.0,3.0,17.0,1,0,0,0,16.0,6.0,5.0,0.0,5.142857142857143
US_AL,895,895,2020-03-18,East South Central,US_AL,10.0,0.0,46.0,0.0,0.0,48498.88,276.6400000000001,109.23999999999998,19.838889,14.855556,26.538889,0.0254000000000003,16.373016,79.132128,1.0,2.0,2.0,3.0,-5.551115123125783e-17,0.0,1.0,3.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,46.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.273736754432321e-13,-1.1641532182693479e-10,0.0,0.0,-5.684341886080803e-14,0.0,0.0,0.0,2020.0,3.0,18.0,1,0,0,0,8.0,16.0,6.0,0.0,6.571428571428571
US_AL,946,946,2020-03-19,East South Central,US_AL,22.0,0.0,68.00000000005821,0.0,0.0,7543.560000000001,294.64,222.64,21.783333,16.838889,27.477778,0.0,17.325397,75.645597,2.0,2.0,2.0,4.0,-5.551115123125783e-17,0.0,1.0,3.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,55.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.273736754432321e-13,-1.1641532182693479e-10,0.0,0.0,-5.684341886080803e-14,0.0,0.0,0.0,2020.0,3.0,19.0,1,0,0,0,10.0,8.0,16.0,0.0,9.714285714285714
US_AL,997,997,2020-03-20,East South Central,US_AL,13.0,0.0,81.0,0.0,0.0,617.6399999999994,289.20000000000005,327.28,22.505556,17.0,28.505556,0.084667,17.325397,72.86571,3.0,3.0,2.0,4.0,-5.551115123125783e-17,0.0,1.0,3.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,60.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.273736754432321e-13,-1.1641532182693479e-10,0.0,0.0,-5.684341886080803e-14,0.0,0.0,0.0,2020.0,3.0,20.0,1,0,0,0,22.0,10.0,8.0,1.0,11.428571428571429
US_AL,1048,1048,2020-03-21,East South Central,US_AL,43.0,0.0,124.0,0.0,0.0,583.5599999999977,301.79999999999995,314.76,18.172222,15.650000000000002,24.561111,4.233333,15.444444,83.555064,3.0,3.0,2.0,4.0,-5.551115123125783e-17,0.0,1.0,3.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,60.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.273736754432321e-13,-1.1641532182693479e-10,0.0,0.0,-5.684341886080803e-14,0.0,0.0,0.0,2020.0,3.0,21.0,1,0,0,0,13.0,22.0,10.0,5.0,16.857142857142858
US_AL,1099,1099,2020-03-22,East South Central,US_AL,14.0,0.0,138.0,0.0,0.0,583.5599999999977,294.9600000000001,307.36,13.027778,9.633333,20.111111,1.044222,10.087302,82.319338,3.0,3.0,2.0,4.0,-5.551115123125783e-17,0.0,1.0,3.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,60.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.273736754432321e-13,-1.1641532182693479e-10,0.0,0.0,-5.684341886080803e-14,0.0,0.0,0.0,2020.0,3.0,22.0,1,0,0,0,43.0,13.0,22.0,6.0,18.0
US_AL,1150,1150,2020-03-23,East South Central,US_AL,29.0,0.0,167.0,0.0,0.0,795.3199999999997,304.31999999999994,361.36,18.805556,14.811111,24.188889,6.660444,16.84127,88.604791,3.0,3.0,2.0,4.0,-5.551115123125783e-17,0.0,1.0,3.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,60.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.273736754432321e-13,-1.1641532182693479e-10,0.0,0.0,-5.684341886080803e-14,0.0,0.0,0.0,2020.0,3.0,23.0,1,0,0,0,14.0,43.0,13.0,16.0,19.857142857142858
US_AL,1201,1201,2020-03-24,East South Central,US_AL,48.0,0.0,215.0,0.0,0.0,583.5599999999977,74.0,443.0,21.416667,16.655556,27.9,5.6388,17.785714,79.943378,3.0,3.0,2.0,4.0,1.0,2.0,1.0,3.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,68.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.273736754432321e-13,-1.1641532182693479e-10,0.0,0.0,-5.684341886080803e-14,0.0,0.0,0.0,2020.0,3.0,24.0,1,0,0,0,29.0,14.0,43.0,8.0,25.571428571428573
US_AL,1252,1252,2020-03-25,East South Central,US_AL,68.0,0.0,283.0,0.0,0.0,583.5599999999977,91.0,443.0,22.45,18.555556,26.7,4.495800000000001,16.452380999999995,69.361433,3.0,3.0,2.0,4.0,1.0,2.0,1.0,3.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,68.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.273736754432321e-13,-1.1641532182693479e-10,0.0,0.0,-5.684341886080803e-14,0.0,0.0,0.0,2020.0,3.0,25.0,1,0,0,0,48.0,29.0,14.0,10.0,33.857142857142854
US_AL,1303,1303,2020-03-26,East South Central,US_AL,223.0,1.0,506.0,1.0,0.0,617.6399999999994,106.0,411.28,19.588889,11.644444,29.4,1.0922,12.793651,64.053728,3.0,3.0,2.0,4.0,1.0,2.0,1.0,3.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,68.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.273736754432321e-13,-1.1641532182693479e-10,0.0,0.0,-5.684341886080803e-14,0.0,0.0,0.0,2020.0,3.0,26.0,1,0,0,0,68.0,48.0,29.0,22.0,62.57142857142857
US_AL,1354,1354,2020-03-27,East South Central,US_AL,81.0,2.0,587.0,3.0,0.0,617.6399999999994,112.0,381.44,22.25,15.400000000000002,29.194444,0.0,16.650794,70.476187,3.0,3.0,2.0,4.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,68.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.273736754432321e-13,-1.1641532182693479e-10,0.0,0.0,-5.684341886080803e-14,0.0,0.0,0.0,2020.0,3.0,27.0,1,0,0,0,223.0,68.0,48.0,13.0,72.28571428571429
US_AL,1405,1405,2020-03-28,East South Central,US_AL,109.0,0.0,695.9999999999418,3.0,0.0,617.6399999999994,134.0,407.48,23.494444,17.422222,29.722222,0.0,18.539683,73.272645,3.0,3.0,2.0,4.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,73.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.273736754432321e-13,-1.1641532182693479e-10,0.0,0.0,-5.684341886080803e-14,0.0,0.0,0.0,2020.0,3.0,28.0,1,0,0,0,81.0,223.0,68.0,43.0,81.71428571428571
US_AL,1456,1456,2020-03-29,East South Central,US_AL,110.0,1.0,806.0000000000582,4.0,0.0,617.6399999999994,157.9999999999999,397.12,22.744444,19.05,27.527778,0.2857500000000001,15.230159,62.185793,3.0,3.0,2.0,4.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,73.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.273736754432321e-13,-1.1641532182693479e-10,0.0,0.0,-5.684341886080803e-14,0.0,0.0,0.0,2020.0,3.0,29.0,1,0,0,0,109.0,81.0,223.0,14.0,95.42857142857143
US_AL,1507,1507,2020-03-30,East South Central,US_AL,53.0,2.0,859.0,6.0,0.0,617.6399999999994,156.0,302.8,18.583333,12.788888999999998,24.377778,0.1524000000000001,8.198413,49.874704,3.0,3.0,2.0,4.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,73.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.273736754432321e-13,-1.1641532182693479e-10,0.0,0.0,-5.684341886080803e-14,0.0,0.0,0.0,2020.0,3.0,30.0,1,0,0,0,110.0,109.0,81.0,29.0,98.85714285714286
US_AL,1558,1558,2020-03-31,East South Central,US_AL,122.0,7.0,980.9999999999418,13.0,0.0,583.5599999999977,171.9999999999999,420.92,16.427778,12.183333,22.033333,3.358444,10.47619,67.981239,3.0,3.0,2.0,4.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,73.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.273736754432321e-13,-1.1641532182693479e-10,0.0,0.0,-5.684341886080803e-14,0.0,0.0,0.0,2020.0,3.0,31.0,1,0,0,0,53.0,110.0,109.0,48.0,109.42857142857143
US_AL,1609,1609,2020-04-01,East South Central,US_AL,96.0,13.0,1077.0000000000582,26.0,0.0,583.560000000005,258.0,381.72,12.188889,5.672222,20.444444,7.1628,5.055556,61.069908,3.0,3.0,2.0,4.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,73.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.273736754432321e-13,-1.1641532182693479e-10,0.0,0.0,-5.684341886080803e-14,0.0,0.0,0.0,2020.0,4.0,1.0,1,0,0,0,122.0,53.0,110.0,68.0,113.42857142857143
US_AL,1660,1660,2020-04-02,East South Central,US_AL,156.0,6.0,1233.0,32.0,0.0,633.0400000000009,226.0,344.76,13.066667,5.122222,22.077778,0.0,4.261905,54.006265,3.0,3.0,2.0,4.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,73.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.273736754432321e-13,-1.1641532182693479e-10,0.0,0.0,-5.684341886080803e-14,0.0,0.0,0.0,2020.0,4.0,2.0,1,0,0,0,96.0,122.0,53.0,223.0,103.85714285714286
US_AL,1711,1711,2020-04-03,East South Central,US_AL,199.0,3.0,1432.0,35.0,0.0,624.8400000000038,238.0,394.44,14.927778,6.666667,25.266667,0.0,7.238095,58.762405,3.0,3.0,2.0,4.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,76.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.273736754432321e-13,-1.1641532182693479e-10,0.0,0.0,-5.684341886080803e-14,0.0,0.0,0.0,2020.0,4.0,3.0,1,0,0,0,156.0,96.0,122.0,81.0,120.71428571428571
