location_key,,Unnamed: 0,date,region,location_key,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_hospitalized_patients,cumulative_hospitalized_patients,current_hospitalized_patients,current_intensive_care_patients,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,public_information_campaigns,testing_policy,contact_tracing,facial_coverings,vaccination_policy,stringency_index,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,new_persons_fully_vaccinated_pfizer,cumulative_persons_fully_vaccinated_pfizer,new_vaccine_doses_administered_pfizer,cumulative_vaccine_doses_administered_pfizer,new_persons_fully_vaccinated_moderna,cumulative_persons_fully_vaccinated_moderna,new_vaccine_doses_administered_moderna,cumulative_vaccine_doses_administered_moderna,new_persons_fully_vaccinated_janssen,cumulative_persons_fully_vaccinated_janssen,new_vaccine_doses_administered_janssen,cumulative_vaccine_doses_administered_janssen,year,month,day,location_key_US_IL,location_key_US_IN,location_key_US_MI,location_key_US_OH,location_key_US_WI,1_day_shift,2_day_shift,7_day_shift,7_day_avg
US_IL,686,686,2020-03-14,East North Central,US_IL,14.0,0.0,46.0,0.0,0.0,5709.320000000003,1118.52,302.28000000000003,3.105556,0.3166670000000007,7.272221999999999,2.6162,-1.4259260000000005,72.008774,1.0,1.0,1.0,1.0,-5.551115123125783e-17,0.0,0.0,3.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.0,0.0,29.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.273736754432321e-13,-1.1641532182693479e-10,0.0,0.0,-5.684341886080803e-14,0.0,0.0,0.0,2020.0,3.0,14.0,1,0,0,0,0,7.0,6.0,1.0,5.714285714285714
US_IL,737,737,2020-03-15,East North Central,US_IL,18.0,0.0,63.99999999994179,0.0,0.0,5832.800000000003,1126.04,304.12,1.5999999999999996,-1.144444,6.261111,6.5532,-1.2962960000000008,81.160103,1.0,1.0,1.0,1.0,-5.551115123125783e-17,0.0,0.0,3.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.0,0.0,29.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.273736754432321e-13,-1.1641532182693479e-10,0.0,0.0,-5.684341886080803e-14,0.0,0.0,0.0,2020.0,3.0,15.0,1,0,0,0,0,14.0,7.0,0.0,8.285714285714286
US_IL,788,788,2020-03-16,East North Central,US_IL,29.0,0.0,92.9999999999418,0.0,0.0,5892.920000000002,985.8,280.96,3.25,0.9222219999999988,5.172222,0.127,0.8765429999999999,84.529602,1.0,1.0,1.0,1.0,-5.551115123125783e-17,0.0,1.0,3.0,1.0,1.0,2.0,0.9999999999999998,1.0,0.0,0.0,40.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.273736754432321e-13,-1.1641532182693479e-10,0.0,0.0,-5.684341886080803e-14,0.0,0.0,0.0,2020.0,3.0,16.0,1,0,0,0,0,18.0,14.0,1.0,12.285714285714286
US_IL,839,839,2020-03-17,East North Central,US_IL,66.0,1.0,159.0,1.0,0.0,5619.680000000004,1039.6,288.24,5.394444,2.983333,9.95,0.790222,1.0246909999999998,73.611802,3.0,1.0,1.0,1.0,-5.551115123125783e-17,0.0,1.0,3.0,1.0,1.0,2.0,0.9999999999999998,1.0,0.0,0.0,48.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.273736754432321e-13,-1.1641532182693479e-10,0.0,0.0,-5.684341886080803e-14,0.0,0.0,0.0,2020.0,3.0,17.0,1,0,0,0,0,29.0,18.0,12.0,20.0
US_IL,890,890,2020-03-18,East North Central,US_IL,129.0,0.0,288.0,1.0,0.0,5664.560000000005,1712.2400000000002,481.16,6.444444,3.633333,9.572222,3.4036,3.938272,83.710748,3.0,1.0,1.0,3.0,-5.551115123125783e-17,1.0,1.0,3.0,1.0,1.0,2.0,0.9999999999999998,1.0,0.0,0.0,55.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.273736754432321e-13,-1.1641532182693479e-10,0.0,0.0,-5.684341886080803e-14,0.0,0.0,0.0,2020.0,3.0,18.0,1,0,0,0,0,66.0,29.0,0.0,38.42857142857143
US_IL,941,941,2020-03-19,East North Central,US_IL,134.0,3.0,422.0,4.0,0.0,4568.360000000001,1696.28,459.76,10.633333,7.027778,18.988889,13.335,10.191358,96.48594,3.0,1.0,1.0,3.0,-5.551115123125783e-17,1.0,1.0,3.0,1.0,1.0,2.0,0.9999999999999998,1.0,0.0,0.0,55.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.273736754432321e-13,-1.1641532182693479e-10,0.0,0.0,-5.684341886080803e-14,0.0,0.0,0.0,2020.0,3.0,19.0,1,0,0,0,0,129.0,66.0,6.0,56.714285714285715
US_IL,992,992,2020-03-20,East North Central,US_IL,163.0,1.0,584.9999999999418,5.0,0.0,5649.480000000003,1532.96,415.12,10.75,2.794444,18.35,9.271,8.216049,84.932142,3.0,1.0,1.0,3.0,-5.551115123125783e-17,1.0,1.0,3.0,1.0,1.0,2.0,0.9999999999999998,1.0,0.0,0.0,55.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.273736754432321e-13,-1.1641532182693479e-10,0.0,0.0,-5.684341886080803e-14,0.0,0.0,0.0,2020.0,3.0,20.0,1,0,0,0,0,134.0,129.0,7.0,79.0
US_IL,1043,1043,2020-03-21,East North Central,US_IL,168.0,1.0,753.0000000000582,6.0,0.0,14420.119999999995,4350.2,1212.36,0.5999999999999996,-1.394444,3.0888890000000018,0.0,-4.475309000000001,68.634029,3.0,3.0,2.0,4.0,-5.551115123125783e-17,2.0,2.0,3.0,1.0,2.0,2.0,0.9999999999999998,1.0,0.0,0.0,82.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.273736754432321e-13,-1.1641532182693479e-10,0.0,0.0,-5.684341886080803e-14,0.0,0.0,0.0,2020.0,3.0,21.0,1,0,0,0,0,163.0,134.0,14.0,101.0
US_IL,1094,1094,2020-03-22,East North Central,US_IL,296.0,3.0,1048.9999999999418,9.0,0.0,22527.24,4329.4400000000005,1207.28,-0.8777779999999993,-3.1499999999999995,0.9888890000000004,0.4762500000000003,-3.2345679999999994,84.139696,3.0,3.0,2.0,4.0,-5.551115123125783e-17,2.0,2.0,3.0,1.0,2.0,2.0,0.9999999999999998,1.0,0.0,0.0,82.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.273736754432321e-13,-1.1641532182693479e-10,0.0,0.0,-5.684341886080803e-14,0.0,0.0,0.0,2020.0,3.0,22.0,1,0,0,0,0,168.0,163.0,18.0,140.71428571428572
US_IL,1145,1145,2020-03-23,East North Central,US_IL,224.0,3.0,1273.0,12.0,0.0,10835.32,4287.08,1205.32,1.3666669999999996,-0.5666669999999998,4.6277779999999975,2.7305,0.0802469999999999,91.259019,3.0,3.0,2.0,4.0,-5.551115123125783e-17,2.0,2.0,3.0,1.0,2.0,2.0,0.9999999999999998,1.0,0.0,0.0,82.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.273736754432321e-13,-1.1641532182693479e-10,0.0,0.0,-5.684341886080803e-14,0.0,0.0,0.0,2020.0,3.0,23.0,1,0,0,0,0,296.0,168.0,29.0,168.57142857142858
US_IL,1196,1196,2020-03-24,East North Central,US_IL,262.0,4.0,1535.0000000000582,16.0,0.0,5822.679999999997,4287.08,1205.32,3.7722219999999993,1.5444439999999997,6.922222,0.2857500000000001,1.6975309999999997,86.662685,3.0,3.0,2.0,4.0,-5.551115123125783e-17,2.0,2.0,3.0,1.0,2.0,2.0,0.9999999999999998,1.0,0.0,0.0,82.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.273736754432321e-13,-1.1641532182693479e-10,0.0,0.0,-5.684341886080803e-14,0.0,0.0,0.0,2020.0,3.0,24.0,1,0,0,0,0,224.0,296.0,66.0,196.57142857142858
US_IL,1247,1247,2020-03-25,East North Central,US_IL,330.0,3.0,1865.0,19.0,0.0,5779.7199999999975,4264.48,1198.44,6.077778,1.8277779999999997,14.216667,0.592667,3.95679,86.645119,3.0,3.0,2.0,4.0,-5.551115123125783e-17,2.0,2.0,3.0,1.0,2.0,2.0,0.9999999999999998,1.0,0.0,0.0,82.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.273736754432321e-13,-1.1641532182693479e-10,0.0,0.0,-5.684341886080803e-14,0.0,0.0,0.0,2020.0,3.0,25.0,1,0,0,0,0,262.0,224.0,129.0,225.28571428571428
US_IL,1298,1298,2020-03-26,East North Central,US_IL,673.0,7.0,2538.0,26.0,0.0,5237.239999999998,4242.88,1190.2399999999998,9.844444,4.611111,15.111111,0.0317499999999999,7.987654,87.9797,3.0,3.0,2.0,4.0,-5.551115123125783e-17,2.0,2.0,3.0,1.0,2.0,2.0,0.9999999999999998,1.0,0.0,0.0,82.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.273736754432321e-13,-1.1641532182693479e-10,0.0,0.0,-5.684341886080803e-14,0.0,0.0,0.0,2020.0,3.0,26.0,1,0,0,0,0,330.0,262.0,134.0,302.2857142857143
US_IL,1349,1349,2020-03-27,East North Central,US_IL,488.0,8.0,3026.0,34.0,0.0,3143.7200000000084,4203.119999999999,1157.36,10.366667,6.911111,15.433333,3.07975,9.425926,94.023719,3.0,3.0,2.0,4.0,-5.551115123125783e-17,2.0,2.0,3.0,2.0,2.0,2.0,0.9999999999999998,1.0,0.0,0.0,82.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.273736754432321e-13,-1.1641532182693479e-10,0.0,0.0,-5.684341886080803e-14,0.0,0.0,0.0,2020.0,3.0,27.0,1,0,0,0,0,673.0,330.0,163.0,348.7142857142857
US_IL,1400,1400,2020-03-28,East North Central,US_IL,465.0,13.0,3490.999999999942,47.0,0.0,2742.760000000002,4146.8,1132.4,16.455556,12.288889,20.805556,3.330222,15.611111,93.351904,3.0,3.0,2.0,4.0,-5.551115123125783e-17,2.0,2.0,3.0,2.0,2.0,2.0,0.9999999999999998,1.0,0.0,0.0,82.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.273736754432321e-13,-1.1641532182693479e-10,0.0,0.0,-5.684341886080803e-14,0.0,0.0,0.0,2020.0,3.0,28.0,1,0,0,0,0,488.0,673.0,168.0,391.14285714285717
US_IL,1451,1451,2020-03-29,East North Central,US_IL,1105.0,18.0,4595.999999999942,65.0,0.0,4229.919999999998,4216.800000000001,1180.6,13.572222,7.322222,20.044444,3.8354,5.919753,59.792592,3.0,3.0,2.0,4.0,-5.551115123125783e-17,2.0,2.0,3.0,2.0,2.0,2.0,0.9999999999999998,1.0,0.0,0.0,82.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.273736754432321e-13,-1.1641532182693479e-10,0.0,0.0,-5.684341886080803e-14,0.0,0.0,0.0,2020.0,3.0,29.0,1,0,0,0,0,465.0,488.0,296.0,506.7142857142857
US_IL,1502,1502,2020-03-30,East North Central,US_IL,461.0,8.0,5057.0,73.0,0.0,4794.280000000006,4239.200000000001,1193.6799999999998,10.077778,2.805556,16.761111,0.0,0.1851849999999997,50.337332,3.0,3.0,2.0,4.0,-5.551115123125783e-17,2.0,2.0,3.0,2.0,2.0,2.0,0.9999999999999998,1.0,0.0,0.0,82.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.273736754432321e-13,-1.1641532182693479e-10,0.0,0.0,-5.684341886080803e-14,0.0,0.0,0.0,2020.0,3.0,30.0,1,0,0,0,0,1105.0,465.0,224.0,540.5714285714286
US_IL,1553,1553,2020-03-31,East North Central,US_IL,937.0,26.0,5994.0,99.0,0.0,4557.559999999998,4264.4800000000005,1198.44,6.822222,3.316667,13.966667,0.0,2.067901,71.679266,3.0,3.0,2.0,4.0,-5.551115123125783e-17,2.0,2.0,3.0,2.0,2.0,2.0,0.9999999999999998,1.0,0.0,0.0,82.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.273736754432321e-13,-1.1641532182693479e-10,0.0,0.0,-5.684341886080803e-14,0.0,0.0,0.0,2020.0,3.0,31.0,1,0,0,0,0,461.0,1105.0,262.0,637.0
US_IL,1604,1604,2020-04-01,East North Central,US_IL,986.0,42.0,6980.000000000058,141.0,0.0,5288.0,4318.76,1210.0,6.161111,-0.0500000000000007,13.894444,0.0,0.9814810000000004,69.123683,3.0,3.0,2.0,4.0,-5.551115123125783e-17,2.0,2.0,3.0,2.0,2.0,2.0,0.9999999999999998,1.0,0.0,0.0,82.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.273736754432321e-13,-1.1641532182693479e-10,0.0,0.0,-5.684341886080803e-14,0.0,0.0,0.0,2020.0,4.0,1.0,1,0,0,0,0,937.0,461.0,330.0,730.7142857142857
US_IL,1655,1655,2020-04-02,East North Central,US_IL,715.0,16.0,7694.999999999942,157.0,0.0,3578.8799999999974,4312.08,1209.56,9.944444,2.561111,17.883333,0.0,2.728395,60.507363,3.0,3.0,2.0,4.0,-5.551115123125783e-17,2.0,2.0,3.0,2.0,2.0,2.0,0.9999999999999998,1.0,0.0,0.0,82.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.273736754432321e-13,-1.1641532182693479e-10,0.0,0.0,-5.684341886080803e-14,0.0,0.0,0.0,2020.0,4.0,2.0,1,0,0,0,0,986.0,937.0,673.0,736.7142857142857
US_IL,1706,1706,2020-04-03,East North Central,US_IL,1209.0,53.0,8904.0,210.0,0.0,3105.2000000000044,4326.32,1212.36,14.222222,9.261111,20.688889,0.0634999999999998,6.796296,60.628914,3.0,3.0,2.0,4.0,-5.551115123125783e-17,2.0,2.0,3.0,2.0,2.0,2.0,0.9999999999999998,1.0,0.0,0.0,82.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.273736754432321e-13,-1.1641532182693479e-10,0.0,0.0,-5.684341886080803e-14,0.0,0.0,0.0,2020.0,4.0,3.0,1,0,0,0,0,715.0,986.0,488.0,839.7142857142857
US_IL,1757,1757,2020-04-04,East North Central,US_IL,1453.0,33.0,10357.0,243.0,0.0,3717.879999999997,4320.84,1209.96,6.094444,2.1333329999999995,17.327778,0.366889,2.808642,80.7699,3.0,3.0,2.0,4.0,-5.551115123125783e-17,2.0,2.0,3.0,2.0,2.0,2.0,0.9999999999999998,1.0,1.0,0.0,82.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.273736754432321e-13,-1.1641532182693479e-10,0.0,0.0,-5.684341886080803e-14,0.0,0.0,0.0,2020.0,4.0,4.0,1,0,0,0,0,1209.0,715.0,465.0,980.8571428571429
US_IL,1808,1808,2020-04-05,East North Central,US_IL,899.0,31.0,11256.000000000058,274.0,0.0,6487.040000000001,4308.719999999999,1207.88,7.188889,0.7722220000000011,15.527778,0.1015999999999999,1.1111109999999995,65.190793,3.0,3.0,2.0,4.0,-5.551115123125783e-17,2.0,2.0,3.0,2.0,2.0,2.0,0.9999999999999998,1.0,1.0,0.0,82.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.273736754432321e-13,-1.1641532182693479e-10,0.0,0.0,-5.684341886080803e-14,0.0,0.0,0.0,2020.0,4.0,5.0,1,0,0,0,0,1453.0,1209.0,1105.0,951.4285714285714
US_IL,1859,1859,2020-04-06,East North Central,US_IL,1006.0,33.0,12262.0,307.0,0.0,3480.400000000001,4317.88,1211.4,10.583333,2.816667,20.35,0.0,5.271605,69.642938,3.0,3.0,2.0,4.0,-5.551115123125783e-17,2.0,2.0,3.0,2.0,2.0,2.0,0.9999999999999998,1.0,1.0,0.0,82.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.273736754432321e-13,-1.1641532182693479e-10,0.0,0.0,-5.684341886080803e-14,0.0,0.0,0.0,2020.0,4.0,6.0,1,0,0,0,0,899.0,1453.0,461.0,1029.2857142857142
US_IL,1910,1910,2020-04-07,East North Central,US_IL,1287.0,73.0,13549.000000000058,380.0,0.0,2254.400000000001,3680.0,1166.0,19.666667,14.261111,27.161111,0.0,13.555556,67.642586,3.0,3.0,2.0,4.0,-5.551115123125783e-17,2.0,2.0,3.0,2.0,2.0,2.0,0.9999999999999998,1.0,1.0,0.0,82.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.273736754432321e-13,-1.1641532182693479e-10,0.0,0.0,-5.684341886080803e-14,0.0,0.0,0.0,2020.0,4.0,7.0,1,0,0,0,0,1006.0,899.0,937.0,1079.2857142857142
US_IL,1961,1961,2020-04-08,East North Central,US_IL,1529.0,82.0,15078.0,461.9999999999991,0.0,2394.959999999999,3680.0,1166.0,20.027778,12.027778,28.866667,0.451556,12.654321,62.168958,3.0,3.0,2.0,4.0,-5.551115123125783e-17,2.0,2.0,3.0,2.0,2.0,2.0,0.9999999999999998,1.0,1.0,0.0,82.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.273736754432321e-13,-1.1641532182693479e-10,0.0,0.0,-5.684341886080803e-14,0.0,0.0,0.0,2020.0,4.0,8.0,1,0,0,0,0,1287.0,1006.0,986.0,1156.857142857143
US_IL,2012,2012,2020-04-09,East North Central,US_IL,1344.0,66.0,16421.99999999994,528.0,0.0,18164.68,3680.0,1166.0,8.977778,3.861111,16.705556,1.8542,-0.6419750000000004,51.069421,3.0,3.0,2.0,4.0,-5.551115123125783e-17,2.0,2.0,3.0,2.0,2.0,2.0,0.9999999999999998,1.0,1.0,0.0,82.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.273736754432321e-13,-1.1641532182693479e-10,0.0,0.0,-5.684341886080803e-14,0.0,0.0,0.0,2020.0,4.0,9.0,1,0,0,0,0,1529.0,1287.0,715.0,1246.7142857142858
US_IL,2063,2063,2020-04-10,East North Central,US_IL,1465.0,68.0,17887.0,596.0,0.0,34464.48,3680.0,1166.0,4.638889,-1.5444439999999997,12.866667,0.0282219999999999,-6.358025,44.904617,3.0,3.0,2.0,4.0,-5.551115123125783e-17,2.0,2.0,3.0,2.0,2.0,2.0,0.9999999999999998,1.0,1.0,0.0,82.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.273736754432321e-13,-1.1641532182693479e-10,0.0,0.0,-5.684341886080803e-14,0.0,0.0,0.0,2020.0,4.0,10.0,1,0,0,0,0,1344.0,1529.0,1209.0,1283.2857142857142
US_IL,2114,2114,2020-04-11,East North Central,US_IL,1293.0,81.0,19180.0,677.0,0.0,16647.680000000004,3680.0,1166.0,10.888889,4.705556,18.783333,0.592667,-1.4691359999999998,41.942741,3.0,3.0,2.0,4.0,-5.551115123125783e-17,2.0,2.0,3.0,2.0,2.0,2.0,0.9999999999999998,1.0,1.0,0.0,82.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.273736754432321e-13,-1.1641532182693479e-10,0.0,0.0,-5.684341886080803e-14,0.0,0.0,0.0,2020.0,4.0,11.0,1,0,0,0,0,1465.0,1344.0,1453.0,1260.4285714285713
