,date,region,location_key,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_hospitalized_patients,cumulative_hospitalized_patients,current_hospitalized_patients,current_intensive_care_patients,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,public_information_campaigns,testing_policy,contact_tracing,facial_coverings,vaccination_policy,stringency_index,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,new_persons_fully_vaccinated_pfizer,cumulative_persons_fully_vaccinated_pfizer,new_vaccine_doses_administered_pfizer,cumulative_vaccine_doses_administered_pfizer,new_persons_fully_vaccinated_moderna,cumulative_persons_fully_vaccinated_moderna,new_vaccine_doses_administered_moderna,cumulative_vaccine_doses_administered_moderna,new_persons_fully_vaccinated_janssen,cumulative_persons_fully_vaccinated_janssen,new_vaccine_doses_administered_janssen,cumulative_vaccine_doses_administered_janssen,year,month,day,location_key_US_AR,location_key_US_LA,location_key_US_OK,location_key_US_TX,1_day_shift,7_day_shift,7_day_avg
1743,2020-03-26,West South Central,US_AR,55.0,1.0,335.0,3.0,0.0,255.79999999999563,41.0,251.9,18.216049,9.845679,30.919753,0.0,13.561728,74.580918,3.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,2.0,0.9999999999999998,1.0,0.0,0.0,49.07,0.0,0.0,0.0,-2.3283064365386963e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9103830456733704e-11,0.0,0.0,2020.0,3.0,26.0,1,0,0,0,62.0,13.0,41.285714285714285
1744,2020-03-27,West South Central,US_AR,46.0,0.0,381.0,3.0,0.0,244.5,48.0,250.9,22.901235,18.777778,28.376543,0.0,17.697531,72.679929,3.0,2.0,2.0,4.0,0.0,0.0,1.0,3.0,2.0,1.0,2.0,0.9999999999999998,1.0,0.0,0.0,65.74,0.0,0.0,0.0,-2.3283064365386963e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9103830456733704e-11,0.0,0.0,2020.0,3.0,27.0,1,0,0,0,55.0,50.0,40.714285714285715
1745,2020-03-28,West South Central,US_AR,23.0,2.0,404.0,5.0,0.0,244.5,48.0,247.9,22.012346,16.950617,25.790123,0.0,18.709877,81.853861,3.0,2.0,2.0,4.0,0.0,0.0,1.0,3.0,2.0,1.0,2.0,0.9999999999999998,1.0,0.0,0.0,65.74,0.0,0.0,0.0,-2.3283064365386963e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9103830456733704e-11,0.0,0.0,2020.0,3.0,28.0,1,0,0,0,46.0,22.0,40.857142857142854
1746,2020-03-29,West South Central,US_AR,22.0,1.0,426.0,6.0,0.0,269.90000000000146,43.0,225.1,15.141975,8.901235,22.518519,11.147778,7.58642,60.883931,3.0,2.0,2.0,4.0,0.0,0.0,1.0,3.0,2.0,1.0,2.0,0.9999999999999998,1.0,0.0,0.0,65.74,0.0,0.0,0.0,-2.3283064365386963e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9103830456733704e-11,0.0,0.0,2020.0,3.0,29.0,1,0,0,0,23.0,47.0,37.285714285714285
1747,2020-03-30,West South Central,US_AR,47.0,1.0,473.0,7.0,0.0,269.90000000000146,61.999999999999886,247.2,13.012346,10.604938,20.080247,0.02822199999999997,9.907407,81.678685,3.0,2.0,2.0,4.0,0.0,0.0,1.0,3.0,2.0,1.0,2.0,0.9999999999999998,1.0,0.0,0.0,65.74,0.0,0.0,0.0,-2.3283064365386963e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9103830456733704e-11,0.0,0.0,2020.0,3.0,30.0,1,0,0,0,22.0,9.0,42.714285714285715
1748,2020-03-31,West South Central,US_AR,50.0,1.0,523.0,8.0,0.0,396.3000000000102,64.0,214.4,12.962963,9.777778,19.123457,36.406667,8.555556,74.640863,3.0,2.0,2.0,4.0,0.0,0.0,1.0,3.0,2.0,1.0,2.0,0.9999999999999998,1.0,0.0,0.0,65.74,0.0,0.0,0.0,-2.3283064365386963e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9103830456733704e-11,0.0,0.0,2020.0,3.0,31.0,1,0,0,0,47.0,44.0,43.57142857142857
1749,2020-04-01,West South Central,US_AR,61.0,2.0,584.0,10.0,90.0,90.0,56.000000000000114,254.1,13.641975,5.975309,22.45679,1.044222,7.0,64.394398,3.0,2.0,2.0,4.0,0.0,0.0,1.0,3.0,2.0,1.0,2.0,0.9999999999999998,1.0,0.0,0.0,65.74,0.0,0.0,0.0,-2.3283064365386963e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9103830456733704e-11,0.0,0.0,2020.0,4.0,1.0,1,0,0,0,50.0,62.0,43.42857142857143
1750,2020-04-02,West South Central,US_AR,59.0,2.0,643.0,12.0,10.0,100.0,66.0,239.5,16.771605,11.166667,23.703704,2.060222,8.740741,59.414475,3.0,2.0,2.0,4.0,0.0,0.0,1.0,3.0,2.0,1.0,2.0,0.9999999999999998,1.0,0.0,0.0,65.74,0.0,0.0,0.0,-2.3283064365386963e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9103830456733704e-11,0.0,0.0,2020.0,4.0,2.0,1,0,0,0,61.0,55.0,44.0
1751,2020-04-03,West South Central,US_AR,61.0,0.0,704.0,12.0,5.0,105.0,71.0,244.5,16.444444,13.259259,20.901235,0.874889,12.648147999999999,78.601788,3.0,2.0,2.0,4.0,0.0,1.0,1.0,3.0,2.0,1.0,2.0,0.9999999999999998,1.0,1.0,0.0,69.44,0.0,0.0,0.0,-2.3283064365386963e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9103830456733704e-11,0.0,0.0,2020.0,4.0,3.0,1,0,0,0,59.0,46.0,46.142857142857146
1752,2020-04-04,West South Central,US_AR,39.0,2.0,743.0,14.0,1.0000000000000142,106.0,72.0,255.6,12.993827,10.444444,18.271605,4.346222,11.283951,89.412615,3.0,2.0,2.0,4.0,0.0,1.0,1.0,3.0,2.0,1.0,2.0,0.9999999999999998,1.0,1.0,0.0,69.44,0.0,0.0,0.0,-2.3283064365386963e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9103830456733704e-11,0.0,0.0,2020.0,4.0,4.0,1,0,0,0,61.0,23.0,48.42857142857143
1753,2020-04-05,West South Central,US_AR,87.0,2.0,830.0,16.0,24.0,130.0,67.00000000000011,257.2,15.061728,10.179012,22.771605,1.749778,11.222222,78.022209,3.0,2.0,2.0,4.0,0.0,1.0,1.0,3.0,2.0,1.0,2.0,0.9999999999999998,1.0,1.0,0.0,69.44,0.0,0.0,0.0,-2.3283064365386963e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9103830456733704e-11,0.0,0.0,2020.0,4.0,5.0,1,0,0,0,39.0,22.0,57.714285714285715
1754,2020-04-06,West South Central,US_AR,45.0,0.0,875.0,16.0,7.0,137.0,73.99999999999989,242.3,17.790123,11.32716,25.216049,0.0,13.759259,77.533717,3.0,2.0,2.0,4.0,0.0,1.0,1.0,3.0,2.0,1.0,2.0,0.9999999999999998,1.0,1.0,0.0,69.44,0.0,0.0,0.0,-2.3283064365386963e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9103830456733704e-11,0.0,0.0,2020.0,4.0,6.0,1,0,0,0,87.0,47.0,57.42857142857143
