,date,region,location_key,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_hospitalized_patients,cumulative_hospitalized_patients,current_hospitalized_patients,current_intensive_care_patients,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,public_information_campaigns,testing_policy,contact_tracing,facial_coverings,vaccination_policy,stringency_index,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,new_persons_fully_vaccinated_pfizer,cumulative_persons_fully_vaccinated_pfizer,new_vaccine_doses_administered_pfizer,cumulative_vaccine_doses_administered_pfizer,new_persons_fully_vaccinated_moderna,cumulative_persons_fully_vaccinated_moderna,new_vaccine_doses_administered_moderna,cumulative_vaccine_doses_administered_moderna,new_persons_fully_vaccinated_janssen,cumulative_persons_fully_vaccinated_janssen,new_vaccine_doses_administered_janssen,cumulative_vaccine_doses_administered_janssen,year,month,day,location_key_US_AR,location_key_US_LA,location_key_US_OK,location_key_US_TX,1_day_shift,7_day_shift,7_day_avg
2281,2021-09-15,West South Central,US_AR,1919.0,28.0,479110.0,7362.0,162.0,38215.0,1018.0,381.0,25.351852,19.753086,32.018519,0.02822199999999997,19.691358,71.125165,1.0,-1.1102230246251565e-16,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,3.0,1.0,2.0,5.0,26.85,2369.0,1650867.0,4133.0,1327589.0,7090.0,2923649.0,2389.0,662053.0,4369.0,1545682.0,1624.0,570771.0,2532.0,1279378.0,100.0,94084.0,103.0,95913.0,2021.0,9.0,15.0,1,0,0,0,1544.0,2181.0,1659.142857142857
2282,2021-09-16,West South Central,US_AR,1824.0,33.0,480934.0,7395.0,146.0,38361.0,993.0,383.0,24.746914,19.623457,31.611111,0.564444,19.654321,73.533514,1.0,-1.1102230246251565e-16,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,3.0,1.0,2.0,5.0,26.85,3041.0,1653908.0,4474.0,1332063.0,7860.0,2931509.0,2568.0,664621.0,5017.0,1550699.0,1743.0,572514.0,2674.0,1282052.0,162.0,94246.0,159.0,96072.0,2021.0,9.0,16.0,1,0,0,0,1919.0,2481.0,1565.2857142857142
2283,2021-09-17,West South Central,US_AR,1809.0,17.0,482743.0,7412.0,114.0,38475.0,948.0,361.0,24.62963,20.765432,30.407407,2.624667,20.62963,78.726726,1.0,-1.1102230246251565e-16,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,3.0,1.0,2.0,5.0,26.85,2741.0,1656649.0,4333.0,1336396.0,7303.0,2938812.0,2512.0,667133.0,4514.0,1555213.0,1551.0,574065.0,2503.0,1284555.0,268.0,94514.0,277.0,96349.0,2021.0,9.0,17.0,1,0,0,0,1824.0,2159.0,1515.2857142857142
2284,2021-09-18,West South Central,US_AR,1574.0,23.0,484317.0,7435.0,127.0,38602.0,947.0,346.0,25.41358,22.080247,31.537037000000005,3.429,21.950617,81.299702,1.0,-1.1102230246251565e-16,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,3.0,1.0,2.0,5.0,26.85,2641.0,1659290.0,4431.0,1340827.0,7493.0,2946305.0,2817.0,669950.0,4972.0,1560185.0,1473.0,575538.0,2365.0,1286920.0,140.0,94654.0,142.0,96491.0,2021.0,9.0,18.0,1,0,0,0,1809.0,1749.0,1490.2857142857142
2285,2021-09-19,West South Central,US_AR,739.0,10.0,485056.0,7445.0,113.0,38715.0,935.0,352.0,24.54321,21.864198,29.487654,2.088444,21.537037,83.514162,1.0,-1.1102230246251565e-16,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,3.0,1.0,2.0,5.0,26.85,2832.0,1662122.0,5220.0,1346047.0,8511.0,2954816.0,3130.0,673080.0,5389.0,1565574.0,1891.0,577429.0,2905.0,1289825.0,199.0,94853.0,205.0,96696.0,2021.0,9.0,19.0,1,0,0,0,1574.0,1116.0,1436.4285714285713
2286,2021-09-20,West South Central,US_AR,396.0,37.0,485452.0,7482.0,100.0,38815.0,902.0,345.0,25.277778,19.765432,32.969136,3.584222,20.67284,75.790529,1.0,-1.1102230246251565e-16,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,3.0,1.0,2.0,5.0,26.85,1259.0,1663381.0,2239.0,1348286.0,3690.0,2958506.0,1196.0,674276.0,2053.0,1567627.0,1027.0,578456.0,1620.0,1291445.0,16.0,94869.0,17.0,96713.0,2021.0,9.0,20.0,1,0,0,0,739.0,646.0,1400.7142857142858
2287,2021-09-21,West South Central,US_AR,1401.0,17.0,486853.0,7499.0,108.0,38923.0,905.0,339.0,23.432099,19.45679,29.5,9.652,20.722222,84.912612,1.0,-1.1102230246251565e-16,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,3.0,1.0,2.0,5.0,26.85,937.0,1664318.0,1550.0,1349836.0,2613.0,2961119.0,1000.0,675276.0,1775.999999999999,1569403.0,539.0,578995.0,830.0,1292275.0,10.0,94879.0,6.999999999999943,96720.0,2021.0,9.0,21.0,1,0,0,0,396.0,1544.0,1380.2857142857142
2288,2021-09-22,West South Central,US_AR,1463.0,29.0,488316.0,7528.0,112.0,39035.0,887.0,337.0,18.944444,12.037037,26.080247,8.071556,10.901235,59.756857,1.0,-1.1102230246251565e-16,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,3.0,1.0,2.0,5.0,26.85,3178.0,1667496.0,4680.0,1354516.0,7293.0,2968412.0,2204.0,677480.0,3993.0,1573396.0,1222.0,580217.0,2004.0,1294279.0,1253.0,96132.0,1294.0,98014.0,2021.0,9.0,22.0,1,0,0,0,1401.0,1919.0,1315.142857142857
2289,2021-09-23,West South Central,US_AR,1540.0,20.0,489856.0,7548.0,113.0,39148.0,861.0,339.0,17.938272,10.030864,26.567901,0.0,8.253086,54.027905,1.0,-1.1102230246251565e-16,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,3.0,1.0,2.0,5.0,26.85,2118.0,1669614.0,3654.0,1358170.0,6226.0,2974638.0,2290.0,679770.0,3927.0,1577323.0,1223.0,581440.0,2151.0,1296430.0,138.0,96270.0,139.0,98153.0,2021.0,9.0,23.0,1,0,0,0,1463.0,1824.0,1274.5714285714287
2290,2021-09-24,West South Central,US_AR,1365.0,13.0,491221.0,7561.0,106.0,39254.0,840.0,328.0,17.45679,9.104938,27.888889,0.0,10.08642,62.146629,1.0,-1.1102230246251565e-16,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,3.0,1.0,2.0,5.0,26.85,2084.0,1671698.0,2873.0,1361043.0,5406.0,2980044.0,1743.0,681513.0,3421.0,1580744.0,1053.0,582493.0,1910.0,1298340.0,76.0,96346.0,73.0,98226.0,2021.0,9.0,24.0,1,0,0,0,1540.0,1809.0,1211.142857142857
2291,2021-09-25,West South Central,US_AR,1012.0,14.0,492233.0,7575.0,108.0,39362.0,779.0,314.0,19.641975,11.228395,29.938272,0.0,11.987654,61.556001,1.0,-1.1102230246251565e-16,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,3.0,1.0,2.0,5.0,26.85,1818.0,1673516.0,2830.0,1363873.0,5066.0,2985110.0,1623.0,683136.0,3061.0,1583805.0,1145.0,583638.0,1946.0,1300286.0,60.0,96406.0,58.0,98284.0,2021.0,9.0,25.0,1,0,0,0,1365.0,1574.0,1130.857142857143
2292,2021-09-26,West South Central,US_AR,417.0,15.0,492650.0,7590.0,82.0,39444.0,773.0,318.0,20.530864,11.907407,31.728395,0.0,13.314815,63.448552,1.0,-1.1102230246251565e-16,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,3.0,1.0,2.0,5.0,26.85,2171.0,1675687.0,3533.0,1367406.0,8080.0,2993190.0,2225.0,685361.0,5883.0,1589688.0,1236.0,584874.0,2083.0,1302369.0,72.0,96478.0,73.0,98357.0,2021.0,9.0,26.0,1,0,0,0,1012.0,739.0,1084.857142857143
2293,2021-09-27,West South Central,US_AR,470.0,40.0,493120.0,7630.0,62.0,39506.0,763.0,299.0,22.148148,13.969136,31.333333,0.05644399999999994,14.783951,63.254079,1.0,-1.1102230246251565e-16,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,3.0,1.0,2.0,5.0,26.85,962.0,1676649.0,1519.9999999999995,1368926.0,3476.999999999998,2996667.0,884.0,686245.0,2473.0,1592161.0,629.0,585503.0,996.0,1303365.0,7.0,96485.0,8.000000000000057,98365.0,2021.0,9.0,27.0,1,0,0,0,417.0,396.0,1095.4285714285713
2294,2021-09-28,West South Central,US_AR,800.0,21.0,493920.0,7651.0,71.0,39577.0,752.0,296.0,23.080247,17.030864,30.796296000000005,0.05644399999999994,18.296296,74.66035,1.0,-1.1102230246251565e-16,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,3.0,1.0,2.0,5.0,26.85,0.0,1676649.0,0.0,1368926.0,0.0,2996667.0,0.0,686245.0,0.0,1592161.0,0.0,585503.0,0.0,1303365.0,0.0,96485.0,0.0,98365.0,2021.0,9.0,28.0,1,0,0,0,470.0,1401.0,1009.5714285714286
2295,2021-09-29,West South Central,US_AR,1153.0,19.0,495073.0,7670.0,92.0,39669.0,707.0,285.0,23.907407,20.037037000000005,28.925926,0.0,20.12963,79.526316,1.0,-1.1102230246251565e-16,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,3.0,1.0,2.0,5.0,26.85,2853.0,1679502.0,4226.0,1373152.0,11780.0,3008447.0,2621.0,688866.0,9215.0,1601376.0,1472.0,586975.0,2414.0,1305779.0,130.0,96615.0,122.0,98487.0,2021.0,9.0,29.0,1,0,0,0,800.0,1463.0,965.2857142857143
2296,2021-09-30,West South Central,US_AR,1004.0,21.0,496077.0,7691.0,78.0,39747.0,671.0,276.0,23.62963,20.469136,28.345679,0.15874999999999972,20.487654,82.700362,1.0,-1.1102230246251565e-16,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,3.0,1.0,2.0,5.0,26.85,2190.0,1681692.0,2812.0,1375964.0,9855.0,3018302.0,1969.0,690835.0,8355.0,1609731.0,731.0,587706.0,1392.0,1307171.0,110.0,96725.0,105.0,98592.0,2021.0,9.0,30.0,1,0,0,0,1153.0,1540.0,888.7142857142857
2297,2021-10-01,West South Central,US_AR,857.0,27.0,496934.0,7718.0,83.0,39830.0,653.0,261.0,23.179012,20.882716,27.654321,6.19125,21.185185,88.659487,1.0,-1.1102230246251565e-16,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,3.0,1.0,2.0,5.0,26.85,2257.9999999999995,1683950.0,2907.0,1378871.0,10028.0,3028330.0,1860.0,692695.0,8091.0,1617822.0,907.0,588613.0,1790.0,1308961.0,137.0,96862.0,139.0,98731.0,2021.0,10.0,1.0,1,0,0,0,1004.0,1365.0,816.1428571428571
2298,2021-10-02,West South Central,US_AR,642.0,6.0,497576.0,7724.0,76.0,39906.0,635.0,258.0,23.074074,21.191358,27.703704,12.73175,21.271605,89.703041,1.0,-1.1102230246251565e-16,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,3.0,1.0,2.0,5.0,26.85,1965.0,1685915.0,2557.0,1381428.0,9202.0,3037532.0,1592.0,694287.0,7609.0,1625431.0,683.0,589296.0,1255.0,1310216.0,257.0,97119.0,258.0,98989.0,2021.0,10.0,2.0,1,0,0,0,857.0,1012.0,763.2857142857143
2299,2021-10-03,West South Central,US_AR,486.0,16.0,498062.0,7740.0,74.0,39980.0,631.0,266.0,23.246914,19.530864,28.5,18.937111,19.283950999999995,78.526345,1.0,-1.1102230246251565e-16,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,3.0,1.0,2.0,5.0,26.85,2589.0,1688504.0,3559.0,1384987.0,12307.0,3049839.0,2282.0,696569.0,10151.0,1635582.0,1145.0,590441.0,2023.0,1312239.0,132.0,97251.0,132.0,99121.0,2021.0,10.0,3.0,1,0,0,0,642.0,417.0,773.1428571428571
2300,2021-10-04,West South Central,US_AR,195.0,12.0,498257.0,7752.0,62.0,40042.0,638.0,269.0,21.092593,15.049382999999999,28.518519,1.693333,15.839506,72.131612,1.0,-1.1102230246251565e-16,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,3.0,1.0,2.0,5.0,26.85,1510.0,1690014.0,1954.0,1386941.0,5480.0,3055319.0,1236.0,697805.0,4262.0,1639844.0,701.0000000000001,591142.0,1203.0,1313442.0,17.0,97268.0,15.0,99136.0,2021.0,10.0,4.0,1,0,0,0,486.0,470.0,733.8571428571429
2301,2021-10-05,West South Central,US_AR,747.0,23.0,499004.0,7775.0,67.0,40109.0,607.0,255.0,20.67284,14.981480999999999,28.160494,0.0,14.993827,70.097105,1.0,-1.1102230246251565e-16,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,3.0,1.0,2.0,5.0,26.85,748.0,1690762.0,996.0,1387937.0,2473.0,3057792.0,594.0,698399.0,1896.0,1641740.0,388.0,591530.0,563.9999999999995,1314006.0,13.0,97281.0,13.0,99149.0,2021.0,10.0,5.0,1,0,0,0,195.0,800.0,726.2857142857143
2302,2021-10-06,West South Central,US_AR,882.0,6.0,499886.0,7781.0,78.0,40187.0,574.0,236.0,19.987654,16.62963,25.246914,0.3175000000000001,16.635802,81.202623,1.0,-1.1102230246251565e-16,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,3.0,1.0,2.0,5.0,26.85,1890.0,1692652.0,2874.0,1390811.0,8936.0,3066728.0,2240.0,700639.0,7760.0,1649500.0,553.9999999999999,592084.0,1090.0,1315096.0,80.0,97361.0,86.0,99235.0,2021.0,10.0,6.0,1,0,0,0,747.0,1153.0,687.5714285714286
2303,2021-10-07,West South Central,US_AR,893.0,21.0,500779.0,7802.0,75.0,40262.0,547.0,235.0,21.17284,15.561727999999999,29.160494,1.157111,16.506173000000004,74.823633,1.0,-1.1102230246251565e-16,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,3.0,1.0,2.0,5.0,26.85,1662.9999999999995,1694315.0,1944.0,1392755.0,8029.0,3074757.0,1367.0,702006.0,6899.0,1656399.0,494.0,592578.0,1043.0,1316139.0,82.0,97443.0,80.0,99315.0,2021.0,10.0,7.0,1,0,0,0,882.0,1004.0,671.7142857142857
2304,2021-10-08,West South Central,US_AR,739.0,8.0,501518.0,7810.0,81.0,40343.0,538.0,223.0,21.981481,14.716049000000002,31.839506,0.02822199999999997,15.882716,68.478664,1.0,-1.1102230246251565e-16,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,3.0,1.0,2.0,5.0,26.85,2925.0,1697240.0,2916.0,1395671.0,10566.0,3085323.0,2027.0,704033.0,8814.0,1665213.0,745.0,593323.0,1632.0,1317771.0,144.0,97587.0,118.0,99433.0,2021.0,10.0,8.0,1,0,0,0,893.0,857.0,654.8571428571429
2305,2021-10-09,West South Central,US_AR,887.0,21.0,502405.0,7831.0,71.0,40414.0,527.0,221.0,23.512346,16.858025,31.191358,0.0,16.753086,66.088236,1.0,-1.1102230246251565e-16,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,3.0,1.0,2.0,5.0,26.85,1613.0,1698853.0,2058.0,1397729.0,7119.0,3092442.0,1407.0,705440.0,5962.0,1671175.0,548.9999999999999,593872.0,1047.0,1318818.0,100.0,97687.0,101.0,99534.0,2021.0,10.0,9.0,1,0,0,0,739.0,642.0,689.8571428571429
2306,2021-10-10,West South Central,US_AR,467.0,289.0,502872.0,8120.0,60.00000000000001,40474.0,522.0,218.0,23.604938,18.104938,30.462963,0.0,17.858025000000005,70.330106,1.0,-1.1102230246251565e-16,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,3.0,1.0,2.0,5.0,26.85,0.0,1698853.0,0.0,1397729.0,0.0,3092442.0,0.0,705440.0,0.0,1671175.0,0.0,593872.0,0.0,1318818.0,0.0,97687.0,0.0,99534.0,2021.0,10.0,10.0,1,0,0,0,887.0,486.0,687.1428571428571
2307,2021-10-11,West South Central,US_AR,217.0,12.0,503089.0,8132.0,49.0,40523.0,524.0,219.0,23.907407,20.796296,27.277778,1.2065,16.901235,64.975156,1.0,-1.1102230246251565e-16,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,3.0,1.0,2.0,5.0,26.85,0.0,1698853.0,0.0,1397729.0,0.0,3092442.0,0.0,705440.0,0.0,1671175.0,0.0,593872.0,0.0,1318818.0,0.0,97687.0,0.0,99534.0,2021.0,10.0,11.0,1,0,0,0,467.0,195.0,690.2857142857143
2308,2021-10-12,West South Central,US_AR,733.0,15.0,503822.0,8147.0,70.0,40593.0,533.0,216.0,18.740741,11.382716,27.864198,0.141111,13.820988,73.263487,1.0,-1.1102230246251565e-16,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,3.0,1.0,2.0,5.0,26.85,3416.0,1702269.0,4434.0,1402163.0,14128.0,3106570.0,2823.0,708263.0,11353.0,1682528.0,1484.0,595356.0,2647.0,1321465.0,120.0,97807.0,122.0,99656.0,2021.0,10.0,12.0,1,0,0,0,217.0,747.0,688.2857142857143
2309,2021-10-13,West South Central,US_AR,694.0,19.0,504516.0,8166.0,68.0,40661.0,527.0,210.0,24.345679,20.314815,29.864198,0.31044399999999994,19.641975,75.163771,1.0,-1.1102230246251565e-16,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,3.0,1.0,2.0,5.0,26.85,1606.0,1703875.0,2029.0,1404192.0,6316.0,3112886.0,1331.0,709594.0,5136.0,1687664.0,627.9999999999999,595984.0,1104.0,1322569.0,69.0,97876.0,75.0,99731.0,2021.0,10.0,13.0,1,0,0,0,733.0,882.0,661.4285714285714
2310,2021-10-14,West South Central,US_AR,781.0,10.0,505297.0,8176.0,58.0,40719.0,498.0,198.0,23.586419999999997,20.62963,27.82716,0.3175000000000001,20.098765,80.995199,1.0,-1.1102230246251565e-16,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,3.0,1.0,2.0,5.0,26.85,2104.9999999999995,1705980.0,2550.0,1406742.0,7915.0,3120801.0,1769.0,711363.0,6432.0,1694096.0,648.0,596632.0,1309.0,1323878.0,131.0,98007.0,122.0,99853.0,2021.0,10.0,14.0,1,0,0,0,694.0,893.0,645.4285714285714
2311,2021-10-15,West South Central,US_AR,714.0,16.0,506011.0,8192.0,56.0,40775.0,473.0,203.0,21.895062,18.216049,27.839506,9.49325,20.024691,89.283393,1.0,-1.1102230246251565e-16,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,3.0,1.0,2.0,5.0,26.85,1785.0000000000005,1707765.0,2072.0,1408814.0,6631.0,3127432.0,1362.0,712725.0,5256.0,1699352.0,598.0,597230.0,1254.0,1325132.0,112.0,98119.0,114.0,99967.0,2021.0,10.0,15.0,1,0,0,0,781.0,739.0,641.8571428571429
2312,2021-10-16,West South Central,US_AR,562.0,3.0,506573.0,8195.0,55.0,40830.0,445.0,181.0,14.561728,7.487654,21.660494,6.462889,6.074074,56.860608,1.0,-1.1102230246251565e-16,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,3.0,1.0,2.0,5.0,26.85,1855.0,1709620.0,2059.0,1410873.0,7104.0,3134536.0,1466.0,714191.0,6036.0,1705388.0,470.0000000000001,597700.0,936.0,1326068.0,121.0,98240.0,124.0,100091.0,2021.0,10.0,16.0,1,0,0,0,714.0,887.0,595.4285714285714
2313,2021-10-17,West South Central,US_AR,383.0,5.0,506956.0,8200.0,55.0,40885.0,445.0,186.0,12.851852,5.08642,23.160494,0.0,5.246914,59.990471,1.0,-1.1102230246251565e-16,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,3.0,1.0,2.0,5.0,26.85,2761.0,1712381.0,2707.0,1413580.0,8706.0,3143242.0,1475.9999999999998,715667.0,6797.0,1712185.0,730.0,598430.0,1397.0,1327465.0,501.0,98741.0,510.0,100601.0,2021.0,10.0,17.0,1,0,0,0,562.0,467.0,583.4285714285714
2314,2021-10-18,West South Central,US_AR,142.0,2.0,507098.0,8202.0,45.0,40930.0,433.0,173.0,13.401235,5.938272,22.802469,0.0,6.802469,64.434497,1.0,-1.1102230246251565e-16,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,3.0,1.0,2.0,5.0,26.85,761.0,1713142.0,1002.0,1414582.0,2624.0,3145866.0,607.0,716274.0,1971.0,1714156.0,341.0,598771.0,596.0,1328061.0,54.0,98795.0,57.0,100658.0,2021.0,10.0,18.0,1,0,0,0,383.0,217.0,572.7142857142857
2315,2021-10-19,West South Central,US_AR,661.0,19.0,507759.0,8221.0,58.0,40988.0,445.0,171.0,13.888889,6.018519,24.067901,0.0,7.95679,67.604139,1.0,-1.1102230246251565e-16,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,3.0,1.0,2.0,5.0,26.85,557.0,1713699.0,646.0,1415228.0,1567.0,3147433.0,388.0,716662.0,1148.000000000001,1715304.0,235.0,599006.0,397.0,1328458.0,23.0,98818.0,22.0,100680.0,2021.0,10.0,19.0,1,0,0,0,142.0,733.0,562.4285714285714
2316,2021-10-20,West South Central,US_AR,672.0,9.0,508431.0,8230.0,66.0,41054.0,433.0,165.0,16.41358,8.45679,27.345679,0.0,11.487654,72.785562,1.0,-1.1102230246251565e-16,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,3.0,1.0,2.0,5.0,26.85,1699.0,1715398.0,2980.0,1418208.0,7443.0,3154876.0,2330.0,718992.0,6264.0,1721568.0,560.0,599566.0,1077.0,1329535.0,91.0,98909.0,88.0,100768.0,2021.0,10.0,20.0,1,0,0,0,661.0,694.0,559.2857142857143
2317,2021-10-21,West South Central,US_AR,506.0,7.0,508937.0,8237.0,55.0,41109.0,428.0,153.0,20.648148,15.734568,26.5,0.0,12.592593,60.033964,1.0,-1.1102230246251565e-16,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,3.0,1.0,2.0,5.0,26.85,1857.0000000000005,1717255.0,2232.0,1420440.0,6477.0,3161353.0,1559.0,720551.0,5274.0,1726842.0,553.0000000000001,600119.0,1071.0,1330606.0,119.0,99028.0,122.0,100890.0,2021.0,10.0,21.0,1,0,0,0,672.0,781.0,520.0
2318,2021-10-22,West South Central,US_AR,622.0,18.0,509559.0,8255.0,52.0,41161.0,417.0,152.0,14.820988,7.302469,24.148148,0.0,7.209877,60.652983,1.0,-1.1102230246251565e-16,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,3.0,1.0,2.0,5.0,26.85,17079.0,1734334.0,13590.0,1434030.0,7374.0,3168727.0,6747.0,727298.0,6326.0,1733168.0,5709.0,605828.0,956.0,1331562.0,1131.0,100159.0,87.0,100977.0,2021.0,10.0,22.0,1,0,0,0,506.0,714.0,506.85714285714283
2319,2021-10-23,West South Central,US_AR,440.0,12.0,509999.0,8267.0,37.0,41198.0,376.0,149.0,17.697531,9.882716,28.666667,0.0,12.444444,71.483713,1.0,-1.1102230246251565e-16,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,3.0,1.0,2.0,5.0,26.85,1494.0,1735828.0,1605.0,1435635.0,5710.0,3174437.0,1010.0,728308.0,4673.0,1737841.0,500.9999999999999,606329.0,944.0,1332506.0,93.0,100252.0,87.0,101064.0,2021.0,10.0,23.0,1,0,0,0,622.0,562.0,489.42857142857144
2320,2021-10-24,West South Central,US_AR,246.0,14.0,510245.0,8281.0,57.00000000000001,41255.0,390.0,151.0,23.388889,18.549383,29.641975,0.0,18.191358,72.729268,1.0,-1.1102230246251565e-16,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,3.0,1.0,2.0,5.0,26.85,1882.0,1737710.0,2081.0,1437716.0,9949.0,3184386.0,1293.0,729601.0,5774.0,1743615.0,697.0000000000001,607026.0,4064.0,1336570.0,90.0,100342.0,110.0,101174.0,2021.0,10.0,24.0,1,0,0,0,440.0,383.0,469.85714285714283
2321,2021-10-25,West South Central,US_AR,161.0,11.0,510406.0,8292.0,31.0,41286.0,388.0,153.0,21.04321,14.098765,26.246914,9.4615,14.962963,68.425145,1.0,-1.1102230246251565e-16,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,3.0,1.0,2.0,5.0,26.85,1040.0,1738750.0,845.0,1438561.0,4701.0,3189087.0,451.0,730052.0,1793.0,1745408.0,359.0,607385.0,2856.0,1339426.0,35.0,100377.0,52.0,101226.0,2021.0,10.0,25.0,1,0,0,0,246.0,142.0,472.57142857142856
2322,2021-10-26,West South Central,US_AR,502.0,14.0,510908.0,8306.0,51.0,41337.0,368.0,149.0,14.746914,9.388889,20.592593,0.254,9.759259,72.131635,1.0,-1.1102230246251565e-16,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,3.0,1.0,2.0,5.0,26.85,699.0,1739449.0,597.0,1439158.0,2507.0,3191594.0,352.0,730404.0,990.0,1746398.0,230.0,607615.0,1505.0,1340931.0,14.0,100391.0,12.0,101238.0,2021.0,10.0,26.0,1,0,0,0,161.0,661.0,449.85714285714283
2323,2021-10-27,West South Central,US_AR,559.0,19.0,511467.0,8325.0,56.0,41393.0,373.0,152.0,15.932099,13.685185,19.58642,0.0,12.209877,78.633044,1.0,-1.1102230246251565e-16,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,3.0,1.0,2.0,5.0,26.85,2000.0,1741449.0,1793.0000000000005,1440951.0,11804.0,3203398.0,1036.0,731440.0,4789.0,1751187.0,657.0,608272.0,6881.0,1347812.0,96.0,100487.0,129.0,101367.0,2021.0,10.0,27.0,1,0,0,0,502.0,672.0,433.7142857142857
2324,2021-10-28,West South Central,US_AR,517.0,19.0,511984.0,8344.0,46.0,41439.0,364.0,155.0,14.037037,11.962963,16.549383,19.71675,12.018519,87.728128,1.0,-1.1102230246251565e-16,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,3.0,1.0,2.0,5.0,26.85,2328.0,1743777.0,1838.9999999999995,1442790.0,13147.0,3216545.0,1027.0,732467.0,4760.0,1755947.0,688.0000000000001,608960.0,8196.0,1356008.0,118.0,100605.0,183.0,101550.0,2021.0,10.0,28.0,1,0,0,0,559.0,506.0,435.2857142857143
2325,2021-10-29,West South Central,US_AR,546.0,9.0,512530.0,8353.0,51.0,41490.0,356.0,148.0,12.234568,10.17284,14.969136,1.7145,7.314815,72.173948,1.0,-1.1102230246251565e-16,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,3.0,1.0,2.0,5.0,26.85,3457.0,1747234.0,2776.0,1445566.0,15153.0,3231698.0,887.9999999999998,733355.0,4031.0,1759978.0,1800.0,610760.0,10960.0,1366968.0,81.0,100686.0,154.0,101704.0,2021.0,10.0,29.0,1,0,0,0,517.0,622.0,424.42857142857144
