location_key,,Unnamed: 0,date,region,location_key,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_hospitalized_patients,cumulative_hospitalized_patients,current_hospitalized_patients,current_intensive_care_patients,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,public_information_campaigns,testing_policy,contact_tracing,facial_coverings,vaccination_policy,stringency_index,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,new_persons_fully_vaccinated_pfizer,cumulative_persons_fully_vaccinated_pfizer,new_vaccine_doses_administered_pfizer,cumulative_vaccine_doses_administered_pfizer,new_persons_fully_vaccinated_moderna,cumulative_persons_fully_vaccinated_moderna,new_vaccine_doses_administered_moderna,cumulative_vaccine_doses_administered_moderna,new_persons_fully_vaccinated_janssen,cumulative_persons_fully_vaccinated_janssen,new_vaccine_doses_administered_janssen,cumulative_vaccine_doses_administered_janssen,year,month,day,location_key_US_AZ,location_key_US_CO,location_key_US_ID,location_key_US_MT,location_key_US_NM,location_key_US_NV,location_key_US_UT,location_key_US_WY,1_day_shift,6_day_shift,7_day_shift,7_day_avg
US_AZ,698,698,2020-03-14,Mountain,US_AZ,3.0,0.0,12.0,0.0,4.0,26.0,1050.0,365.36,10.25,5.816667,16.444444,5.207,5.505556,73.516642,1.0,1.0,0.0,-2.220446049250313e-16,-5.551115123125783e-17,0.0,0.0,3.0,1.0,0.0,2.0,0.9999999999999998,1.0,0.0,0.0,26.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.273736754432321e-13,-1.1641532182693479e-10,0.0,0.0,-5.684341886080803e-14,0.0,0.0,0.0,2020.0,3.0,14.0,1,0,0,0,0,0,0,0,0.0,0.0,2.0,1.0
US_AZ,749,749,2020-03-15,Mountain,US_AZ,0.0,0.0,12.0,0.0,10.0,36.0,1093.44,386.4,12.472222,6.044444,19.444444,0.2032,4.505556,59.174428,1.0,1.0,1.0,-2.220446049250313e-16,-5.551115123125783e-17,0.0,0.0,3.0,1.0,0.0,2.0,0.9999999999999998,1.0,0.0,0.0,32.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.273736754432321e-13,-1.1641532182693479e-10,0.0,0.0,-5.684341886080803e-14,0.0,0.0,0.0,2020.0,3.0,15.0,1,0,0,0,0,0,0,0,3.0,0.0,0.0,1.0
US_AZ,800,800,2020-03-16,Mountain,US_AZ,6.0,0.0,18.0,0.0,6.0,42.0,1111.2,389.2,13.15,6.016667,20.188889,0.0,3.533333,52.756447,3.0,1.0,1.0,-2.220446049250313e-16,-5.551115123125783e-17,0.0,1.0,3.0,1.0,0.0,2.0,0.9999999999999998,1.0,0.0,0.0,45.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.273736754432321e-13,-1.1641532182693479e-10,0.0,0.0,-5.684341886080803e-14,0.0,0.0,0.0,2020.0,3.0,16.0,1,0,0,0,0,0,0,0,0.0,1.0,0.0,1.8571428571428572
US_AZ,851,851,2020-03-17,Mountain,US_AZ,2.0,0.0,20.000000000058208,0.0,13.0,55.0,1014.24,370.28,13.744444,6.627778,19.85,0.0,3.711111,52.281771,3.0,2.0,1.0,-2.220446049250313e-16,-5.551115123125783e-17,0.0,1.0,3.0,1.0,0.0,2.0,0.9999999999999998,1.0,0.0,0.0,47.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.273736754432321e-13,-1.1641532182693479e-10,0.0,0.0,-5.684341886080803e-14,0.0,0.0,0.0,2020.0,3.0,17.0,1,0,0,0,0,0,0,0,6.0,3.0,1.0,2.0
US_AZ,902,902,2020-03-18,Mountain,US_AZ,8.0,0.0,28.0,0.0,12.0,67.0,913.32,347.72,11.35,7.322222,17.75,0.0725709999999999,3.95,62.710486,3.0,2.0,1.0,-2.220446049250313e-16,-5.551115123125783e-17,0.0,1.0,3.0,1.0,0.0,2.0,0.9999999999999998,1.0,0.0,0.0,47.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.273736754432321e-13,-1.1641532182693479e-10,0.0,0.0,-5.684341886080803e-14,0.0,0.0,0.0,2020.0,3.0,18.0,1,0,0,0,0,0,0,0,2.0,0.0,3.0,2.7142857142857144
US_AZ,953,953,2020-03-19,Mountain,US_AZ,16.0,0.0,44.00000000005821,0.0,18.0,85.0,838.32,330.76,7.405556,4.638889,13.444444,12.73175,2.65,74.037252,3.0,2.0,1.0,-2.220446049250313e-16,-5.551115123125783e-17,0.0,1.0,3.0,1.0,0.0,2.0,0.9999999999999998,1.0,0.0,0.0,47.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.273736754432321e-13,-1.1641532182693479e-10,0.0,0.0,-5.684341886080803e-14,0.0,0.0,0.0,2020.0,3.0,19.0,1,0,0,0,0,0,0,0,8.0,0.0,0.0,5.0
US_AZ,1004,1004,2020-03-20,Mountain,US_AZ,21.0,0.0,65.0,0.0,23.0,108.0,878.0,340.56,8.6,2.972222,15.194444,1.1176,0.3777780000000001,57.79979,3.0,2.0,1.0,-2.220446049250313e-16,-5.551115123125783e-17,0.0,1.0,3.0,1.0,0.0,2.0,0.9999999999999998,1.0,0.0,0.0,47.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.273736754432321e-13,-1.1641532182693479e-10,0.0,0.0,-5.684341886080803e-14,0.0,0.0,0.0,2020.0,3.0,20.0,1,0,0,0,0,0,0,0,16.0,3.0,0.0,8.0
US_AZ,1055,1055,2020-03-21,Mountain,US_AZ,39.0,1.0,104.0,1.0,20.0,128.0,927.12,351.32,11.511111,3.822222,17.483333,0.0,1.4333329999999995,51.15095,3.0,2.0,1.0,-2.220446049250313e-16,-5.551115123125783e-17,0.0,1.0,3.0,1.0,0.0,2.0,0.9999999999999998,1.0,0.0,0.0,47.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.273736754432321e-13,-1.1641532182693479e-10,0.0,0.0,-5.684341886080803e-14,0.0,0.0,0.0,2020.0,3.0,21.0,1,0,0,0,0,0,0,0,21.0,0.0,3.0,13.142857142857142
US_AZ,1106,1106,2020-03-22,Mountain,US_AZ,48.0,1.0,152.0,2.0,17.0,145.0,961.88,360.0,11.688889,5.127778,17.772222,0.2032,1.7833329999999998,51.729491,3.0,2.0,1.0,-2.220446049250313e-16,-5.551115123125783e-17,0.0,1.0,3.0,1.0,0.0,2.0,0.9999999999999998,1.0,0.0,0.0,47.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.273736754432321e-13,-1.1641532182693479e-10,0.0,0.0,-5.684341886080803e-14,0.0,0.0,0.0,2020.0,3.0,22.0,1,0,0,0,0,0,0,0,39.0,6.0,0.0,20.0
US_AZ,1157,1157,2020-03-23,Mountain,US_AZ,113.0,0.0,265.0,2.0,44.0,189.0,965.68,361.04,12.888889,6.45,18.15,0.0,3.05,52.714625,3.0,2.0,1.0,-2.220446049250313e-16,-5.551115123125783e-17,0.0,1.0,3.0,1.0,0.0,2.0,0.9999999999999998,1.0,0.0,0.0,47.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.273736754432321e-13,-1.1641532182693479e-10,0.0,0.0,-5.684341886080803e-14,0.0,0.0,0.0,2020.0,3.0,23.0,1,0,0,0,0,0,0,0,48.0,2.0,6.0,35.285714285714285
US_AZ,1208,1208,2020-03-24,Mountain,US_AZ,92.0,3.0,357.0,5.0,30.0,219.0,903.48,348.2,12.216667,5.438889,19.205556,1.2065,2.616667,53.864833,3.0,2.0,1.0,-2.220446049250313e-16,-5.551115123125783e-17,0.0,1.0,3.0,1.0,1.0,2.0,0.9999999999999998,1.0,0.0,0.0,47.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.273736754432321e-13,-1.1641532182693479e-10,0.0,0.0,-5.684341886080803e-14,0.0,0.0,0.0,2020.0,3.0,24.0,1,0,0,0,0,0,0,0,113.0,8.0,2.0,48.142857142857146
US_AZ,1259,1259,2020-03-25,Mountain,US_AZ,93.0,1.0,449.9999999999418,6.0,45.0,264.0,1051.48,381.92,13.627778,6.5,19.127778,0.0,1.0555560000000006,43.030575,3.0,2.0,1.0,-2.220446049250313e-16,-5.551115123125783e-17,0.0,1.0,3.0,1.0,1.0,2.0,0.9999999999999998,1.0,0.0,0.0,47.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.273736754432321e-13,-1.1641532182693479e-10,0.0,0.0,-5.684341886080803e-14,0.0,0.0,0.0,2020.0,3.0,25.0,1,0,0,0,0,0,0,0,92.0,16.0,8.0,60.285714285714285
US_AZ,1310,1310,2020-03-26,Mountain,US_AZ,127.0,2.0,577.0,8.0,39.0,303.0,1051.48,381.92,13.544444,8.472222,18.938889,0.0,-0.6277780000000002,38.577964,3.0,2.0,1.0,-2.220446049250313e-16,-5.551115123125783e-17,0.0,1.0,3.0,1.0,1.0,2.0,0.9999999999999998,1.0,0.0,0.0,47.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.273736754432321e-13,-1.1641532182693479e-10,0.0,0.0,-5.684341886080803e-14,0.0,0.0,0.0,2020.0,3.0,26.0,1,0,0,0,0,0,0,0,93.0,21.0,16.0,76.14285714285714
US_AZ,1361,1361,2020-03-27,Mountain,US_AZ,159.0,5.0,736.0,13.0,40.0,343.0,964.84,362.28,9.105556,4.466667,15.8,0.0,-4.1,40.93943,3.0,2.0,1.0,-2.220446049250313e-16,-5.551115123125783e-17,0.0,1.0,3.0,2.0,1.0,2.0,0.9999999999999998,1.0,0.0,0.0,47.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.273736754432321e-13,-1.1641532182693479e-10,0.0,0.0,-5.684341886080803e-14,0.0,0.0,0.0,2020.0,3.0,27.0,1,0,0,0,0,0,0,0,127.0,39.0,21.0,95.85714285714286
US_AZ,1412,1412,2020-03-28,Mountain,US_AZ,137.0,2.0,873.0,15.0,43.0,386.0,915.44,350.6,7.972222,1.1833330000000002,16.044444,0.09525,-4.200000000000001,43.224504,3.0,2.0,1.0,-2.220446049250313e-16,-5.551115123125783e-17,0.0,1.0,3.0,2.0,1.0,2.0,0.9999999999999998,1.0,0.0,0.0,47.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.273736754432321e-13,-1.1641532182693479e-10,0.0,0.0,-5.684341886080803e-14,0.0,0.0,0.0,2020.0,3.0,28.0,1,0,0,0,0,0,0,0,159.0,48.0,39.0,109.85714285714286
US_AZ,1463,1463,2020-03-29,Mountain,US_AZ,46.0,2.0,919.0,17.0,41.0,427.0,1051.48,381.92,11.788889,2.761111,18.972222,0.0,-3.766667,34.064337,3.0,2.0,1.0,-2.220446049250313e-16,-5.551115123125783e-17,0.0,1.0,3.0,2.0,1.0,2.0,0.9999999999999998,1.0,0.0,0.0,47.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.273736754432321e-13,-1.1641532182693479e-10,0.0,0.0,-5.684341886080803e-14,0.0,0.0,0.0,2020.0,3.0,29.0,1,0,0,0,0,0,0,0,137.0,113.0,48.0,109.57142857142857
US_AZ,1514,1514,2020-03-30,Mountain,US_AZ,238.0,3.0,1157.0,20.0,51.0,478.0,1051.48,381.92,12.838889,4.983333,20.288889,0.0,-2.427778000000001,35.25226,3.0,2.0,1.0,-2.220446049250313e-16,-5.551115123125783e-17,0.0,1.0,3.0,2.0,1.0,2.0,0.9999999999999998,1.0,0.0,0.0,47.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.273736754432321e-13,-1.1641532182693479e-10,0.0,0.0,-5.684341886080803e-14,0.0,0.0,0.0,2020.0,3.0,30.0,1,0,0,0,0,0,0,0,46.0,92.0,113.0,127.42857142857143
US_AZ,1565,1565,2020-03-31,Mountain,US_AZ,132.0,4.0,1289.0000000000582,24.0,56.0,534.0,683.3599999999999,301.88,14.188889,5.311111,22.4,0.0,-0.4555559999999996,36.770299,3.0,2.0,1.0,-2.220446049250313e-16,1.0,2.0,1.0,3.0,2.0,1.0,2.0,0.9999999999999998,1.0,0.0,0.0,62.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.273736754432321e-13,-1.1641532182693479e-10,0.0,0.0,-5.684341886080803e-14,0.0,0.0,0.0,2020.0,3.0,31.0,1,0,0,0,0,0,0,0,238.0,93.0,92.0,133.14285714285714
US_AZ,1616,1616,2020-04-01,Mountain,US_AZ,124.0,5.0,1413.0,29.0,48.0,582.0,682.44,294.08,16.65,7.327778,23.772222,0.0,1.416667,36.206048,3.0,2.0,1.0,-2.220446049250313e-16,1.0,2.0,1.0,3.0,2.0,1.0,2.0,0.9999999999999998,1.0,0.0,0.0,62.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.273736754432321e-13,-1.1641532182693479e-10,0.0,0.0,-5.684341886080803e-14,0.0,0.0,0.0,2020.0,4.0,1.0,1,0,0,0,0,0,0,0,132.0,127.0,93.0,137.57142857142858
US_AZ,1667,1667,2020-04-02,Mountain,US_AZ,185.0,3.0,1598.0000000000582,32.0,34.0,616.0,682.44,294.08,17.194444,9.438889,23.366667,0.0,-0.2722220000000002,31.147929000000005,3.0,2.0,1.0,-2.220446049250313e-16,1.0,2.0,1.0,3.0,2.0,1.0,2.0,0.9999999999999998,1.0,0.0,0.0,62.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.273736754432321e-13,-1.1641532182693479e-10,0.0,0.0,-5.684341886080803e-14,0.0,0.0,0.0,2020.0,4.0,2.0,1,0,0,0,0,0,0,0,124.0,159.0,127.0,145.85714285714286
US_AZ,1718,1718,2020-04-03,Mountain,US_AZ,171.0,9.0,1769.0,41.0,51.0,667.0,682.4399999999999,294.08,15.316667,6.705556,23.144444,0.0,-0.9611109999999998,33.617557,3.0,2.0,1.0,-2.220446049250313e-16,1.0,2.0,1.0,3.0,2.0,1.0,2.0,0.9999999999999998,1.0,0.0,0.0,62.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.273736754432321e-13,-1.1641532182693479e-10,0.0,0.0,-5.684341886080803e-14,0.0,0.0,0.0,2020.0,4.0,3.0,1,0,0,0,0,0,0,0,185.0,137.0,159.0,147.57142857142858
US_AZ,1769,1769,2020-04-04,Mountain,US_AZ,250.0,11.0,2018.9999999999416,52.0,44.0,711.0,682.44,294.08,15.511111,7.494444,22.761111,0.0,-0.8777779999999993,33.50166,3.0,2.0,1.0,-2.220446049250313e-16,1.0,2.0,1.0,3.0,2.0,1.0,2.0,0.9999999999999998,1.0,1.0,0.0,62.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.273736754432321e-13,-1.1641532182693479e-10,0.0,0.0,-5.684341886080803e-14,0.0,0.0,0.0,2020.0,4.0,4.0,1,0,0,0,0,0,0,0,171.0,46.0,137.0,163.71428571428572
US_AZ,1820,1820,2020-04-05,Mountain,US_AZ,250.0,12.0,2269.000000000058,64.0,49.0,760.0,682.4399999999999,294.08,16.461111,8.038889,22.883333,0.0,-1.5666669999999998,30.189713,3.0,2.0,1.0,-2.220446049250313e-16,1.0,2.0,1.0,3.0,2.0,1.0,2.0,0.9999999999999998,1.0,1.0,0.0,62.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.273736754432321e-13,-1.1641532182693479e-10,0.0,0.0,-5.684341886080803e-14,0.0,0.0,0.0,2020.0,4.0,5.0,1,0,0,0,0,0,0,0,250.0,238.0,46.0,192.85714285714286
US_AZ,1871,1871,2020-04-06,Mountain,US_AZ,187.0,1.0,2456.0,65.0,59.0,819.0,677.3599999999999,295.84,16.111111,7.655556,22.816667,0.0,-2.6333330000000013,28.303438,3.0,2.0,1.0,-2.220446049250313e-16,1.0,2.0,1.0,3.0,2.0,1.0,2.0,0.9999999999999998,1.0,1.0,0.0,62.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.273736754432321e-13,-1.1641532182693479e-10,0.0,0.0,-5.684341886080803e-14,0.0,0.0,0.0,2020.0,4.0,6.0,1,0,0,0,0,0,0,0,250.0,132.0,238.0,185.57142857142858
US_AZ,1922,1922,2020-04-07,Mountain,US_AZ,119.0,8.0,2575.0,73.0,34.0,853.0,677.36,295.84,15.666667,6.727778,22.977778,0.0,-2.594444,29.219122,3.0,2.0,1.0,-2.220446049250313e-16,1.0,2.0,1.0,3.0,2.0,1.0,2.0,0.9999999999999998,1.0,1.0,0.0,62.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.273736754432321e-13,-1.1641532182693479e-10,0.0,0.0,-5.684341886080803e-14,0.0,0.0,0.0,2020.0,4.0,7.0,1,0,0,0,0,0,0,0,187.0,124.0,132.0,183.71428571428572
US_AZ,1973,1973,2020-04-08,Mountain,US_AZ,151.0,7.0,2726.0,80.0,53.0,906.0,675.0799999999999,296.92,16.238889,7.327778,23.244444,0.0,0.7999999999999998,35.831372,3.0,2.0,1.0,-2.220446049250313e-16,1.0,2.0,1.0,3.0,2.0,1.0,2.0,0.9999999999999998,1.0,1.0,0.0,62.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.273736754432321e-13,-1.1641532182693479e-10,0.0,0.0,-5.684341886080803e-14,0.0,0.0,0.0,2020.0,4.0,8.0,1,0,0,0,0,0,0,0,119.0,185.0,124.0,187.57142857142858
US_AZ,2024,2024,2020-04-09,Mountain,US_AZ,292.0,9.0,3017.999999999942,89.0,44.0,950.0,672.8,297.12,12.8,5.394444,21.827778,0.79375,1.1166670000000003,47.013682,3.0,2.0,1.0,-2.220446049250313e-16,1.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,67.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.273736754432321e-13,-1.1641532182693479e-10,0.0,0.0,-5.684341886080803e-14,0.0,0.0,0.0,2020.0,4.0,9.0,1,0,0,0,0,0,0,0,151.0,171.0,185.0,202.85714285714286
US_AZ,2075,2075,2020-04-10,Mountain,US_AZ,94.0,8.0,3112.0,97.0,45.0,995.0,673.56,296.8,12.933333,5.027778,20.288889,0.0762,-2.394444,35.569633,3.0,2.0,1.0,-2.220446049250313e-16,1.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,67.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.273736754432321e-13,-1.1641532182693479e-10,0.0,0.0,-5.684341886080803e-14,0.0,0.0,0.0,2020.0,4.0,10.0,1,0,0,0,0,0,0,0,292.0,250.0,171.0,191.85714285714286
US_AZ,2126,2126,2020-04-11,Mountain,US_AZ,281.0,11.0,3393.0,108.0,42.0,1037.0,670.72,298.28,12.9,5.527778,19.816667,0.0,-0.8777779999999993,39.772528,3.0,2.0,1.0,-2.220446049250313e-16,1.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,67.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.273736754432321e-13,-1.1641532182693479e-10,0.0,0.0,-5.684341886080803e-14,0.0,0.0,0.0,2020.0,4.0,11.0,1,0,0,0,0,0,0,0,94.0,250.0,250.0,196.28571428571428
