,date,region,new_confirmed,1_day_shift,7_day_avg,7_day_shift
7856,2022-06-12,West South Central,5885.0,9026.0,9185.285714285714,6054.0
7865,2022-06-13,West South Central,10350.0,5885.0,9483.714285714286,8261.0
7874,2022-06-14,West South Central,11917.0,10350.0,9779.142857142857,9849.0
7883,2022-06-15,West South Central,9381.0,11917.0,9740.0,9655.0
7892,2022-06-16,West South Central,13034.0,9381.0,9822.0,12460.0
7901,2022-06-17,West South Central,6966.0,13034.0,9508.42857142857,9161.0
7910,2022-06-18,West South Central,5803.0,6966.0,9048.0,9026.0
7919,2022-06-19,West South Central,4140.0,5803.0,8798.714285714286,5885.0
7928,2022-06-20,West South Central,7846.0,4140.0,8441.0,10350.0
7937,2022-06-21,West South Central,23668.0,7846.0,10119.714285714286,11917.0
7946,2022-06-22,West South Central,10975.0,23668.0,10347.42857142857,9381.0
7955,2022-06-23,West South Central,19238.0,10975.0,11233.714285714286,13034.0
7964,2022-06-24,West South Central,14705.0,19238.0,12339.285714285714,6966.0
7973,2022-06-25,West South Central,12605.0,14705.0,13311.0,5803.0
7982,2022-06-26,West South Central,9705.0,12605.0,14106.0,4140.0
7991,2022-06-27,West South Central,13497.0,9705.0,14913.285714285714,7846.0
8000,2022-06-28,West South Central,14063.0,13497.0,13541.142857142857,23668.0
8009,2022-06-29,West South Central,14773.0,14063.0,14083.714285714286,10975.0
8018,2022-06-30,West South Central,23453.0,14773.0,14685.857142857143,19238.0
8027,2022-07-01,West South Central,16403.0,23453.0,14928.42857142857,14705.0
8036,2022-07-02,West South Central,1403.0,16403.0,13328.142857142857,12605.0
8045,2022-07-03,West South Central,165.0,1403.0,11965.285714285714,9705.0
8054,2022-07-04,West South Central,736.0,165.0,10142.285714285714,13497.0
8063,2022-07-05,West South Central,44470.0,736.0,14486.142857142857,14063.0
8072,2022-07-06,West South Central,17593.0,44470.0,14889.0,14773.0
8081,2022-07-07,West South Central,21303.0,17593.0,14581.857142857143,23453.0
8090,2022-07-08,West South Central,16795.0,21303.0,14637.857142857143,16403.0
8099,2022-07-09,West South Central,13750.0,16795.0,16401.714285714286,1403.0
8108,2022-07-10,West South Central,11850.0,13750.0,18071.0,165.0
8117,2022-07-11,West South Central,18924.0,11850.0,20669.285714285714,736.0
8126,2022-07-12,West South Central,25237.0,18924.0,17921.714285714286,44470.0
8135,2022-07-13,West South Central,17884.0,25237.0,17963.285714285714,17593.0
8144,2022-07-14,West South Central,24004.0,17884.0,18349.14285714286,21303.0
8153,2022-07-15,West South Central,18277.0,24004.0,18560.85714285714,16795.0
8162,2022-07-16,West South Central,12817.0,18277.0,18427.571428571428,13750.0
8171,2022-07-17,West South Central,10612.0,12817.0,18250.714285714286,11850.0
8180,2022-07-18,West South Central,21865.0,10612.0,18670.85714285714,18924.0
8189,2022-07-19,West South Central,19129.0,21865.0,17798.285714285714,25237.0
8198,2022-07-20,West South Central,18280.0,19129.0,17854.85714285714,17884.0
8207,2022-07-21,West South Central,22150.0,18280.0,17590.0,24004.0
8216,2022-07-22,West South Central,18912.0,22150.0,17680.714285714286,18277.0
8225,2022-07-23,West South Central,11248.0,18912.0,17456.571428571428,12817.0
8234,2022-07-24,West South Central,10835.0,11248.0,17488.428571428572,10612.0
8243,2022-07-25,West South Central,20868.0,10835.0,17346.0,21865.0
8252,2022-07-26,West South Central,17478.0,20868.0,17110.14285714286,19129.0
8261,2022-07-27,West South Central,14938.0,17478.0,16632.714285714286,18280.0
8270,2022-07-28,West South Central,23211.0,14938.0,16784.285714285714,22150.0
8279,2022-07-29,West South Central,17081.0,23211.0,16522.714285714286,18912.0
8288,2022-07-30,West South Central,1248.0,17081.0,15094.142857142857,11248.0
8297,2022-07-31,West South Central,376.0,1248.0,13600.0,10835.0
8306,2022-08-01,West South Central,36713.0,376.0,15863.57142857143,20868.0
8315,2022-08-02,West South Central,17621.0,36713.0,15884.0,17478.0
8324,2022-08-03,West South Central,16994.0,17621.0,16177.714285714286,14938.0
8333,2022-08-04,West South Central,19274.0,16994.0,15615.285714285714,23211.0
8342,2022-08-05,West South Central,15174.0,19274.0,15342.857142857143,17081.0
8351,2022-08-06,West South Central,866.0,15174.0,15288.285714285714,1248.0
8360,2022-08-07,West South Central,486.0,866.0,15304.0,376.0
8369,2022-08-08,West South Central,33020.0,486.0,14776.42857142857,36713.0
8378,2022-08-09,West South Central,14755.0,33020.0,14367.0,17621.0
8387,2022-08-10,West South Central,13351.0,14755.0,13846.57142857143,16994.0
8396,2022-08-11,West South Central,18378.0,13351.0,13718.57142857143,19274.0
8405,2022-08-12,West South Central,16733.0,18378.0,13941.285714285714,15174.0
8414,2022-08-13,West South Central,891.0,16733.0,13944.857142857143,866.0
8423,2022-08-14,West South Central,886.0,891.0,14002.0,486.0
8432,2022-08-15,West South Central,28598.0,886.0,13370.285714285714,33020.0
8441,2022-08-16,West South Central,11011.0,28598.0,12835.42857142857,14755.0
8450,2022-08-17,West South Central,11558.0,11011.0,12579.285714285714,13351.0
8459,2022-08-18,West South Central,19179.0,11558.0,12693.714285714286,18378.0
8468,2022-08-19,West South Central,12165.0,19179.0,12041.142857142857,16733.0
8477,2022-08-20,West South Central,883.0,12165.0,12040.0,891.0
8486,2022-08-21,West South Central,0.0,883.0,11913.42857142857,886.0
8495,2022-08-22,West South Central,26703.0,0.0,11642.714285714286,28598.0
8504,2022-08-23,West South Central,12784.0,26703.0,11896.0,11011.0
8513,2022-08-24,West South Central,11419.0,12784.0,11876.142857142857,11558.0
8522,2022-08-25,West South Central,16437.0,11419.0,11484.42857142857,19179.0
8531,2022-08-26,West South Central,12742.0,16437.0,11566.857142857143,12165.0
8540,2022-08-27,West South Central,903.0,12742.0,11569.714285714286,883.0
8549,2022-08-28,West South Central,1252.0,903.0,11748.57142857143,0.0
8558,2022-08-29,West South Central,25772.0,1252.0,11615.57142857143,26703.0
8567,2022-08-30,West South Central,18142.0,25772.0,12381.0,12784.0
8576,2022-08-31,West South Central,11502.0,18142.0,12392.857142857143,11419.0
8585,2022-09-01,West South Central,17715.0,11502.0,12575.42857142857,16437.0
8594,2022-09-02,West South Central,12957.0,17715.0,12606.142857142857,12742.0
8603,2022-09-03,West South Central,824.0,12957.0,12594.857142857143,903.0
8612,2022-09-04,West South Central,406.0,824.0,12474.0,1252.0
8621,2022-09-05,West South Central,675.0,406.0,8888.714285714286,25772.0
8630,2022-09-06,West South Central,33239.0,675.0,11045.42857142857,18142.0
8639,2022-09-07,West South Central,8013.0,33239.0,10547.0,11502.0
8648,2022-09-08,West South Central,11529.0,8013.0,9663.285714285714,17715.0
8657,2022-09-09,West South Central,8740.0,11529.0,9060.857142857143,12957.0
8666,2022-09-10,West South Central,775.0,8740.0,9053.857142857143,824.0
8675,2022-09-11,West South Central,0.0,775.0,8995.857142857143,406.0
8684,2022-09-12,West South Central,20617.0,0.0,11844.714285714286,675.0
8693,2022-09-13,West South Central,4988.0,20617.0,7808.857142857143,33239.0
8702,2022-09-14,West South Central,11344.0,4988.0,8284.714285714286,8013.0
8711,2022-09-15,West South Central,5914.0,11344.0,7482.571428571428,11529.0
