date,location_key,region,new_confirmed
2022-05-12,US_CA,Pacific,3522.0
2022-05-13,US_CA,Pacific,22821.0
2022-05-14,US_CA,Pacific,24.0
2022-05-15,US_CA,Pacific,0.0
2022-05-16,US_CA,Pacific,7992.0
2022-05-17,US_CA,Pacific,39601.0
2022-05-18,US_CA,Pacific,3720.0
2022-05-19,US_CA,Pacific,4694.0
2022-05-20,US_CA,Pacific,42098.0
2022-05-21,US_CA,Pacific,49.0
2022-05-22,US_CA,Pacific,0.0
2022-05-23,US_CA,Pacific,12219.0
2022-05-24,US_CA,Pacific,43519.0
2022-05-25,US_CA,Pacific,4845.0
2022-05-26,US_CA,Pacific,6177.0
2022-05-27,US_CA,Pacific,41116.0
2022-05-28,US_CA,Pacific,64.0
2022-05-29,US_CA,Pacific,0.0
2022-05-30,US_CA,Pacific,12524.0
2022-05-31,US_CA,Pacific,2971.0
2022-06-01,US_CA,Pacific,45448.0
2022-06-02,US_CA,Pacific,5062.0
2022-06-03,US_CA,Pacific,37808.0
2022-06-04,US_CA,Pacific,0.0
2022-06-05,US_CA,Pacific,0.0
2022-06-06,US_CA,Pacific,14344.0
2022-06-07,US_CA,Pacific,53447.0
2022-06-08,US_CA,Pacific,6690.0
2022-06-09,US_CA,Pacific,5064.0
2022-06-10,US_CA,Pacific,49037.0
2022-06-11,US_CA,Pacific,0.0
2022-06-12,US_CA,Pacific,119.0
2022-06-13,US_CA,Pacific,12917.0
2022-06-14,US_CA,Pacific,47311.0
2022-06-15,US_CA,Pacific,6247.0
2022-06-16,US_CA,Pacific,4698.0
2022-06-17,US_CA,Pacific,33360.0
2022-06-18,US_CA,Pacific,0.0
2022-06-19,US_CA,Pacific,0.0
2022-06-20,US_CA,Pacific,12033.0
2022-06-21,US_CA,Pacific,49290.0
2022-06-22,US_CA,Pacific,6391.0
2022-06-23,US_CA,Pacific,5775.0
2022-06-24,US_CA,Pacific,57153.0
2022-06-25,US_CA,Pacific,0.0
2022-06-26,US_CA,Pacific,74.0
2022-06-27,US_CA,Pacific,13655.0
2022-06-28,US_CA,Pacific,49219.0
2022-06-29,US_CA,Pacific,7371.0
2022-06-30,US_CA,Pacific,5707.0
2022-07-01,US_CA,Pacific,55581.0
2022-07-02,US_CA,Pacific,0.0
2022-07-03,US_CA,Pacific,0.0
2022-07-04,US_CA,Pacific,15316.0
2022-07-05,US_CA,Pacific,5604.0
2022-07-06,US_CA,Pacific,50658.0
2022-07-07,US_CA,Pacific,5347.0
2022-07-08,US_CA,Pacific,46330.0
2022-07-09,US_CA,Pacific,0.0
2022-07-10,US_CA,Pacific,0.0
2022-07-11,US_CA,Pacific,18231.0
2022-07-12,US_CA,Pacific,60053.0
2022-07-13,US_CA,Pacific,7603.0
2022-07-14,US_CA,Pacific,8505.0
2022-07-15,US_CA,Pacific,61251.0
2022-07-16,US_CA,Pacific,0.0
2022-07-17,US_CA,Pacific,0.0
2022-07-18,US_CA,Pacific,18653.0
2022-07-19,US_CA,Pacific,52468.0
2022-07-20,US_CA,Pacific,7067.0
2022-07-21,US_CA,Pacific,8643.0
2022-07-22,US_CA,Pacific,56398.0
2022-07-23,US_CA,Pacific,0.0
2022-07-24,US_CA,Pacific,0.0
2022-07-25,US_CA,Pacific,15282.0
2022-07-26,US_CA,Pacific,47613.0
2022-07-27,US_CA,Pacific,7793.0
2022-07-28,US_CA,Pacific,6954.0
2022-07-29,US_CA,Pacific,43641.0
2022-07-30,US_CA,Pacific,0.0
2022-07-31,US_CA,Pacific,0.0
2022-08-01,US_CA,Pacific,13280.0
2022-08-02,US_CA,Pacific,44653.0
2022-08-03,US_CA,Pacific,6636.0
2022-08-04,US_CA,Pacific,5064.0
2022-08-05,US_CA,Pacific,37887.0
2022-08-06,US_CA,Pacific,0.0
2022-08-07,US_CA,Pacific,0.0
2022-08-08,US_CA,Pacific,10368.0
2022-08-09,US_CA,Pacific,35461.0
2022-08-10,US_CA,Pacific,4949.0
2022-08-11,US_CA,Pacific,4309.0
2022-08-12,US_CA,Pacific,35888.0
2022-08-13,US_CA,Pacific,0.0
2022-08-14,US_CA,Pacific,0.0
2022-08-15,US_CA,Pacific,9991.0
2022-08-16,US_CA,Pacific,30952.0
2022-08-17,US_CA,Pacific,4668.0
2022-08-18,US_CA,Pacific,3314.0
2022-08-19,US_CA,Pacific,32153.0
2022-08-20,US_CA,Pacific,0.0
2022-08-21,US_CA,Pacific,0.0
2022-08-22,US_CA,Pacific,7904.0
2022-08-23,US_CA,Pacific,27631.0
2022-08-24,US_CA,Pacific,4369.0
2022-08-25,US_CA,Pacific,2975.0
2022-08-26,US_CA,Pacific,31939.0
2022-08-27,US_CA,Pacific,0.0
2022-08-28,US_CA,Pacific,0.0
2022-08-29,US_CA,Pacific,6394.0
2022-08-30,US_CA,Pacific,27353.0
2022-08-31,US_CA,Pacific,3234.0
2022-09-01,US_CA,Pacific,2559.0
2022-09-02,US_CA,Pacific,23388.0
2022-09-03,US_CA,Pacific,0.0
2022-09-04,US_CA,Pacific,0.0
2022-09-05,US_CA,Pacific,5015.0
2022-09-06,US_CA,Pacific,2194.0
2022-09-07,US_CA,Pacific,21127.0
2022-09-08,US_CA,Pacific,1685.0
2022-09-09,US_CA,Pacific,16365.0
2022-09-10,US_CA,Pacific,0.0
2022-09-11,US_CA,Pacific,0.0
2022-09-12,US_CA,Pacific,4503.0
2022-09-13,US_CA,Pacific,1633.0
2022-09-14,US_CA,Pacific,1865.0
2022-09-15,US_CA,Pacific,22527.0
2020-01-22,US_CO,Mountain,0.0
2020-01-23,US_CO,Mountain,0.0
2020-01-24,US_CO,Mountain,0.0
2020-01-25,US_CO,Mountain,0.0
2020-01-26,US_CO,Mountain,0.0
2020-01-27,US_CO,Mountain,0.0
2020-01-28,US_CO,Mountain,0.0
2020-01-29,US_CO,Mountain,0.0
2020-01-30,US_CO,Mountain,0.0
2020-01-31,US_CO,Mountain,0.0
2020-02-01,US_CO,Mountain,0.0
2020-02-02,US_CO,Mountain,0.0
2020-02-03,US_CO,Mountain,0.0
2020-02-04,US_CO,Mountain,0.0
2020-02-05,US_CO,Mountain,0.0
2020-02-06,US_CO,Mountain,0.0
2020-02-07,US_CO,Mountain,0.0
2020-02-08,US_CO,Mountain,0.0
2020-02-09,US_CO,Mountain,0.0
2020-02-10,US_CO,Mountain,0.0
2020-02-11,US_CO,Mountain,0.0
2020-02-12,US_CO,Mountain,0.0
2020-02-13,US_CO,Mountain,0.0
2020-02-14,US_CO,Mountain,0.0
2020-02-15,US_CO,Mountain,0.0
2020-02-16,US_CO,Mountain,0.0
2020-02-17,US_CO,Mountain,0.0
2020-02-18,US_CO,Mountain,0.0
2020-02-19,US_CO,Mountain,0.0
2020-02-20,US_CO,Mountain,0.0
2020-02-21,US_CO,Mountain,0.0
2020-02-22,US_CO,Mountain,0.0
2020-02-23,US_CO,Mountain,0.0
2020-02-24,US_CO,Mountain,0.0
2020-02-25,US_CO,Mountain,0.0
2020-02-26,US_CO,Mountain,0.0
2020-02-27,US_CO,Mountain,0.0
2020-02-28,US_CO,Mountain,0.0
2020-02-29,US_CO,Mountain,0.0
2020-03-01,US_CO,Mountain,0.0
2020-03-02,US_CO,Mountain,1.0
2020-03-03,US_CO,Mountain,0.0
2020-03-04,US_CO,Mountain,0.0
2020-03-05,US_CO,Mountain,0.0
2020-03-06,US_CO,Mountain,6.0
2020-03-07,US_CO,Mountain,0.0
2020-03-08,US_CO,Mountain,1.0
2020-03-09,US_CO,Mountain,3.0
2020-03-10,US_CO,Mountain,16.0
2020-03-11,US_CO,Mountain,17.0
2020-03-12,US_CO,Mountain,27.0
2020-03-13,US_CO,Mountain,29.0
2020-03-14,US_CO,Mountain,30.0
2020-03-15,US_CO,Mountain,0.0
2020-03-16,US_CO,Mountain,29.0
2020-03-17,US_CO,Mountain,23.0
2020-03-18,US_CO,Mountain,33.0
2020-03-19,US_CO,Mountain,61.0
2020-03-20,US_CO,Mountain,86.0
2020-03-21,US_CO,Mountain,112.0
2020-03-22,US_CO,Mountain,116.0
2020-03-23,US_CO,Mountain,129.0
2020-03-24,US_CO,Mountain,192.0
2020-03-25,US_CO,Mountain,174.0
2020-03-26,US_CO,Mountain,344.0
2020-03-27,US_CO,Mountain,304.0
2020-03-28,US_CO,Mountain,327.0
2020-03-29,US_CO,Mountain,246.0
2020-03-30,US_CO,Mountain,320.0
2020-03-31,US_CO,Mountain,339.0
2020-04-01,US_CO,Mountain,376.0
2020-04-02,US_CO,Mountain,386.0
2020-04-03,US_CO,Mountain,445.0
2020-04-04,US_CO,Mountain,392.0
2020-04-05,US_CO,Mountain,385.0
2020-04-06,US_CO,Mountain,222.0
2020-04-07,US_CO,Mountain,257.0
2020-04-08,US_CO,Mountain,226.0
2020-04-09,US_CO,Mountain,547.0
2020-04-10,US_CO,Mountain,308.0
2020-04-11,US_CO,Mountain,383.0
2020-04-12,US_CO,Mountain,410.0
2020-04-13,US_CO,Mountain,388.0
2020-04-14,US_CO,Mountain,250.0
2020-04-15,US_CO,Mountain,339.0
2020-04-16,US_CO,Mountain,395.0
2020-04-17,US_CO,Mountain,372.0
2020-04-18,US_CO,Mountain,386.0
2020-04-19,US_CO,Mountain,297.0
2020-04-20,US_CO,Mountain,376.0
2020-04-21,US_CO,Mountain,341.0
2020-04-22,US_CO,Mountain,431.0
2020-04-23,US_CO,Mountain,384.0
2020-04-24,US_CO,Mountain,993.0
2020-04-25,US_CO,Mountain,713.0
2020-04-26,US_CO,Mountain,473.0
2020-04-27,US_CO,Mountain,438.0
2020-04-28,US_CO,Mountain,437.0
2020-04-29,US_CO,Mountain,442.0
2020-04-30,US_CO,Mountain,526.0
2020-05-01,US_CO,Mountain,484.0
2020-05-02,US_CO,Mountain,457.0
2020-05-03,US_CO,Mountain,410.0
2020-05-04,US_CO,Mountain,272.0
2020-05-05,US_CO,Mountain,457.0
2020-05-06,US_CO,Mountain,466.0
2020-05-07,US_CO,Mountain,541.0
2020-05-08,US_CO,Mountain,456.0
2020-05-09,US_CO,Mountain,548.0
2020-05-10,US_CO,Mountain,328.0
2020-05-11,US_CO,Mountain,176.0
2020-05-12,US_CO,Mountain,278.0
2020-05-13,US_CO,Mountain,318.0
2020-05-14,US_CO,Mountain,363.0
2020-05-15,US_CO,Mountain,394.0
2020-05-16,US_CO,Mountain,401.0
2020-05-17,US_CO,Mountain,305.0
2020-05-18,US_CO,Mountain,264.0
2020-05-19,US_CO,Mountain,280.0
2020-05-20,US_CO,Mountain,315.0
2020-05-21,US_CO,Mountain,394.0
2020-05-22,US_CO,Mountain,296.0
2020-05-23,US_CO,Mountain,477.0
2020-05-24,US_CO,Mountain,210.0
2020-05-25,US_CO,Mountain,95.0
2020-05-26,US_CO,Mountain,296.0
2020-05-27,US_CO,Mountain,202.0
2020-05-28,US_CO,Mountain,354.0
2020-05-29,US_CO,Mountain,492.0
2020-05-30,US_CO,Mountain,485.0
2020-05-31,US_CO,Mountain,280.0
2020-06-01,US_CO,Mountain,199.0
2020-06-02,US_CO,Mountain,211.0
2020-06-03,US_CO,Mountain,272.0
2020-06-04,US_CO,Mountain,300.0
2020-06-05,US_CO,Mountain,255.0
2020-06-06,US_CO,Mountain,233.0
2020-06-07,US_CO,Mountain,153.0
2020-06-08,US_CO,Mountain,182.0
2020-06-09,US_CO,Mountain,164.0
2020-06-10,US_CO,Mountain,152.0
2020-06-11,US_CO,Mountain,148.0
2020-06-12,US_CO,Mountain,175.0
2020-06-13,US_CO,Mountain,195.0
2020-06-14,US_CO,Mountain,113.0
2020-06-15,US_CO,Mountain,169.0
2020-06-16,US_CO,Mountain,143.0
2020-06-17,US_CO,Mountain,231.0
2020-06-18,US_CO,Mountain,228.0
2020-06-19,US_CO,Mountain,286.0
2020-06-20,US_CO,Mountain,162.0
2020-06-21,US_CO,Mountain,190.0
2020-06-22,US_CO,Mountain,166.0
2020-06-23,US_CO,Mountain,188.0
2020-06-24,US_CO,Mountain,262.0
2020-06-25,US_CO,Mountain,324.0
2020-06-26,US_CO,Mountain,317.0
2020-06-27,US_CO,Mountain,226.0
2020-06-28,US_CO,Mountain,285.0
2020-06-29,US_CO,Mountain,204.0
2020-06-30,US_CO,Mountain,204.0
2020-07-01,US_CO,Mountain,314.0
2020-07-02,US_CO,Mountain,323.0
2020-07-03,US_CO,Mountain,267.0
2020-07-04,US_CO,Mountain,247.0
2020-07-05,US_CO,Mountain,199.0
2020-07-06,US_CO,Mountain,192.0
2020-07-07,US_CO,Mountain,407.0
2020-07-08,US_CO,Mountain,452.0
2020-07-09,US_CO,Mountain,409.0
2020-07-10,US_CO,Mountain,666.0
2020-07-11,US_CO,Mountain,400.0
2020-07-12,US_CO,Mountain,322.0
2020-07-13,US_CO,Mountain,329.0
2020-07-14,US_CO,Mountain,444.0
2020-07-15,US_CO,Mountain,469.0
2020-07-16,US_CO,Mountain,571.0
2020-07-17,US_CO,Mountain,618.0
2020-07-18,US_CO,Mountain,444.0
2020-07-19,US_CO,Mountain,354.0
2020-07-20,US_CO,Mountain,424.0
2020-07-21,US_CO,Mountain,493.0
2020-07-22,US_CO,Mountain,639.0
2020-07-23,US_CO,Mountain,616.0
2020-07-24,US_CO,Mountain,666.0
2020-07-25,US_CO,Mountain,809.0
2020-07-26,US_CO,Mountain,547.0
2020-07-27,US_CO,Mountain,229.0
2020-07-28,US_CO,Mountain,749.0
2020-07-29,US_CO,Mountain,482.0
2020-07-30,US_CO,Mountain,408.0
2020-07-31,US_CO,Mountain,605.0
2020-08-01,US_CO,Mountain,458.0
2020-08-02,US_CO,Mountain,449.0
2020-08-03,US_CO,Mountain,252.0
2020-08-04,US_CO,Mountain,426.0
2020-08-05,US_CO,Mountain,594.0
2020-08-06,US_CO,Mountain,448.0
2020-08-07,US_CO,Mountain,457.0
2020-08-08,US_CO,Mountain,431.0
2020-08-09,US_CO,Mountain,336.0
2020-08-10,US_CO,Mountain,379.0
2020-08-11,US_CO,Mountain,402.0
2020-08-12,US_CO,Mountain,315.0
2020-08-13,US_CO,Mountain,463.0
2020-08-14,US_CO,Mountain,319.0
2020-08-15,US_CO,Mountain,300.0
2020-08-16,US_CO,Mountain,338.0
2020-08-17,US_CO,Mountain,194.0
2020-08-18,US_CO,Mountain,261.0
2020-08-19,US_CO,Mountain,270.0
2020-08-20,US_CO,Mountain,329.0
2020-08-21,US_CO,Mountain,356.0
2020-08-22,US_CO,Mountain,297.0
2020-08-23,US_CO,Mountain,260.0
2020-08-24,US_CO,Mountain,198.0
2020-08-25,US_CO,Mountain,459.0
2020-08-26,US_CO,Mountain,193.0
2020-08-27,US_CO,Mountain,350.0
2020-08-28,US_CO,Mountain,430.0
2020-08-29,US_CO,Mountain,268.0
2020-08-30,US_CO,Mountain,182.0
2020-08-31,US_CO,Mountain,201.0
2020-09-01,US_CO,Mountain,351.0
2020-09-02,US_CO,Mountain,244.0
2020-09-03,US_CO,Mountain,268.0
2020-09-04,US_CO,Mountain,368.0
2020-09-05,US_CO,Mountain,334.0
2020-09-06,US_CO,Mountain,285.0
2020-09-07,US_CO,Mountain,213.0
2020-09-08,US_CO,Mountain,187.0
2020-09-09,US_CO,Mountain,246.0
2020-09-10,US_CO,Mountain,265.0
2020-09-11,US_CO,Mountain,307.0
2020-09-12,US_CO,Mountain,415.0
2020-09-13,US_CO,Mountain,417.0
2020-09-14,US_CO,Mountain,375.0
2020-09-15,US_CO,Mountain,400.0
2020-09-16,US_CO,Mountain,587.0
2020-09-17,US_CO,Mountain,459.0
2020-09-18,US_CO,Mountain,605.0
2020-09-19,US_CO,Mountain,606.0
2020-09-20,US_CO,Mountain,501.0
2020-09-21,US_CO,Mountain,542.0
2020-09-22,US_CO,Mountain,654.0
2020-09-23,US_CO,Mountain,616.0
2020-09-24,US_CO,Mountain,548.0
2020-09-25,US_CO,Mountain,709.0
2020-09-26,US_CO,Mountain,584.0
2020-09-27,US_CO,Mountain,569.0
2020-09-28,US_CO,Mountain,411.0
2020-09-29,US_CO,Mountain,535.0
2020-09-30,US_CO,Mountain,511.0
2020-10-01,US_CO,Mountain,682.0
2020-10-02,US_CO,Mountain,680.0
2020-10-03,US_CO,Mountain,657.0
2020-10-04,US_CO,Mountain,521.0
2020-10-05,US_CO,Mountain,461.0
2020-10-06,US_CO,Mountain,654.0
2020-10-07,US_CO,Mountain,731.0
2020-10-08,US_CO,Mountain,863.0
2020-10-09,US_CO,Mountain,834.0
2020-10-10,US_CO,Mountain,1023.0
2020-10-11,US_CO,Mountain,819.0
2020-10-12,US_CO,Mountain,576.0
2020-10-13,US_CO,Mountain,1048.0
2020-10-14,US_CO,Mountain,692.0
2020-10-15,US_CO,Mountain,1141.0
2020-10-16,US_CO,Mountain,1312.0
2020-10-17,US_CO,Mountain,1139.0
2020-10-18,US_CO,Mountain,933.0
2020-10-19,US_CO,Mountain,1072.0
2020-10-20,US_CO,Mountain,1208.0
2020-10-21,US_CO,Mountain,1267.0
2020-10-22,US_CO,Mountain,1373.0
2020-10-23,US_CO,Mountain,1350.0
2020-10-24,US_CO,Mountain,1828.0
2020-10-25,US_CO,Mountain,1689.0
2020-10-26,US_CO,Mountain,2211.0
2020-10-27,US_CO,Mountain,1433.0
2020-10-28,US_CO,Mountain,1475.0
2020-10-29,US_CO,Mountain,1806.0
2020-10-30,US_CO,Mountain,2412.0
2020-10-31,US_CO,Mountain,2924.0
2020-11-01,US_CO,Mountain,2560.0
2020-11-02,US_CO,Mountain,2237.0
2020-11-03,US_CO,Mountain,2562.0
2020-11-04,US_CO,Mountain,2928.0
2020-11-05,US_CO,Mountain,3369.0
2020-11-06,US_CO,Mountain,3463.0
2020-11-07,US_CO,Mountain,3498.0
2020-11-08,US_CO,Mountain,3017.0
2020-11-09,US_CO,Mountain,3553.0
2020-11-10,US_CO,Mountain,3890.0
2020-11-11,US_CO,Mountain,3975.0
2020-11-12,US_CO,Mountain,5197.0
2020-11-13,US_CO,Mountain,6439.0
2020-11-14,US_CO,Mountain,5196.0
2020-11-15,US_CO,Mountain,4183.0
2020-11-16,US_CO,Mountain,4296.0
2020-11-17,US_CO,Mountain,4331.0
2020-11-18,US_CO,Mountain,4650.0
2020-11-19,US_CO,Mountain,6107.0
2020-11-20,US_CO,Mountain,5765.0
2020-11-21,US_CO,Mountain,6113.0
2020-11-22,US_CO,Mountain,3921.0
2020-11-23,US_CO,Mountain,3689.0
2020-11-24,US_CO,Mountain,4150.0
2020-11-25,US_CO,Mountain,4191.0
2020-11-26,US_CO,Mountain,6053.0
2020-11-27,US_CO,Mountain,4270.0
2020-11-28,US_CO,Mountain,4330.0
2020-11-29,US_CO,Mountain,3489.0
2020-11-30,US_CO,Mountain,4133.0
2020-12-01,US_CO,Mountain,4405.0
2020-12-02,US_CO,Mountain,3862.0
2020-12-03,US_CO,Mountain,6037.0
2020-12-04,US_CO,Mountain,5013.0
2020-12-05,US_CO,Mountain,5125.0
2020-12-06,US_CO,Mountain,3234.0
2020-12-07,US_CO,Mountain,4037.0
2020-12-08,US_CO,Mountain,3971.0
2020-12-09,US_CO,Mountain,3757.0
2020-12-10,US_CO,Mountain,4649.0
2020-12-11,US_CO,Mountain,4678.0
2020-12-12,US_CO,Mountain,3961.0
2020-12-13,US_CO,Mountain,2559.0
2020-12-14,US_CO,Mountain,2911.0
2020-12-15,US_CO,Mountain,2278.0
2020-12-16,US_CO,Mountain,3334.0
2020-12-17,US_CO,Mountain,3698.0
2020-12-18,US_CO,Mountain,3693.0
2020-12-19,US_CO,Mountain,2491.0
2020-12-20,US_CO,Mountain,2292.0
2020-12-21,US_CO,Mountain,2146.0
2020-12-22,US_CO,Mountain,2516.0
2020-12-23,US_CO,Mountain,2948.0
2020-12-24,US_CO,Mountain,3030.0
2020-12-25,US_CO,Mountain,2659.0
2020-12-26,US_CO,Mountain,1430.0
2020-12-27,US_CO,Mountain,1399.0
2020-12-28,US_CO,Mountain,1650.0
2020-12-29,US_CO,Mountain,1740.0
2020-12-30,US_CO,Mountain,2451.0
2020-12-31,US_CO,Mountain,3238.0
2021-01-01,US_CO,Mountain,3064.0
2021-01-02,US_CO,Mountain,2011.0
2021-01-03,US_CO,Mountain,2078.0
2021-01-04,US_CO,Mountain,2185.0
2021-01-05,US_CO,Mountain,3458.0
2021-01-06,US_CO,Mountain,2557.0
2021-01-07,US_CO,Mountain,3473.0
2021-01-08,US_CO,Mountain,3187.0
2021-01-09,US_CO,Mountain,2837.0
2021-01-10,US_CO,Mountain,2201.0
2021-01-11,US_CO,Mountain,1677.0
2021-01-12,US_CO,Mountain,1511.0
2021-01-13,US_CO,Mountain,2438.0
2021-01-14,US_CO,Mountain,2403.0
2021-01-15,US_CO,Mountain,2281.0
2021-01-16,US_CO,Mountain,2025.0
2021-01-17,US_CO,Mountain,1498.0
2021-01-18,US_CO,Mountain,1190.0
2021-01-19,US_CO,Mountain,1685.0
2021-01-20,US_CO,Mountain,1371.0
2021-01-21,US_CO,Mountain,1983.0
2021-01-22,US_CO,Mountain,1798.0
2021-01-23,US_CO,Mountain,1958.0
2021-01-24,US_CO,Mountain,1319.0
2021-01-25,US_CO,Mountain,1177.0
2021-01-26,US_CO,Mountain,1158.0
2021-01-27,US_CO,Mountain,1638.0
2021-01-28,US_CO,Mountain,1441.0
2021-01-29,US_CO,Mountain,1722.0
2021-01-30,US_CO,Mountain,1595.0
2021-01-31,US_CO,Mountain,1163.0
2021-02-01,US_CO,Mountain,884.0
2021-02-02,US_CO,Mountain,935.0
2021-02-03,US_CO,Mountain,1269.0
2021-02-04,US_CO,Mountain,1584.0
2021-02-05,US_CO,Mountain,1863.0
2021-02-06,US_CO,Mountain,1541.0
2021-02-07,US_CO,Mountain,1034.0
2021-02-08,US_CO,Mountain,987.0
2021-02-09,US_CO,Mountain,934.0
2021-02-10,US_CO,Mountain,751.0
2021-02-11,US_CO,Mountain,1722.0
2021-02-12,US_CO,Mountain,2091.0
2021-02-13,US_CO,Mountain,1209.0
2021-02-14,US_CO,Mountain,853.0
2021-02-15,US_CO,Mountain,533.0
2021-02-16,US_CO,Mountain,668.0
2021-02-17,US_CO,Mountain,1137.0
2021-02-18,US_CO,Mountain,1241.0
2021-02-19,US_CO,Mountain,1280.0
2021-02-20,US_CO,Mountain,1117.0
2021-02-21,US_CO,Mountain,802.0
2021-02-22,US_CO,Mountain,680.0
2021-02-23,US_CO,Mountain,1096.0
2021-02-24,US_CO,Mountain,1168.0
2021-02-25,US_CO,Mountain,1119.0
2021-02-26,US_CO,Mountain,1521.0
2021-02-27,US_CO,Mountain,1264.0
2021-02-28,US_CO,Mountain,841.0
2021-03-01,US_CO,Mountain,1536.0
2021-03-02,US_CO,Mountain,776.0
2021-03-03,US_CO,Mountain,1055.0
2021-03-04,US_CO,Mountain,1351.0
2021-03-05,US_CO,Mountain,1633.0
2021-03-06,US_CO,Mountain,1108.0
2021-03-07,US_CO,Mountain,840.0
2021-03-08,US_CO,Mountain,1883.0
2021-03-09,US_CO,Mountain,870.0
2021-03-10,US_CO,Mountain,1132.0
2021-03-11,US_CO,Mountain,988.0
2021-03-12,US_CO,Mountain,1243.0
2021-03-13,US_CO,Mountain,1297.0
2021-03-14,US_CO,Mountain,814.0
2021-03-15,US_CO,Mountain,874.0
2021-03-16,US_CO,Mountain,322.0
2021-03-17,US_CO,Mountain,691.0
2021-03-18,US_CO,Mountain,1366.0
2021-03-19,US_CO,Mountain,1143.0
2021-03-20,US_CO,Mountain,1825.0
2021-03-21,US_CO,Mountain,553.0
2021-03-22,US_CO,Mountain,318.0
2021-03-23,US_CO,Mountain,931.0
2021-03-24,US_CO,Mountain,2093.0
2021-03-25,US_CO,Mountain,941.0
2021-03-26,US_CO,Mountain,1096.0
2021-03-27,US_CO,Mountain,2008.0
2021-03-28,US_CO,Mountain,713.0
2021-03-29,US_CO,Mountain,1142.0
2021-03-30,US_CO,Mountain,1022.0
2021-03-31,US_CO,Mountain,1791.0
2021-04-01,US_CO,Mountain,1586.0
2021-04-02,US_CO,Mountain,1634.0
2021-04-03,US_CO,Mountain,1050.0
2021-04-04,US_CO,Mountain,1705.0
2021-04-05,US_CO,Mountain,945.0
2021-04-06,US_CO,Mountain,1239.0
2021-04-07,US_CO,Mountain,972.0
2021-04-08,US_CO,Mountain,2717.0
2021-04-09,US_CO,Mountain,1905.0
2021-04-10,US_CO,Mountain,979.0
2021-04-11,US_CO,Mountain,1817.0
2021-04-12,US_CO,Mountain,1140.0
2021-04-13,US_CO,Mountain,1608.0
2021-04-14,US_CO,Mountain,2198.0
2021-04-15,US_CO,Mountain,1874.0
2021-04-16,US_CO,Mountain,2013.0
2021-04-17,US_CO,Mountain,966.0
2021-04-18,US_CO,Mountain,838.0
2021-04-19,US_CO,Mountain,1965.0
2021-04-20,US_CO,Mountain,1882.0
2021-04-21,US_CO,Mountain,1484.0
2021-04-22,US_CO,Mountain,2214.0
2021-04-23,US_CO,Mountain,1989.0
2021-04-24,US_CO,Mountain,1202.0
2021-04-25,US_CO,Mountain,1791.0
2021-04-26,US_CO,Mountain,1031.0
2021-04-27,US_CO,Mountain,2582.0
2021-04-28,US_CO,Mountain,822.0
2021-04-29,US_CO,Mountain,2984.0
2021-04-30,US_CO,Mountain,1838.0
2021-05-01,US_CO,Mountain,1373.0
2021-05-02,US_CO,Mountain,1212.0
2021-05-03,US_CO,Mountain,1102.0
2021-05-04,US_CO,Mountain,1091.0
2021-05-05,US_CO,Mountain,1163.0
2021-05-06,US_CO,Mountain,2050.0
2021-05-07,US_CO,Mountain,2015.0
2021-05-08,US_CO,Mountain,1024.0
2021-05-09,US_CO,Mountain,1446.0
2021-05-10,US_CO,Mountain,958.0
2021-05-11,US_CO,Mountain,1219.0
2021-05-12,US_CO,Mountain,1227.0
2021-05-13,US_CO,Mountain,1785.0
2021-05-14,US_CO,Mountain,1505.0
2021-05-15,US_CO,Mountain,1077.0
2021-05-16,US_CO,Mountain,686.0
2021-05-17,US_CO,Mountain,690.0
2021-05-18,US_CO,Mountain,712.0
2021-05-19,US_CO,Mountain,805.0
2021-05-20,US_CO,Mountain,671.0
2021-05-21,US_CO,Mountain,1560.0
2021-05-22,US_CO,Mountain,775.0
2021-05-23,US_CO,Mountain,508.0
2021-05-24,US_CO,Mountain,486.0
2021-05-25,US_CO,Mountain,1369.0
2021-05-26,US_CO,Mountain,799.0
2021-05-27,US_CO,Mountain,826.0
2021-05-28,US_CO,Mountain,847.0
2021-05-29,US_CO,Mountain,640.0
2021-05-30,US_CO,Mountain,501.0
2021-05-31,US_CO,Mountain,294.0
2021-06-01,US_CO,Mountain,428.0
2021-06-02,US_CO,Mountain,532.0
2021-06-03,US_CO,Mountain,833.0
2021-06-04,US_CO,Mountain,741.0
2021-06-05,US_CO,Mountain,728.0
2021-06-06,US_CO,Mountain,443.0
2021-06-07,US_CO,Mountain,327.0
2021-06-08,US_CO,Mountain,531.0
2021-06-09,US_CO,Mountain,730.0
2021-06-10,US_CO,Mountain,657.0
2021-06-11,US_CO,Mountain,812.0
2021-06-12,US_CO,Mountain,638.0
2021-06-13,US_CO,Mountain,505.0
2021-06-14,US_CO,Mountain,210.0
2021-06-15,US_CO,Mountain,331.0
2021-06-16,US_CO,Mountain,634.0
2021-06-17,US_CO,Mountain,571.0
2021-06-18,US_CO,Mountain,483.0
2021-06-19,US_CO,Mountain,402.0
2021-06-20,US_CO,Mountain,301.0
2021-06-21,US_CO,Mountain,229.0
2021-06-22,US_CO,Mountain,387.0
2021-06-23,US_CO,Mountain,394.0
2021-06-24,US_CO,Mountain,650.0
2021-06-25,US_CO,Mountain,439.0
2021-06-26,US_CO,Mountain,536.0
2021-06-27,US_CO,Mountain,175.0
2021-06-28,US_CO,Mountain,336.0
2021-06-29,US_CO,Mountain,256.0
