date,region,new_confirmed
2020-10-23,South Atlantic,12105.0
2020-10-23,West North Central,9603.0
2020-10-23,West South Central,9881.0
2020-10-24,East North Central,19923.0
2020-10-24,East South Central,7878.0
2020-10-24,Mid-Atlantic,6310.0
2020-10-24,Mountain,8316.0
2020-10-24,New England,1864.0
2020-10-24,Pacific,7988.0
2020-10-24,South Atlantic,11989.0
2020-10-24,West North Central,9948.0
2020-10-24,West South Central,9511.0
2020-10-25,East North Central,12302.0
2020-10-25,East South Central,6041.0
2020-10-25,Mid-Atlantic,4705.0
2020-10-25,Mountain,8554.0
2020-10-25,New England,1535.0
2020-10-25,Pacific,6884.0
2020-10-25,South Atlantic,9041.0
2020-10-25,West North Central,7482.0
2020-10-25,West South Central,7124.0
2020-10-26,East North Central,15887.0
2020-10-26,East South Central,4845.0
2020-10-26,Mid-Atlantic,4093.0
2020-10-26,Mountain,7118.0
2020-10-26,New England,3557.0
2020-10-26,Pacific,4440.0
2020-10-26,South Atlantic,8725.0
2020-10-26,West North Central,7942.0
2020-10-26,West South Central,6202.0
2020-10-27,East North Central,16668.0
2020-10-27,East South Central,5648.0
2020-10-27,Mid-Atlantic,6823.0
2020-10-27,Mountain,6920.0
2020-10-27,New England,2441.0
2020-10-27,Pacific,4292.0
2020-10-27,South Atlantic,11653.0
2020-10-27,West North Central,7310.0
2020-10-27,West South Central,10176.0
2020-10-28,East North Central,18985.0
2020-10-28,East South Central,6572.0
2020-10-28,Mid-Atlantic,6274.0
2020-10-28,Mountain,7163.0
2020-10-28,New England,2367.0
2020-10-28,Pacific,6454.0
2020-10-28,South Atlantic,11471.0
2020-10-28,West North Central,11938.0
2020-10-28,West South Central,8429.0
2020-10-29,East North Central,22826.0
2020-10-29,East South Central,6884.0
2020-10-29,Mid-Atlantic,6674.0
2020-10-29,Mountain,9221.0
2020-10-29,New England,3256.0
2020-10-29,Pacific,6145.0
2020-10-29,South Atlantic,12976.0
2020-10-29,West North Central,11265.0
2020-10-29,West South Central,9333.0
2020-10-30,East North Central,24199.0
2020-10-30,East South Central,6641.0
2020-10-30,Mid-Atlantic,7294.0
2020-10-30,Mountain,11051.0
2020-10-30,New England,3143.0
2020-10-30,Pacific,6224.0
2020-10-30,South Atlantic,13796.0
2020-10-30,West North Central,15542.0
2020-10-30,West South Central,9528.0
2020-10-31,East North Central,24105.0
2020-10-31,East South Central,5774.0
2020-10-31,Mid-Atlantic,6310.0
2020-10-31,Mountain,10326.0
2020-10-31,New England,2284.0
2020-10-31,Pacific,7385.0
2020-10-31,South Atlantic,11950.0
2020-10-31,West North Central,12952.0
2020-10-31,West South Central,9728.0
2020-11-01,East North Central,16586.0
2020-11-01,East South Central,4217.0
2020-11-01,Mid-Atlantic,6290.0
2020-11-01,Mountain,9316.0
2020-11-01,New England,1805.0
2020-11-01,Pacific,6628.0
2020-11-01,South Atlantic,12209.0
2020-11-01,West North Central,10330.0
2020-11-01,West South Central,74154.0
2020-11-02,East North Central,22633.0
2020-11-02,East South Central,5461.0
2020-11-02,Mid-Atlantic,5488.0
2020-11-02,Mountain,7287.0
2020-11-02,New England,3938.0
2020-11-02,Pacific,5877.0
2020-11-02,South Atlantic,10153.0
2020-11-02,West North Central,13477.0
2020-11-02,West South Central,8265.0
2020-11-03,East North Central,23167.0
2020-11-03,East South Central,5160.0
2020-11-03,Mid-Atlantic,7601.0
2020-11-03,Mountain,10073.0
2020-11-03,New England,1736.0
2020-11-03,Pacific,5635.0
2020-11-03,South Atlantic,42126.0
2020-11-03,West North Central,9985.0
2020-11-03,West South Central,14027.0
2020-11-04,East North Central,25959.0
2020-11-04,East South Central,7689.0
2020-11-04,Mid-Atlantic,7962.0
2020-11-04,Mountain,10332.0
2020-11-04,New England,4105.0
2020-11-04,Pacific,7940.0
2020-11-04,South Atlantic,13284.0
2020-11-04,West North Central,15239.0
2020-11-04,West South Central,13372.0
2020-11-05,East North Central,31695.0
2020-11-05,East South Central,7230.0
2020-11-05,Mid-Atlantic,8473.0
2020-11-05,Mountain,13105.0
2020-11-05,New England,4643.0
2020-11-05,Pacific,7416.0
2020-11-05,South Atlantic,15620.0
2020-11-05,West North Central,16247.0
2020-11-05,West South Central,14501.0
2020-11-06,East North Central,32102.0
2020-11-06,East South Central,6124.0
2020-11-06,Mid-Atlantic,9365.0
2020-11-06,Mountain,14532.0
2020-11-06,New England,4224.0
2020-11-06,Pacific,9886.0
2020-11-06,South Atlantic,16062.0
2020-11-06,West North Central,22986.0
2020-11-06,West South Central,13857.0
2020-11-07,East North Central,36901.0
2020-11-07,East South Central,10026.0
2020-11-07,Mid-Atlantic,11422.0
2020-11-07,Mountain,14698.0
2020-11-07,New England,3513.0
2020-11-07,Pacific,9403.0
2020-11-07,South Atlantic,15716.0
2020-11-07,West North Central,18588.0
2020-11-07,West South Central,11158.0
2020-11-08,East North Central,23609.0
2020-11-08,East South Central,6822.0
2020-11-08,Mid-Atlantic,8831.0
2020-11-08,Mountain,12616.0
2020-11-08,New England,2782.0
2020-11-08,Pacific,11177.0
2020-11-08,South Atlantic,14542.0
2020-11-08,West North Central,17599.0
2020-11-08,West South Central,13689.0
2020-11-09,East North Central,33189.0
2020-11-09,East South Central,9334.0
2020-11-09,Mid-Atlantic,9099.0
2020-11-09,Mountain,10326.0
2020-11-09,New England,5363.0
2020-11-09,Pacific,10158.0
2020-11-09,South Atlantic,10710.0
2020-11-09,West North Central,21105.0
2020-11-09,West South Central,8382.0
2020-11-10,East North Central,38336.0
2020-11-10,East South Central,6701.0
2020-11-10,Mid-Atlantic,12761.0
2020-11-10,Mountain,16017.0
2020-11-10,New England,4911.0
2020-11-10,Pacific,7404.0
2020-11-10,South Atlantic,16264.0
2020-11-10,West North Central,15435.0
2020-11-10,West South Central,17391.0
2020-11-11,East North Central,37724.0
2020-11-11,East South Central,9656.0
2020-11-11,Mid-Atlantic,13264.0
2020-11-11,Mountain,13186.0
2020-11-11,New England,5852.0
2020-11-11,Pacific,11483.0
2020-11-11,South Atlantic,16807.0
2020-11-11,West North Central,23569.0
2020-11-11,West South Central,17305.0
2020-11-12,East North Central,41928.0
2020-11-12,East South Central,8951.0
2020-11-12,Mid-Atlantic,14521.0
2020-11-12,Mountain,17485.0
2020-11-12,New England,5434.0
2020-11-12,Pacific,10904.0
2020-11-12,South Atlantic,17192.0
2020-11-12,West North Central,21542.0
2020-11-12,West South Central,18584.0
2020-11-13,East North Central,46716.0
2020-11-13,East South Central,11182.0
2020-11-13,Mid-Atlantic,14955.0
2020-11-13,Mountain,17924.0
2020-11-13,New England,7222.0
2020-11-13,Pacific,11017.0
2020-11-13,South Atlantic,17519.0
2020-11-13,West North Central,25575.0
2020-11-13,West South Central,21853.0
2020-11-14,East North Central,40076.0
2020-11-14,East South Central,11551.0
2020-11-14,Mid-Atlantic,15909.0
2020-11-14,Mountain,21159.0
2020-11-14,New England,4913.0
2020-11-14,Pacific,14587.0
2020-11-14,South Atlantic,18820.0
2020-11-14,West North Central,25681.0
2020-11-14,West South Central,14248.0
2020-11-15,East North Central,31514.0
2020-11-15,East South Central,10214.0
2020-11-15,Mid-Atlantic,13890.0
2020-11-15,Mountain,14844.0
2020-11-15,New England,3369.0
2020-11-15,Pacific,15325.0
2020-11-15,South Atlantic,20871.0
2020-11-15,West North Central,18907.0
2020-11-15,West South Central,17100.0
2020-11-16,East North Central,41847.0
2020-11-16,East South Central,11461.0
2020-11-16,Mid-Atlantic,10700.0
2020-11-16,Mountain,13406.0
2020-11-16,New England,7939.0
2020-11-16,Pacific,13368.0
2020-11-16,South Atlantic,14673.0
2020-11-16,West North Central,23768.0
2020-11-16,West South Central,12411.0
2020-11-17,East North Central,40622.0
2020-11-17,East South Central,7273.0
2020-11-17,Mid-Atlantic,15723.0
2020-11-17,Mountain,18025.0
2020-11-17,New England,5458.0
2020-11-17,Pacific,11307.0
2020-11-17,South Atlantic,21708.0
2020-11-17,West North Central,19415.0
2020-11-17,West South Central,19375.0
2020-11-18,East North Central,36050.0
2020-11-18,East South Central,11448.0
2020-11-18,Mid-Atlantic,16392.0
2020-11-18,Mountain,19271.0
2020-11-18,New England,6985.0
2020-11-18,Pacific,14801.0
2020-11-18,South Atlantic,21362.0
2020-11-18,West North Central,23760.0
2020-11-18,West South Central,17948.0
2020-11-19,East North Central,45111.0
2020-11-19,East South Central,10343.0
2020-11-19,Mid-Atlantic,17307.0
2020-11-19,Mountain,23719.0
2020-11-19,New England,6970.0
2020-11-19,Pacific,16375.0
2020-11-19,South Atlantic,25169.0
2020-11-19,West North Central,21019.0
2020-11-19,West South Central,21474.0
2020-11-20,East North Central,45845.0
2020-11-20,East South Central,11361.0
2020-11-20,Mid-Atlantic,16601.0
2020-11-20,Mountain,23623.0
2020-11-20,New England,6425.0
2020-11-20,Pacific,18069.0
2020-11-20,South Atlantic,24609.0
2020-11-20,West North Central,26249.0
2020-11-20,West South Central,23520.0
2020-11-21,East North Central,41495.0
2020-11-21,East South Central,12364.0
2020-11-21,Mid-Atlantic,18002.0
2020-11-21,Mountain,20823.0
2020-11-21,New England,5348.0
2020-11-21,Pacific,20510.0
2020-11-21,South Atlantic,26690.0
2020-11-21,West North Central,19403.0
2020-11-21,West South Central,20490.0
2020-11-22,East North Central,28338.0
2020-11-22,East South Central,9358.0
2020-11-22,Mid-Atlantic,16908.0
2020-11-22,Mountain,19027.0
2020-11-22,New England,4074.0
2020-11-22,Pacific,19633.0
2020-11-22,South Atlantic,20184.0
2020-11-22,West North Central,17356.0
2020-11-22,West South Central,18010.0
2020-11-23,East North Central,41161.0
2020-11-23,East South Central,8479.0
2020-11-23,Mid-Atlantic,14708.0
2020-11-23,Mountain,15965.0
2020-11-23,New England,8170.0
2020-11-23,Pacific,12446.0
2020-11-23,South Atlantic,17822.0
2020-11-23,West North Central,22117.0
2020-11-23,West South Central,13170.0
2020-11-24,East North Central,37228.0
2020-11-24,East South Central,7360.0
2020-11-24,Mid-Atlantic,16521.0
2020-11-24,Mountain,19435.0
2020-11-24,New England,4612.0
2020-11-24,Pacific,18657.0
2020-11-24,South Atlantic,22163.0
2020-11-24,West North Central,15413.0
2020-11-24,West South Central,24681.0
2020-11-25,East North Central,38880.0
2020-11-25,East South Central,8964.0
2020-11-25,Mid-Atlantic,17779.0
2020-11-25,Mountain,18471.0
2020-11-25,New England,6875.0
2020-11-25,Pacific,23769.0
2020-11-25,South Atlantic,24379.0
2020-11-25,West North Central,23727.0
2020-11-25,West South Central,25743.0
2020-11-26,East North Central,24061.0
2020-11-26,East South Central,8789.0
2020-11-26,Mid-Atlantic,20518.0
2020-11-26,Mountain,16655.0
2020-11-26,New England,1491.0
2020-11-26,Pacific,19805.0
2020-11-26,South Atlantic,10433.0
2020-11-26,West North Central,10563.0
2020-11-26,West South Central,17045.0
2020-11-27,East North Central,49072.0
2020-11-27,East South Central,11878.0
2020-11-27,Mid-Atlantic,20033.0
2020-11-27,Mountain,19442.0
2020-11-27,New England,9185.0
2020-11-27,Pacific,17851.0
2020-11-27,South Atlantic,35699.0
2020-11-27,West North Central,21096.0
2020-11-27,West South Central,13228.0
2020-11-28,East North Central,33063.0
2020-11-28,East South Central,12849.0
2020-11-28,Mid-Atlantic,18646.0
2020-11-28,Mountain,18753.0
2020-11-28,New England,5032.0
2020-11-28,Pacific,14067.0
2020-11-28,South Atlantic,20642.0
2020-11-28,West North Central,15415.0
2020-11-28,West South Central,11931.0
2020-11-29,East North Central,23266.0
2020-11-29,East South Central,9876.0
2020-11-29,Mid-Atlantic,16751.0
2020-11-29,Mountain,13841.0
2020-11-29,New England,4318.0
2020-11-29,Pacific,20452.0
2020-11-29,South Atlantic,20123.0
2020-11-29,West North Central,16506.0
2020-11-29,West South Central,11635.0
2020-11-30,East North Central,31952.0
2020-11-30,East South Central,13871.0
2020-11-30,Mid-Atlantic,14902.0
2020-11-30,Mountain,12209.0
2020-11-30,New England,7367.0
2020-11-30,Pacific,18452.0
2020-11-30,South Atlantic,18045.0
2020-11-30,West North Central,17493.0
2020-11-30,West South Central,15206.0
2020-12-01,East North Central,38114.0
2020-12-01,East South Central,14337.0
2020-12-01,Mid-Atlantic,18404.0
2020-12-01,Mountain,24980.0
2020-12-01,New England,6775.0
2020-12-01,Pacific,15598.0
2020-12-01,South Atlantic,24186.0
2020-12-01,West North Central,10321.0
2020-12-01,West South Central,27553.0
2020-12-02,East North Central,36187.0
2020-12-02,East South Central,14081.0
2020-12-02,Mid-Atlantic,22419.0
2020-12-02,Mountain,18823.0
2020-12-02,New England,9697.0
2020-12-02,Pacific,27539.0
2020-12-02,South Atlantic,28585.0
2020-12-02,West North Central,18463.0
2020-12-02,West South Central,27888.0
2020-12-03,East North Central,41901.0
2020-12-03,East South Central,13502.0
2020-12-03,Mid-Atlantic,26817.0
2020-12-03,Mountain,22641.0
2020-12-03,New England,14306.0
2020-12-03,Pacific,24399.0
2020-12-03,South Atlantic,30801.0
2020-12-03,West North Central,16841.0
2020-12-03,West South Central,24791.0
2020-12-04,East North Central,43637.0
2020-12-04,East South Central,14268.0
2020-12-04,Mid-Atlantic,29460.0
2020-12-04,Mountain,22367.0
2020-12-04,New England,9572.0
2020-12-04,Pacific,27439.0
2020-12-04,South Atlantic,33429.0
2020-12-04,West North Central,22022.0
2020-12-04,West South Central,27549.0
2020-12-05,East North Central,40065.0
2020-12-05,East South Central,14118.0
2020-12-05,Mid-Atlantic,29693.0
2020-12-05,Mountain,23461.0
2020-12-05,New England,8288.0
2020-12-05,Pacific,31204.0
2020-12-05,South Atlantic,33915.0
2020-12-05,West North Central,16100.0
2020-12-05,West South Central,21006.0
2020-12-06,East North Central,24937.0
2020-12-06,East South Central,9400.0
2020-12-06,Mid-Atlantic,24964.0
2020-12-06,Mountain,17437.0
2020-12-06,New England,6832.0
2020-12-06,Pacific,35620.0
2020-12-06,South Atlantic,28469.0
2020-12-06,West North Central,14374.0
2020-12-06,West South Central,19109.0
2020-12-07,East North Central,35771.0
2020-12-07,East South Central,13711.0
2020-12-07,Mid-Atlantic,17769.0
2020-12-07,Mountain,14331.0
2020-12-07,New England,12991.0
2020-12-07,Pacific,28395.0
2020-12-07,South Atlantic,28005.0
2020-12-07,West North Central,16517.0
2020-12-07,West South Central,13525.0
2020-12-08,East North Central,50312.0
2020-12-08,East South Central,15263.0
2020-12-08,Mid-Atlantic,25824.0
2020-12-08,Mountain,25195.0
2020-12-08,New England,8966.0
2020-12-08,Pacific,26372.0
2020-12-08,South Atlantic,28984.0
2020-12-08,West North Central,9544.0
2020-12-08,West South Central,26848.0
2020-12-09,East North Central,33617.0
2020-12-09,East South Central,17949.0
2020-12-09,Mid-Atlantic,24422.0
2020-12-09,Mountain,18785.0
2020-12-09,New England,10966.0
2020-12-09,Pacific,36481.0
2020-12-09,South Atlantic,33294.0
2020-12-09,West North Central,17665.0
2020-12-09,West South Central,22592.0
2020-12-10,East North Central,40368.0
2020-12-10,East South Central,17343.0
2020-12-10,Mid-Atlantic,27950.0
2020-12-10,Mountain,20347.0
2020-12-10,New England,9964.0
2020-12-10,Pacific,34577.0
2020-12-10,South Atlantic,35901.0
2020-12-10,West North Central,11623.0
2020-12-10,West South Central,22376.0
2020-12-11,East North Central,37083.0
2020-12-11,East South Central,17139.0
2020-12-11,Mid-Atlantic,27675.0
2020-12-11,Mountain,21826.0
2020-12-11,New England,12668.0
2020-12-11,Pacific,40237.0
2020-12-11,South Atlantic,37010.0
2020-12-11,West North Central,17980.0
2020-12-11,West South Central,23983.0
2020-12-12,East North Central,36827.0
2020-12-12,East South Central,16962.0
2020-12-12,Mid-Atlantic,29101.0
2020-12-12,Mountain,22642.0
2020-12-12,New England,8403.0
2020-12-12,Pacific,40570.0
2020-12-12,South Atlantic,36636.0
2020-12-12,West North Central,11632.0
2020-12-12,West South Central,22971.0
2020-12-13,East North Central,25345.0
2020-12-13,East South Central,18086.0
2020-12-13,Mid-Atlantic,25589.0
2020-12-13,Mountain,16953.0
2020-12-13,New England,6865.0
2020-12-13,Pacific,34479.0
2020-12-13,South Atlantic,31985.0
2020-12-13,West North Central,8831.0
2020-12-13,West South Central,18553.0
2020-12-14,East North Central,30006.0
2020-12-14,East South Central,15657.0
2020-12-14,Mid-Atlantic,22343.0
2020-12-14,Mountain,21725.0
2020-12-14,New England,12885.0
2020-12-14,Pacific,36163.0
2020-12-14,South Atlantic,27141.0
2020-12-14,West North Central,12626.0
2020-12-14,West South Central,13835.0
2020-12-15,East North Central,29801.0
2020-12-15,East South Central,17382.0
2020-12-15,Mid-Atlantic,24610.0
2020-12-15,Mountain,13969.0
2020-12-15,New England,7712.0
2020-12-15,Pacific,34803.0
2020-12-15,South Atlantic,32488.0
2020-12-15,West North Central,6967.0
2020-12-15,West South Central,25474.0
2020-12-16,East North Central,26206.0
2020-12-16,East South Central,20735.0
2020-12-16,Mid-Atlantic,26353.0
2020-12-16,Mountain,17917.0
2020-12-16,New England,10768.0
2020-12-16,Pacific,55931.0
2020-12-16,South Atlantic,34563.0
2020-12-16,West North Central,13723.0
2020-12-16,West South Central,27615.0
2020-12-17,East North Central,35402.0
2020-12-17,East South Central,19229.0
2020-12-17,Mid-Atlantic,25791.0
2020-12-17,Mountain,19242.0
2020-12-17,New England,10098.0
2020-12-17,Pacific,54502.0
2020-12-17,South Atlantic,37654.0
2020-12-17,West North Central,9956.0
2020-12-17,West South Central,29639.0
2020-12-18,East North Central,31450.0
2020-12-18,East South Central,21445.0
2020-12-18,Mid-Atlantic,26462.0
2020-12-18,Mountain,21006.0
2020-12-18,New England,10107.0
2020-12-18,Pacific,45753.0
2020-12-18,South Atlantic,42129.0
2020-12-18,West North Central,16188.0
2020-12-18,West South Central,26339.0
2020-12-19,East North Central,29357.0
2020-12-19,East South Central,9295.0
2020-12-19,Mid-Atlantic,24612.0
2020-12-19,Mountain,16586.0
2020-12-19,New England,6466.0
2020-12-19,Pacific,48379.0
2020-12-19,South Atlantic,34852.0
2020-12-19,West North Central,8868.0
2020-12-19,West South Central,24708.0
2020-12-20,East North Central,22908.0
2020-12-20,East South Central,22563.0
2020-12-20,Mid-Atlantic,22901.0
2020-12-20,Mountain,14378.0
2020-12-20,New England,6530.0
2020-12-20,Pacific,50662.0
2020-12-20,South Atlantic,31197.0
2020-12-20,West North Central,6965.0
2020-12-20,West South Central,17997.0
2020-12-21,East North Central,21800.0
2020-12-21,East South Central,15414.0
2020-12-21,Mid-Atlantic,20580.0
2020-12-21,Mountain,15968.0
2020-12-21,New England,10133.0
2020-12-21,Pacific,39588.0
2020-12-21,South Atlantic,29289.0
2020-12-21,West North Central,11230.0
2020-12-21,West South Central,15449.0
2020-12-22,East North Central,24115.0
2020-12-22,East South Central,14658.0
2020-12-22,Mid-Atlantic,22944.0
2020-12-22,Mountain,14846.0
2020-12-22,New England,7491.0
2020-12-22,Pacific,37948.0
2020-12-22,South Atlantic,35128.0
2020-12-22,West North Central,5953.0
2020-12-22,West South Central,28973.0
2020-12-23,East North Central,26097.0
2020-12-23,East South Central,17549.0
2020-12-23,Mid-Atlantic,26995.0
2020-12-23,Mountain,18350.0
2020-12-23,New England,8762.0
2020-12-23,Pacific,42016.0
2020-12-23,South Atlantic,37986.0
2020-12-23,West North Central,13261.0
2020-12-23,West South Central,32886.0
2020-12-24,East North Central,25324.0
2020-12-24,East South Central,11815.0
2020-12-24,Mid-Atlantic,27128.0
2020-12-24,Mountain,18939.0
2020-12-24,New England,10247.0
2020-12-24,Pacific,42559.0
2020-12-24,South Atlantic,35725.0
2020-12-24,West North Central,8300.0
2020-12-24,West South Central,26110.0
2020-12-25,East North Central,12827.0
2020-12-25,East South Central,5152.0
2020-12-25,Mid-Atlantic,25225.0
2020-12-25,Mountain,13832.0
2020-12-25,New England,1191.0
2020-12-25,Pacific,43230.0
2020-12-25,South Atlantic,14991.0
2020-12-25,West North Central,3641.0
2020-12-25,West South Central,6457.0
2020-12-26,East North Central,26706.0
2020-12-26,East South Central,21555.0
2020-12-26,Mid-Atlantic,22718.0
2020-12-26,Mountain,14204.0
2020-12-26,New England,9119.0
2020-12-26,Pacific,31700.0
2020-12-26,South Atlantic,50316.0
2020-12-26,West North Central,5837.0
2020-12-26,West South Central,7351.0
2020-12-27,East North Central,14002.0
2020-12-27,East South Central,8223.0
2020-12-27,Mid-Atlantic,15402.0
2020-12-27,Mountain,7044.0
2020-12-27,New England,5139.0
2020-12-27,Pacific,54593.0
2020-12-27,South Atlantic,27762.0
2020-12-27,West North Central,5158.0
2020-12-27,West South Central,14808.0
2020-12-28,East North Central,16544.0
2020-12-28,East South Central,9136.0
2020-12-28,Mid-Atlantic,17499.0
2020-12-28,Mountain,16162.0
2020-12-28,New England,14707.0
2020-12-28,Pacific,34824.0
2020-12-28,South Atlantic,23971.0
2020-12-28,West North Central,10531.0
2020-12-28,West South Central,20745.0
2020-12-29,East North Central,24028.0
2020-12-29,East South Central,13622.0
2020-12-29,Mid-Atlantic,24390.0
2020-12-29,Mountain,11679.0
2020-12-29,New England,7798.0
2020-12-29,Pacific,34463.0
2020-12-29,South Atlantic,35288.0
2020-12-29,West North Central,5796.0
2020-12-29,West South Central,40410.0
2020-12-30,East North Central,28239.0
2020-12-30,East South Central,20029.0
2020-12-30,Mid-Atlantic,27636.0
2020-12-30,Mountain,16711.0
2020-12-30,New England,10904.0
2020-12-30,Pacific,34258.0
2020-12-30,South Atlantic,43349.0
2020-12-30,West North Central,14046.0
2020-12-30,West South Central,34646.0
2020-12-31,East North Central,28321.0
2020-12-31,East South Central,13155.0
2020-12-31,Mid-Atlantic,31506.0
2020-12-31,Mountain,21314.0
2020-12-31,New England,12521.0
2020-12-31,Pacific,30411.0
2020-12-31,South Atlantic,49498.0
2020-12-31,West North Central,9485.0
2020-12-31,West South Central,29385.0
2021-01-01,East North Central,15574.0
2021-01-01,East South Central,7096.0
2021-01-01,Mid-Atlantic,30129.0
2021-01-01,Mountain,17930.0
2021-01-01,New England,863.0
2021-01-01,Pacific,53836.0
2021-01-01,South Atlantic,23447.0
2021-01-01,West North Central,13135.0
2021-01-01,West South Central,20615.0
2021-01-02,East North Central,35001.0
2021-01-02,East South Central,31641.0
2021-01-02,Mid-Atlantic,30126.0
2021-01-02,Mountain,19551.0
2021-01-02,New England,16675.0
2021-01-02,Pacific,55109.0
2021-01-02,South Atlantic,71497.0
2021-01-02,West North Central,7142.0
2021-01-02,West South Central,11882.0
2021-01-03,East North Central,16851.0
2021-01-03,East South Central,11280.0
2021-01-03,Mid-Atlantic,20035.0
2021-01-03,Mountain,26754.0
2021-01-03,New England,6086.0
2021-01-03,Pacific,46724.0
2021-01-03,South Atlantic,41345.0
2021-01-03,West North Central,7281.0
2021-01-03,West South Central,31928.0
2021-01-04,East North Central,21734.0
2021-01-04,East South Central,10047.0
2021-01-04,Mid-Atlantic,16793.0
2021-01-04,Mountain,12801.0
2021-01-04,New England,11389.0
2021-01-04,Pacific,39972.0
2021-01-04,South Atlantic,33221.0
2021-01-04,West North Central,9661.0
2021-01-04,West South Central,23310.0
2021-01-05,East North Central,24864.0
2021-01-05,East South Central,14357.0
2021-01-05,Mid-Atlantic,27755.0
2021-01-05,Mountain,18149.0
2021-01-05,New England,9536.0
2021-01-05,Pacific,33649.0
2021-01-05,South Atlantic,42090.0
2021-01-05,West North Central,6498.0
2021-01-05,West South Central,41701.0
2021-01-06,East North Central,30494.0
2021-01-06,East South Central,20675.0
2021-01-06,Mid-Atlantic,31970.0
2021-01-06,Mountain,19496.0
2021-01-06,New England,12439.0
2021-01-06,Pacific,33739.0
2021-01-06,South Atlantic,48595.0
2021-01-06,West North Central,15085.0
2021-01-06,West South Central,37896.0
2021-01-07,East North Central,35036.0
2021-01-07,East South Central,22190.0
2021-01-07,Mid-Atlantic,34873.0
2021-01-07,Mountain,25451.0
2021-01-07,New England,13183.0
2021-01-07,Pacific,39825.0
2021-01-07,South Atlantic,54996.0
2021-01-07,West North Central,9468.0
2021-01-07,West South Central,36212.0
2021-01-08,East North Central,32925.0
2021-01-08,East South Central,18338.0
2021-01-08,Mid-Atlantic,35959.0
2021-01-08,Mountain,25505.0
2021-01-08,New England,14268.0
2021-01-08,Pacific,54833.0
2021-01-08,South Atlantic,60744.0
2021-01-08,West North Central,15670.0
2021-01-08,West South Central,35073.0
2021-01-09,East North Central,27471.0
2021-01-09,East South Central,18141.0
2021-01-09,Mid-Atlantic,34415.0
2021-01-09,Mountain,22381.0
2021-01-09,New England,10303.0
2021-01-09,Pacific,59488.0
2021-01-09,South Atlantic,57084.0
2021-01-09,West North Central,8830.0
2021-01-09,West South Central,30465.0
2021-01-10,East North Central,18018.0
2021-01-10,East South Central,15610.0
2021-01-10,Mid-Atlantic,28507.0
2021-01-10,Mountain,20452.0
2021-01-10,New England,7879.0
2021-01-10,Pacific,54674.0
2021-01-10,South Atlantic,44310.0
2021-01-10,West North Central,7424.0
2021-01-10,West South Central,31070.0
2021-01-11,East North Central,23164.0
2021-01-11,East South Central,8936.0
2021-01-11,Mid-Atlantic,24386.0
2021-01-11,Mountain,16091.0
2021-01-11,New England,13314.0
2021-01-11,Pacific,41374.0
2021-01-11,South Atlantic,37457.0
2021-01-11,West North Central,8996.0
2021-01-11,West South Central,21392.0
2021-01-12,East North Central,23537.0
2021-01-12,East South Central,11996.0
2021-01-12,Mid-Atlantic,27076.0
2021-01-12,Mountain,17369.0
2021-01-12,New England,11687.0
2021-01-12,Pacific,42910.0
2021-01-12,South Atlantic,41340.0
2021-01-12,West North Central,5109.0
2021-01-12,West South Central,36176.0
2021-01-13,East North Central,22104.0
2021-01-13,East South Central,14267.0
2021-01-13,Mid-Atlantic,30417.0
2021-01-13,Mountain,17370.0
2021-01-13,New England,12461.0
2021-01-13,Pacific,37218.0
2021-01-13,South Atlantic,42792.0
2021-01-13,West North Central,11146.0
2021-01-13,West South Central,36613.0
2021-01-14,East North Central,25116.0
2021-01-14,East South Central,14582.0
2021-01-14,Mid-Atlantic,27928.0
2021-01-14,Mountain,18027.0
2021-01-14,New England,9490.0
2021-01-14,Pacific,40383.0
2021-01-14,South Atlantic,48142.0
2021-01-14,West North Central,7596.0
2021-01-14,West South Central,34010.0
2021-01-15,East North Central,24164.0
2021-01-15,East South Central,14769.0
2021-01-15,Mid-Atlantic,32358.0
2021-01-15,Mountain,18837.0
2021-01-15,New England,10166.0
2021-01-15,Pacific,46711.0
2021-01-15,South Atlantic,50157.0
2021-01-15,West North Central,10564.0
2021-01-15,West South Central,37571.0
2021-01-16,East North Central,20917.0
2021-01-16,East South Central,13696.0
2021-01-16,Mid-Atlantic,29163.0
2021-01-16,Mountain,17710.0
2021-01-16,New England,7892.0
2021-01-16,Pacific,44313.0
2021-01-16,South Atlantic,47663.0
2021-01-16,West North Central,5646.0
2021-01-16,West South Central,30821.0
2021-01-17,East North Central,14462.0
2021-01-17,East South Central,10347.0
2021-01-17,Mid-Atlantic,24997.0
2021-01-17,Mountain,13729.0
2021-01-17,New England,6567.0
2021-01-17,Pacific,43661.0
2021-01-17,South Atlantic,43494.0
2021-01-17,West North Central,3647.0
2021-01-17,West South Central,24819.0
2021-01-18,East North Central,14707.0
2021-01-18,East South Central,7310.0
2021-01-18,Mid-Atlantic,20083.0
2021-01-18,Mountain,10325.0
2021-01-18,New England,11965.0
2021-01-18,Pacific,35717.0
2021-01-18,South Atlantic,26759.0
2021-01-18,West North Central,7681.0
2021-01-18,West South Central,15507.0
2021-01-19,East North Central,16287.0
2021-01-19,East South Central,8004.0
2021-01-19,Mid-Atlantic,22481.0
2021-01-19,Mountain,11775.0
2021-01-19,New England,6872.0
2021-01-19,Pacific,24666.0
2021-01-19,South Atlantic,37921.0
2021-01-19,West North Central,3697.0
2021-01-19,West South Central,14503.0
2021-01-20,East North Central,18349.0
