date,region,new_confirmed
2021-07-20,East South Central,3840.0
2021-07-20,Mid-Atlantic,2256.0
2021-07-20,Mountain,3574.0
2021-07-20,New England,958.0
2021-07-20,Pacific,7603.0
2021-07-20,South Atlantic,27715.0
2021-07-20,West North Central,3758.0
2021-07-20,West South Central,8687.0
2021-07-21,East North Central,3216.0
2021-07-21,East South Central,4927.0
2021-07-21,Mid-Atlantic,2266.0
2021-07-21,Mountain,4552.0
2021-07-21,New England,967.0
2021-07-21,Pacific,8149.0
2021-07-21,South Atlantic,14494.0
2021-07-21,West North Central,5048.0
2021-07-21,West South Central,15860.0
2021-07-22,East North Central,4051.0
2021-07-22,East South Central,4897.0
2021-07-22,Mid-Atlantic,3072.0
2021-07-22,Mountain,4560.0
2021-07-22,New England,1101.0
2021-07-22,Pacific,11388.0
2021-07-22,South Atlantic,18631.0
2021-07-22,West North Central,3891.0
2021-07-22,West South Central,13833.0
2021-07-23,East North Central,5047.0
2021-07-23,East South Central,5586.0
2021-07-23,Mid-Atlantic,3057.0
2021-07-23,Mountain,3696.0
2021-07-23,New England,1057.0
2021-07-23,Pacific,10975.0
2021-07-23,South Atlantic,34319.0
2021-07-23,West North Central,5401.0
2021-07-23,West South Central,13120.0
2021-07-24,East North Central,690.0
2021-07-24,East South Central,1924.0
2021-07-24,Mid-Atlantic,3312.0
2021-07-24,Mountain,1716.0
2021-07-24,New England,70.0
2021-07-24,Pacific,2999.0
2021-07-24,South Atlantic,388.0
2021-07-24,West North Central,3212.0
2021-07-24,West South Central,7061.0
2021-07-25,East North Central,500.0
2021-07-25,East South Central,1536.0
2021-07-25,Mid-Atlantic,3010.0
2021-07-25,Mountain,1880.0
2021-07-25,New England,0.0
2021-07-25,Pacific,2462.0
2021-07-25,South Atlantic,372.0
2021-07-25,West North Central,1361.0
2021-07-25,West South Central,2420.0
2021-07-26,East North Central,7536.0
2021-07-26,East South Central,10805.0
2021-07-26,Mid-Atlantic,2933.0
2021-07-26,Mountain,9171.0
2021-07-26,New England,2317.0
2021-07-26,Pacific,20650.0
2021-07-26,South Atlantic,17655.0
2021-07-26,West North Central,3925.0
2021-07-26,West South Central,17182.0
2021-07-27,East North Central,7079.0
2021-07-27,East South Central,6984.0
2021-07-27,Mid-Atlantic,3272.0
2021-07-27,Mountain,4504.0
2021-07-27,New England,1721.0
2021-07-27,Pacific,11080.0
2021-07-27,South Atlantic,46363.0
2021-07-27,West North Central,4561.0
2021-07-27,West South Central,21484.0
2021-07-28,East North Central,5734.0
2021-07-28,East South Central,8550.0
2021-07-28,Mid-Atlantic,3311.0
2021-07-28,Mountain,5567.0
2021-07-28,New England,1379.0
2021-07-28,Pacific,10230.0
2021-07-28,South Atlantic,25622.0
2021-07-28,West North Central,7503.0
2021-07-28,West South Central,16645.0
2021-07-29,East North Central,5234.0
2021-07-29,East South Central,8572.0
2021-07-29,Mid-Atlantic,5105.0
2021-07-29,Mountain,6886.0
2021-07-29,New England,1678.0
2021-07-29,Pacific,12482.0
2021-07-29,South Atlantic,29288.0
2021-07-29,West North Central,4189.0
2021-07-29,West South Central,24538.0
2021-07-30,East North Central,8489.0
2021-07-30,East South Central,5547.0
2021-07-30,Mid-Atlantic,4632.0
2021-07-30,Mountain,6598.0
2021-07-30,New England,1881.0
2021-07-30,Pacific,13940.0
2021-07-30,South Atlantic,50115.0
2021-07-30,West North Central,6965.0
2021-07-30,West South Central,23829.0
2021-07-31,East North Central,1483.0
2021-07-31,East South Central,5584.0
2021-07-31,Mid-Atlantic,4318.0
2021-07-31,Mountain,2595.0
2021-07-31,New England,91.0
2021-07-31,Pacific,4073.0
2021-07-31,South Atlantic,797.0
2021-07-31,West North Central,3337.0
2021-07-31,West South Central,6970.0
2021-08-01,East North Central,880.0
2021-08-01,East South Central,1798.0
2021-08-01,Mid-Atlantic,5340.0
2021-08-01,Mountain,2520.0
2021-08-01,New England,0.0
2021-08-01,Pacific,3991.0
2021-08-01,South Atlantic,668.0
2021-08-01,West North Central,1785.0
2021-08-01,West South Central,5331.0
2021-08-02,East North Central,11261.0
2021-08-02,East South Central,16776.0
2021-08-02,Mid-Atlantic,4500.0
2021-08-02,Mountain,10978.0
2021-08-02,New England,4279.0
2021-08-02,Pacific,30965.0
2021-08-02,South Atlantic,25443.0
2021-08-02,West North Central,4636.0
2021-08-02,West South Central,25794.0
2021-08-03,East North Central,10315.0
2021-08-03,East South Central,8918.0
2021-08-03,Mid-Atlantic,5598.0
2021-08-03,Mountain,6643.0
2021-08-03,New England,2343.0
2021-08-03,Pacific,14882.0
2021-08-03,South Atlantic,67057.0
2021-08-03,West North Central,6190.0
2021-08-03,West South Central,28177.0
2021-08-04,East North Central,8211.0
2021-08-04,East South Central,12558.0
2021-08-04,Mid-Atlantic,5799.0
2021-08-04,Mountain,6989.0
2021-08-04,New England,2171.0
2021-08-04,Pacific,14461.0
2021-08-04,South Atlantic,30336.0
2021-08-04,West North Central,10090.0
2021-08-04,West South Central,21426.0
2021-08-05,East North Central,8971.0
2021-08-05,East South Central,12281.0
2021-08-05,Mid-Atlantic,6599.0
2021-08-05,Mountain,7587.0
2021-08-05,New England,2525.0
2021-08-05,Pacific,17743.0
2021-08-05,South Atlantic,36236.0
2021-08-05,West North Central,5529.0
2021-08-05,West South Central,28121.0
2021-08-06,East North Central,12203.0
2021-08-06,East South Central,12114.0
2021-08-06,Mid-Atlantic,6771.0
2021-08-06,Mountain,7583.0
2021-08-06,New England,2638.0
2021-08-06,Pacific,18974.0
2021-08-06,South Atlantic,64291.0
2021-08-06,West North Central,7021.0
2021-08-06,West South Central,36015.0
2021-08-07,East North Central,2345.0
2021-08-07,East South Central,4099.0
2021-08-07,Mid-Atlantic,7596.0
2021-08-07,Mountain,3589.0
2021-08-07,New England,165.0
2021-08-07,Pacific,5070.0
2021-08-07,South Atlantic,1206.0
2021-08-07,West North Central,3971.0
2021-08-07,West South Central,13898.0
2021-08-08,East North Central,1465.0
2021-08-08,East South Central,122.0
2021-08-08,Mid-Atlantic,4806.0
2021-08-08,Mountain,2902.0
2021-08-08,New England,0.0
2021-08-08,Pacific,19670.0
2021-08-08,South Atlantic,1059.0
2021-08-08,West North Central,1588.0
2021-08-08,West South Central,3741.0
2021-08-09,East North Central,19678.0
2021-08-09,East South Central,26040.0
2021-08-09,Mid-Atlantic,5194.0
2021-08-09,Mountain,12629.0
2021-08-09,New England,4644.0
2021-08-09,Pacific,23271.0
2021-08-09,South Atlantic,43301.0
2021-08-09,West North Central,6424.0
2021-08-09,West South Central,35578.0
2021-08-10,East North Central,9269.0
2021-08-10,East South Central,13094.0
2021-08-10,Mid-Atlantic,5380.0
2021-08-10,Mountain,7516.0
2021-08-10,New England,2864.0
2021-08-10,Pacific,14190.0
2021-08-10,South Atlantic,72941.0
2021-08-10,West North Central,6574.0
2021-08-10,West South Central,29929.0
2021-08-11,East North Central,14428.0
2021-08-11,East South Central,14197.0
2021-08-11,Mid-Atlantic,10685.0
2021-08-11,Mountain,7234.0
2021-08-11,New England,3098.0
2021-08-11,Pacific,18443.0
2021-08-11,South Atlantic,43176.0
2021-08-11,West North Central,11495.0
2021-08-11,West South Central,32400.0
2021-08-12,East North Central,11692.0
2021-08-12,East South Central,15933.0
2021-08-12,Mid-Atlantic,8983.0
2021-08-12,Mountain,9403.0
2021-08-12,New England,3140.0
2021-08-12,Pacific,18142.0
2021-08-12,South Atlantic,40894.0
2021-08-12,West North Central,5832.0
2021-08-12,West South Central,23266.0
2021-08-13,East North Central,14388.0
2021-08-13,East South Central,17932.0
2021-08-13,Mid-Atlantic,8576.0
2021-08-13,Mountain,9464.0
2021-08-13,New England,2855.0
2021-08-13,Pacific,21348.0
2021-08-13,South Atlantic,72509.0
2021-08-13,West North Central,8126.0
2021-08-13,West South Central,31201.0
2021-08-14,East North Central,2460.0
2021-08-14,East South Central,164.0
2021-08-14,Mid-Atlantic,9166.0
2021-08-14,Mountain,3414.0
2021-08-14,New England,188.0
2021-08-14,Pacific,14473.0
2021-08-14,South Atlantic,1501.0
2021-08-14,West North Central,4777.0
2021-08-14,West South Central,13026.0
2021-08-15,East North Central,2009.0
2021-08-15,East South Central,7124.0
2021-08-15,Mid-Atlantic,7294.0
2021-08-15,Mountain,3652.0
2021-08-15,New England,0.0
2021-08-15,Pacific,12492.0
2021-08-15,South Atlantic,1156.0
2021-08-15,West North Central,1634.0
2021-08-15,West South Central,7459.0
2021-08-16,East North Central,23858.0
2021-08-16,East South Central,29865.0
2021-08-16,Mid-Atlantic,7407.0
2021-08-16,Mountain,13694.0
2021-08-16,New England,5929.0
2021-08-16,Pacific,26166.0
2021-08-16,South Atlantic,108367.0
2021-08-16,West North Central,7106.0
2021-08-16,West South Central,35023.0
2021-08-17,East North Central,11661.0
2021-08-17,East South Central,13969.0
2021-08-17,Mid-Atlantic,7434.0
2021-08-17,Mountain,8775.0
2021-08-17,New England,3683.0
2021-08-17,Pacific,17267.0
2021-08-17,South Atlantic,40976.0
2021-08-17,West North Central,8329.0
2021-08-17,West South Central,32253.0
2021-08-18,East North Central,15428.0
2021-08-18,East South Central,17267.0
2021-08-18,Mid-Atlantic,8571.0
2021-08-18,Mountain,10172.0
2021-08-18,New England,3121.0
2021-08-18,Pacific,22873.0
2021-08-18,South Atlantic,45153.0
2021-08-18,West North Central,10251.0
2021-08-18,West South Central,31556.0
2021-08-19,East North Central,12299.0
2021-08-19,East South Central,19260.0
2021-08-19,Mid-Atlantic,11000.0
2021-08-19,Mountain,10081.0
2021-08-19,New England,3071.0
2021-08-19,Pacific,26147.0
2021-08-19,South Atlantic,40696.0
2021-08-19,West North Central,6110.0
2021-08-19,West South Central,30177.0
2021-08-20,East North Central,19167.0
2021-08-20,East South Central,20622.0
2021-08-20,Mid-Atlantic,9390.0
2021-08-20,Mountain,9606.0
2021-08-20,New England,2927.0
2021-08-20,Pacific,33379.0
2021-08-20,South Atlantic,60885.0
2021-08-20,West North Central,8755.0
2021-08-20,West South Central,33830.0
2021-08-21,East North Central,3452.0
2021-08-21,East South Central,6315.0
2021-08-21,Mid-Atlantic,10722.0
2021-08-21,Mountain,3674.0
2021-08-21,New England,205.0
2021-08-21,Pacific,13912.0
2021-08-21,South Atlantic,14180.0
2021-08-21,West North Central,4449.0
2021-08-21,West South Central,20741.0
2021-08-22,East North Central,2231.0
2021-08-22,East South Central,3823.0
2021-08-22,Mid-Atlantic,7942.0
2021-08-22,Mountain,4289.0
2021-08-22,New England,272.0
2021-08-22,Pacific,13066.0
2021-08-22,South Atlantic,1272.0
2021-08-22,West North Central,1748.0
2021-08-22,West South Central,5109.0
2021-08-23,East North Central,27836.0
2021-08-23,East South Central,37272.0
2021-08-23,Mid-Atlantic,7897.0
2021-08-23,Mountain,16546.0
2021-08-23,New England,6404.0
2021-08-23,Pacific,26867.0
2021-08-23,South Atlantic,103508.0
2021-08-23,West North Central,8386.0
2021-08-23,West South Central,29445.0
2021-08-24,East North Central,13248.0
2021-08-24,East South Central,12636.0
2021-08-24,Mid-Atlantic,8119.0
2021-08-24,Mountain,8826.0
2021-08-24,New England,3662.0
2021-08-24,Pacific,18505.0
2021-08-24,South Atlantic,45275.0
2021-08-24,West North Central,10719.0
2021-08-24,West South Central,28896.0
2021-08-25,East North Central,21017.0
2021-08-25,East South Central,9330.0
2021-08-25,Mid-Atlantic,9938.0
2021-08-25,Mountain,7422.0
2021-08-25,New England,3228.0
2021-08-25,Pacific,19993.0
2021-08-25,South Atlantic,51945.0
2021-08-25,West North Central,11910.0
2021-08-25,West South Central,35346.0
2021-08-26,East North Central,17043.0
2021-08-26,East South Central,29701.0
2021-08-26,Mid-Atlantic,10758.0
2021-08-26,Mountain,14719.0
2021-08-26,New England,3895.0
2021-08-26,Pacific,23467.0
2021-08-26,South Atlantic,52981.0
2021-08-26,West North Central,6522.0
2021-08-26,West South Central,27244.0
2021-08-27,East North Central,21375.0
2021-08-27,East South Central,21574.0
2021-08-27,Mid-Atlantic,12465.0
2021-08-27,Mountain,10668.0
2021-08-27,New England,3573.0
2021-08-27,Pacific,23892.0
2021-08-27,South Atlantic,61158.0
2021-08-27,West North Central,9554.0
2021-08-27,West South Central,30913.0
2021-08-28,East North Central,5204.0
2021-08-28,East South Central,6638.0
2021-08-28,Mid-Atlantic,11307.0
2021-08-28,Mountain,5010.0
2021-08-28,New England,602.0
2021-08-28,Pacific,15333.0
2021-08-28,South Atlantic,22639.0
2021-08-28,West North Central,5180.0
2021-08-28,West South Central,12734.0
2021-08-29,East North Central,4027.0
2021-08-29,East South Central,4105.0
2021-08-29,Mid-Atlantic,7385.0
2021-08-29,Mountain,2090.0
2021-08-29,New England,137.0
2021-08-29,Pacific,13705.0
2021-08-29,South Atlantic,4296.0
2021-08-29,West North Central,1311.0
2021-08-29,West South Central,4656.0
2021-08-30,East North Central,34114.0
2021-08-30,East South Central,40337.0
2021-08-30,Mid-Atlantic,9869.0
2021-08-30,Mountain,19027.0
2021-08-30,New England,7305.0
2021-08-30,Pacific,30610.0
2021-08-30,South Atlantic,99171.0
2021-08-30,West North Central,9601.0
2021-08-30,West South Central,28188.0
2021-08-31,East North Central,17066.0
2021-08-31,East South Central,20025.0
2021-08-31,Mid-Atlantic,9271.0
2021-08-31,Mountain,8606.0
2021-08-31,New England,3916.0
2021-08-31,Pacific,18541.0
2021-08-31,South Atlantic,45546.0
2021-08-31,West North Central,10418.0
2021-08-31,West South Central,26496.0
2021-09-01,East North Central,24494.0
2021-09-01,East South Central,21943.0
2021-09-01,Mid-Atlantic,9740.0
2021-09-01,Mountain,13362.0
2021-09-01,New England,4065.0
2021-09-01,Pacific,30750.0
2021-09-01,South Atlantic,47725.0
2021-09-01,West North Central,14006.0
2021-09-01,West South Central,44235.0
2021-09-02,East North Central,19564.0
2021-09-02,East South Central,17325.0
2021-09-02,Mid-Atlantic,12416.0
2021-09-02,Mountain,13085.0
2021-09-02,New England,3937.0
2021-09-02,Pacific,23284.0
2021-09-02,South Atlantic,50768.0
2021-09-02,West North Central,7176.0
2021-09-02,West South Central,27295.0
2021-09-03,East North Central,24455.0
2021-09-03,East South Central,20327.0
2021-09-03,Mid-Atlantic,11092.0
2021-09-03,Mountain,12509.0
2021-09-03,New England,4150.0
2021-09-03,Pacific,19930.0
2021-09-03,South Atlantic,52928.0
2021-09-03,West North Central,10966.0
2021-09-03,West South Central,34629.0
2021-09-04,East North Central,6369.0
2021-09-04,East South Central,5112.0
2021-09-04,Mid-Atlantic,10405.0
2021-09-04,Mountain,3418.0
2021-09-04,New England,672.0
2021-09-04,Pacific,11108.0
2021-09-04,South Atlantic,3895.0
2021-09-04,West North Central,6001.0
2021-09-04,West South Central,18566.0
2021-09-05,East North Central,5599.0
2021-09-05,East South Central,3135.0
2021-09-05,Mid-Atlantic,11391.0
2021-09-05,Mountain,3999.0
2021-09-05,New England,112.0
2021-09-05,Pacific,11694.0
2021-09-05,South Atlantic,2577.0
2021-09-05,West North Central,1423.0
2021-09-05,West South Central,3982.0
2021-09-06,East North Central,8369.0
2021-09-06,East South Central,9109.0
2021-09-06,Mid-Atlantic,8143.0
2021-09-06,Mountain,5956.0
2021-09-06,New England,131.0
2021-09-06,Pacific,8408.0
2021-09-06,South Atlantic,28472.0
2021-09-06,West North Central,2767.0
2021-09-06,West South Central,5648.0
2021-09-07,East North Central,37506.0
2021-09-07,East South Central,48376.0
2021-09-07,Mid-Atlantic,6146.0
2021-09-07,Mountain,19333.0
2021-09-07,New England,9404.0
2021-09-07,Pacific,29120.0
2021-09-07,South Atlantic,114768.0
2021-09-07,West North Central,8213.0
2021-09-07,West South Central,25951.0
2021-09-08,East North Central,19414.0
2021-09-08,East South Central,16913.0
2021-09-08,Mid-Atlantic,10344.0
2021-09-08,Mountain,11198.0
2021-09-08,New England,4228.0
2021-09-08,Pacific,16238.0
2021-09-08,South Atlantic,37478.0
2021-09-08,West North Central,19182.0
2021-09-08,West South Central,48604.0
2021-09-09,East North Central,20679.0
2021-09-09,East South Central,16731.0
2021-09-09,Mid-Atlantic,12861.0
2021-09-09,Mountain,11131.0
2021-09-09,New England,4699.0
2021-09-09,Pacific,18586.0
2021-09-09,South Atlantic,37464.0
2021-09-09,West North Central,6206.0
2021-09-09,West South Central,41900.0
2021-09-10,East North Central,29171.0
2021-09-10,East South Central,17003.0
2021-09-10,Mid-Atlantic,13552.0
2021-09-10,Mountain,12685.0
2021-09-10,New England,3878.0
2021-09-10,Pacific,17299.0
2021-09-10,South Atlantic,45621.0
2021-09-10,West North Central,11637.0
2021-09-10,West South Central,25034.0
2021-09-11,East North Central,8405.0
2021-09-11,East South Central,4879.0
2021-09-11,Mid-Atlantic,13685.0
2021-09-11,Mountain,3355.0
2021-09-11,New England,780.0
2021-09-11,Pacific,10353.0
2021-09-11,South Atlantic,13173.0
2021-09-11,West North Central,6994.0
2021-09-11,West South Central,12163.0
2021-09-12,East North Central,4463.0
2021-09-12,East South Central,1794.0
2021-09-12,Mid-Atlantic,9707.0
2021-09-12,Mountain,5178.0
2021-09-12,New England,180.0
2021-09-12,Pacific,8595.0
2021-09-12,South Atlantic,3834.0
2021-09-12,West North Central,1764.0
2021-09-12,West South Central,3615.0
2021-09-13,East North Central,35589.0
2021-09-13,East South Central,44789.0
2021-09-13,Mid-Atlantic,10103.0
2021-09-13,Mountain,19400.0
2021-09-13,New England,8760.0
2021-09-13,Pacific,30976.0
2021-09-13,South Atlantic,94135.0
2021-09-13,West North Central,9717.0
2021-09-13,West South Central,29651.0
2021-09-14,East North Central,17950.0
2021-09-14,East South Central,15741.0
2021-09-14,Mid-Atlantic,9883.0
2021-09-14,Mountain,12016.0
2021-09-14,New England,4327.0
2021-09-14,Pacific,15340.0
2021-09-14,South Atlantic,34370.0
2021-09-14,West North Central,13461.0
2021-09-14,West South Central,29572.0
2021-09-15,East North Central,28274.0
2021-09-15,East South Central,18637.0
2021-09-15,Mid-Atlantic,11895.0
2021-09-15,Mountain,10612.0
2021-09-15,New England,5216.0
2021-09-15,Pacific,16063.0
2021-09-15,South Atlantic,34903.0
2021-09-15,West North Central,15472.0
2021-09-15,West South Central,28997.0
2021-09-16,East North Central,21255.0
2021-09-16,East South Central,16030.0
2021-09-16,Mid-Atlantic,15474.0
2021-09-16,Mountain,12297.0
2021-09-16,New England,5138.0
2021-09-16,Pacific,19446.0
2021-09-16,South Atlantic,34588.0
2021-09-16,West North Central,7250.0
2021-09-16,West South Central,22688.0
2021-09-17,East North Central,26348.0
2021-09-17,East South Central,16958.0
2021-09-17,Mid-Atlantic,13610.0
2021-09-17,Mountain,12116.0
2021-09-17,New England,5564.0
2021-09-17,Pacific,17246.0
2021-09-17,South Atlantic,40191.0
2021-09-17,West North Central,9844.0
2021-09-17,West South Central,24516.0
2021-09-18,East North Central,6716.0
2021-09-18,East South Central,3897.0
2021-09-18,Mid-Atlantic,11526.0
2021-09-18,Mountain,3496.0
2021-09-18,New England,792.0
2021-09-18,Pacific,9453.0
2021-09-18,South Atlantic,13601.0
2021-09-18,West North Central,7765.0
2021-09-18,West South Central,11127.0
2021-09-19,East North Central,4506.0
2021-09-19,East South Central,2438.0
2021-09-19,Mid-Atlantic,14133.0
2021-09-19,Mountain,4076.0
2021-09-19,New England,274.0
2021-09-19,Pacific,8041.0
2021-09-19,South Atlantic,3090.0
2021-09-19,West North Central,1355.0
2021-09-19,West South Central,2266.0
2021-09-20,East North Central,37037.0
2021-09-20,East South Central,24929.0
2021-09-20,Mid-Atlantic,7949.0
2021-09-20,Mountain,17580.0
2021-09-20,New England,8146.0
2021-09-20,Pacific,20618.0
2021-09-20,South Atlantic,59415.0
2021-09-20,West North Central,8366.0
2021-09-20,West South Central,21589.0
2021-09-21,East North Central,16770.0
2021-09-21,East South Central,8195.0
2021-09-21,Mid-Atlantic,12435.0
2021-09-21,Mountain,10245.0
2021-09-21,New England,3102.0
2021-09-21,Pacific,12769.0
2021-09-21,South Atlantic,33017.0
2021-09-21,West North Central,14418.0
2021-09-21,West South Central,19106.0
2021-09-22,East North Central,24938.0
2021-09-22,East South Central,18422.0
2021-09-22,Mid-Atlantic,11279.0
2021-09-22,Mountain,9896.0
2021-09-22,New England,3920.0
2021-09-22,Pacific,13529.0
2021-09-22,South Atlantic,-23168.0
2021-09-22,West North Central,11768.0
2021-09-22,West South Central,22906.0
2021-09-23,East North Central,18828.0
2021-09-23,East South Central,13455.0
2021-09-23,Mid-Atlantic,12778.0
2021-09-23,Mountain,12082.0
2021-09-23,New England,4637.0
2021-09-23,Pacific,18148.0
2021-09-23,South Atlantic,79370.0
2021-09-23,West North Central,6447.0
2021-09-23,West South Central,16062.0
2021-09-24,East North Central,23748.0
2021-09-24,East South Central,13263.0
2021-09-24,Mid-Atlantic,13452.0
2021-09-24,Mountain,11220.0
2021-09-24,New England,4497.0
2021-09-24,Pacific,14058.0
2021-09-24,South Atlantic,29400.0
2021-09-24,West North Central,9245.0
2021-09-24,West South Central,20343.0
2021-09-25,East North Central,5379.0
2021-09-25,East South Central,3245.0
2021-09-25,Mid-Atlantic,10998.0
2021-09-25,Mountain,4108.0
2021-09-25,New England,783.0
2021-09-25,Pacific,3236.0
2021-09-25,South Atlantic,10721.0
2021-09-25,West North Central,7006.0
2021-09-25,West South Central,6858.0
2021-09-26,East North Central,4338.0
2021-09-26,East South Central,1834.0
2021-09-26,Mid-Atlantic,12145.0
2021-09-26,Mountain,3363.0
2021-09-26,New England,241.0
2021-09-26,Pacific,3196.0
2021-09-26,South Atlantic,2890.0
2021-09-26,West North Central,1178.0
2021-09-26,West South Central,6392.0
2021-09-27,East North Central,31836.0
2021-09-27,East South Central,17434.0
2021-09-27,Mid-Atlantic,6995.0
2021-09-27,Mountain,16694.0
2021-09-27,New England,8000.0
2021-09-27,Pacific,32702.0
2021-09-27,South Atlantic,49616.0
2021-09-27,West North Central,7744.0
2021-09-27,West South Central,19328.0
2021-09-28,East North Central,15911.0
2021-09-28,East South Central,11178.0
2021-09-28,Mid-Atlantic,12565.0
2021-09-28,Mountain,9146.0
2021-09-28,New England,3812.0
2021-09-28,Pacific,11150.0
2021-09-28,South Atlantic,19057.0
2021-09-28,West North Central,14068.0
2021-09-28,West South Central,16677.0
2021-09-29,East North Central,24029.0
2021-09-29,East South Central,10864.0
2021-09-29,Mid-Atlantic,11583.0
2021-09-29,Mountain,11515.0
2021-09-29,New England,4037.0
2021-09-29,Pacific,13312.0
2021-09-29,South Atlantic,23850.0
2021-09-29,West North Central,11563.0
2021-09-29,West South Central,17958.0
2021-09-30,East North Central,16462.0
2021-09-30,East South Central,9460.0
2021-09-30,Mid-Atlantic,12198.0
2021-09-30,Mountain,12884.0
2021-09-30,New England,3791.0
2021-09-30,Pacific,15621.0
2021-09-30,South Atlantic,24116.0
2021-09-30,West North Central,7255.0
2021-09-30,West South Central,13590.0
2021-10-01,East North Central,25626.0
2021-10-01,East South Central,10044.0
2021-10-01,Mid-Atlantic,12843.0
2021-10-01,Mountain,12771.0
2021-10-01,New England,4150.0
2021-10-01,Pacific,14186.0
2021-10-01,South Atlantic,23436.0
2021-10-01,West North Central,9530.0
2021-10-01,West South Central,13201.0
2021-10-02,East North Central,6094.0
2021-10-02,East South Central,1773.0
2021-10-02,Mid-Atlantic,8663.0
2021-10-02,Mountain,4302.0
2021-10-02,New England,970.0
2021-10-02,Pacific,2406.0
2021-10-02,South Atlantic,7783.0
2021-10-02,West North Central,5655.0
2021-10-02,West South Central,6993.0
2021-10-03,East North Central,3599.0
2021-10-03,East South Central,892.0
2021-10-03,Mid-Atlantic,11139.0
2021-10-03,Mountain,3010.0
2021-10-03,New England,140.0
2021-10-03,Pacific,1836.0
2021-10-03,South Atlantic,2504.0
2021-10-03,West North Central,1283.0
2021-10-03,West South Central,1617.0
2021-10-04,East North Central,33376.0
2021-10-04,East South Central,12928.0
2021-10-04,Mid-Atlantic,11901.0
2021-10-04,Mountain,16370.0
2021-10-04,New England,6567.0
2021-10-04,Pacific,26327.0
2021-10-04,South Atlantic,41045.0
2021-10-04,West North Central,8271.0
2021-10-04,West South Central,13577.0
2021-10-05,East North Central,15808.0
2021-10-05,East South Central,8530.0
2021-10-05,Mid-Atlantic,9591.0
2021-10-05,Mountain,10736.0
2021-10-05,New England,3384.0
2021-10-05,Pacific,9636.0
2021-10-05,South Atlantic,13826.0
2021-10-05,West North Central,14132.0
2021-10-05,West South Central,13091.0
2021-10-06,East North Central,23974.0
2021-10-06,East South Central,7919.0
2021-10-06,Mid-Atlantic,13185.0
2021-10-06,Mountain,19780.0
2021-10-06,New England,3807.0
2021-10-06,Pacific,11549.0
2021-10-06,South Atlantic,16684.0
2021-10-06,West North Central,12968.0
2021-10-06,West South Central,15622.0
2021-10-07,East North Central,15410.0
2021-10-07,East South Central,7720.0
2021-10-07,Mid-Atlantic,13486.0
2021-10-07,Mountain,12448.0
2021-10-07,New England,4103.0
2021-10-07,Pacific,12548.0
2021-10-07,South Atlantic,21713.0
2021-10-07,West North Central,6296.0
2021-10-07,West South Central,11319.0
2021-10-08,East North Central,26515.0
2021-10-08,East South Central,6098.0
2021-10-08,Mid-Atlantic,13285.0
2021-10-08,Mountain,12545.0
2021-10-08,New England,4126.0
2021-10-08,Pacific,11839.0
2021-10-08,South Atlantic,19665.0
2021-10-08,West North Central,9182.0
2021-10-08,West South Central,9822.0
2021-10-09,East North Central,3185.0
2021-10-09,East South Central,919.0
2021-10-09,Mid-Atlantic,10977.0
2021-10-09,Mountain,3154.0
2021-10-09,New England,848.0
2021-10-09,Pacific,2434.0
2021-10-09,South Atlantic,5940.0
2021-10-09,West North Central,4641.0
2021-10-09,West South Central,5886.0
2021-10-10,East North Central,5399.0
2021-10-10,East South Central,653.0
2021-10-10,Mid-Atlantic,7417.0
2021-10-10,Mountain,2867.0
2021-10-10,New England,213.0
2021-10-10,Pacific,2073.0
2021-10-10,South Atlantic,2769.0
2021-10-10,West North Central,996.0
2021-10-10,West South Central,1476.0
2021-10-11,East North Central,23387.0
2021-10-11,East South Central,10428.0
2021-10-11,Mid-Atlantic,11708.0
2021-10-11,Mountain,9824.0
2021-10-11,New England,1755.0
2021-10-11,Pacific,22462.0
2021-10-11,South Atlantic,21808.0
2021-10-11,West North Central,7268.0
2021-10-11,West South Central,12018.0
2021-10-12,East North Central,17026.0
2021-10-12,East South Central,6506.0
2021-10-12,Mid-Atlantic,8793.0
2021-10-12,Mountain,16115.0
2021-10-12,New England,7633.0
2021-10-12,Pacific,10401.0
2021-10-12,South Atlantic,19915.0
2021-10-12,West North Central,13277.0
2021-10-12,West South Central,12235.0
2021-10-13,East North Central,24997.0
2021-10-13,East South Central,6724.0
2021-10-13,Mid-Atlantic,11282.0
2021-10-13,Mountain,12094.0
2021-10-13,New England,4057.0
2021-10-13,Pacific,9901.0
2021-10-13,South Atlantic,14006.0
2021-10-13,West North Central,10980.0
2021-10-13,West South Central,12160.0
2021-10-14,East North Central,13306.0
2021-10-14,East South Central,5627.0
2021-10-14,Mid-Atlantic,11405.0
2021-10-14,Mountain,11577.0
2021-10-14,New England,4608.0
2021-10-14,Pacific,11714.0
2021-10-14,South Atlantic,16037.0
2021-10-14,West North Central,6106.0
2021-10-14,West South Central,8398.0
2021-10-15,East North Central,19741.0
2021-10-15,East South Central,5617.0
2021-10-15,Mid-Atlantic,13450.0
2021-10-15,Mountain,12325.0
2021-10-15,New England,3862.0
2021-10-15,Pacific,10953.0
2021-10-15,South Atlantic,14864.0
2021-10-15,West North Central,8126.0
2021-10-15,West South Central,9282.0
2021-10-16,East North Central,3709.0
2021-10-16,East South Central,966.0
2021-10-16,Mid-Atlantic,9955.0
2021-10-16,Mountain,3853.0
2021-10-16,New England,881.0
2021-10-16,Pacific,2222.0
2021-10-16,South Atlantic,4839.0
2021-10-16,West North Central,3876.0
