region,date,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_hospitalized_patients,cumulative_hospitalized_patients,current_hospitalized_patients,current_intensive_care_patients,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,new_persons_fully_vaccinated_pfizer,cumulative_persons_fully_vaccinated_pfizer,new_vaccine_doses_administered_pfizer,cumulative_vaccine_doses_administered_pfizer,new_persons_fully_vaccinated_moderna,cumulative_persons_fully_vaccinated_moderna,new_vaccine_doses_administered_moderna,cumulative_vaccine_doses_administered_moderna,new_persons_fully_vaccinated_janssen,cumulative_persons_fully_vaccinated_janssen,new_vaccine_doses_administered_janssen,cumulative_vaccine_doses_administered_janssen,rainfall_mm,average_temperature_celsius,dew_point,relative_humidity,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,public_information_campaigns,testing_policy,contact_tracing,facial_coverings,vaccination_policy,stringency_index,minimum_temperature_celsius,maximum_temperature_celsius
East North Central,2020-03-05,27.0,0.0,106.0,1.0,0.0,189608.30000000002,4693.099999999999,1599.6,0.0,0.0,0.0,-1.1641532182693481e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4551915228366852e-10,0.0,0.0,1.502229,2.6733332,-3.7079012,63.958917,0.0,-1.1102230246251565e-16,0.4,0.0,0.2,0.0,0.0,3.0,0.0,0.0,1.2,0.9999999999999998,1.0,0.0,0.0,17.778,-7.461111,14.244444
East North Central,2020-03-06,41.0,0.0,147.0,1.0,0.0,196886.2,4728.6,1599.9,0.0,0.0,0.0,-1.1641532182693481e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4551915228366852e-10,0.0,0.0,7.118653,1.6055553999999996,-3.2988888000000003,71.022885,0.0,-1.1102230246251565e-16,0.4,0.0,0.2,0.0,0.0,3.0,0.0,0.0,1.2,0.9999999999999998,1.0,0.0,0.0,17.778,-5.4944440000000005,12.827778
East North Central,2020-03-07,49.0,0.0,196.0,1.0,0.0,204746.4,4743.5,1607.6999999999998,0.0,0.0,0.0,-1.1641532182693481e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4551915228366852e-10,0.0,0.0,1.5635109999999999,-0.21222239999999956,-6.710617399999999,62.236237800000005,0.0,-1.1102230246251565e-16,0.4,0.0,0.2,0.0,0.0,3.0,0.0,0.0,1.2,0.9999999999999998,1.0,0.0,0.0,17.778,-11.422222000000001,12.222222
East North Central,2020-03-08,64.0,0.0,260.0,1.0,0.0,187631.5,4555.0,1464.7,0.0,0.0,0.0,-1.1641532182693481e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4551915228366852e-10,0.0,0.0,0.05080000000000062,6.7788888,-3.8790124000000006,47.408583799999995,0.0,-1.1102230246251565e-16,0.4,0.0,0.2,0.0,0.0,3.0,0.0,0.0,1.2,0.9999999999999998,1.0,0.0,0.0,17.778,-2.7,18.938889
East North Central,2020-03-09,125.0,0.0,385.0,1.0,0.0,199875.40000000002,4231.3,1208.1,0.0,0.0,0.0,-1.1641532182693481e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4551915228366852e-10,0.0,0.0,7.983763999999999,10.8466664,1.5704936,54.146932400000004,0.0,-1.1102230246251565e-16,0.4,0.0,0.2,0.0,0.0,3.0,0.0,0.0,1.2,0.9999999999999998,1.0,0.0,0.0,17.778,1.8611110000000002,18.011111
East North Central,2020-03-10,173.0,0.0,558.0,0.0,0.0,199463.0,4999.1,1545.0,0.0,0.0,0.0,-1.1641532182693481e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4551915228366852e-10,0.0,0.0,46.509819,6.1588888,2.8165432000000004,79.7892116,0.2,-1.1102230246251565e-16,0.2,0.0,0.2,0.0,0.0,3.0,0.2,0.0,1.2,0.9999999999999998,1.0,0.2,0.0,17.964,-5.7611110000000005,16.888889
East North Central,2020-03-11,205.0,0.0,763.0,0.0,0.0,221984.8,5609.400000000001,1538.6,0.0,0.0,0.0,-1.1641532182693481e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4551915228366852e-10,0.0,0.0,10.874929,3.4877778,1.5220988000000004,87.075334,0.2,-1.1102230246251565e-16,0.4,0.0,0.2,0.2,0.0,3.0,0.2,0.0,1.2,0.9999999999999998,1.0,0.2,0.0,19.816,-1.9722219999999995,11.838889
East North Central,2020-03-12,285.0,1.0,1048.0,1.0,0.0,89197.30000000002,5971.4,1659.0,0.0,0.0,0.0,-1.1641532182693481e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4551915228366852e-10,0.0,0.0,3.7535549999999995,6.540000000000001,4.4332098,86.9656586,0.2,1.0,0.4,1.0,0.2,0.2,0.2,3.0,0.4,0.0,1.4,0.9999999999999998,1.0,0.2,0.0,27.964,0.3222219999999991,16.455556
East North Central,2020-03-13,393.0,0.0,1440.9999999998836,1.0,0.0,57176.4,5859.8,1625.2,0.0,0.0,0.0,-1.1641532182693481e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4551915228366852e-10,0.0,0.0,26.934685,5.9366666,-0.23888879999999962,64.97463660000001,1.2,1.0,0.6,1.6,0.2,0.2,0.2,3.0,0.4,0.2,1.4,0.9999999999999998,1.0,0.2,0.0,34.074,-1.3999999999999995,14.805556
East North Central,2020-03-14,384.0,0.0,1824.9999999998836,1.0,0.0,60952.399999999994,6487.900000000001,1768.6,0.0,0.0,0.0,-1.1641532182693481e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4551915228366852e-10,0.0,0.0,6.006394,1.2200001999999999,-4.119012199999999,68.0552644,1.2,1.0,0.6,1.6,0.2,0.2,0.2,3.0,0.4,0.2,1.4,0.9999999999999998,1.0,0.2,0.0,34.074,-4.233333000000001,9.933333
East North Central,2020-03-15,519.0,0.0,2344.0000000001164,1.0,0.0,57383.600000000006,6608.7,1805.8,0.0,0.0,0.0,-1.1641532182693481e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4551915228366852e-10,0.0,0.0,16.483894,0.3155555999999994,-3.7675308000000003,74.577942,1.2,1.2,1.0,1.6,0.2,0.2,0.2,3.0,0.4,0.2,1.4,0.9999999999999998,1.0,0.2,0.0,37.038,-7.177777999999999,7.694443999999999
East North Central,2020-03-16,774.0,2.0,3118.0,3.0,0.0,61624.3,6687.900000000001,2239.1,0.0,0.0,0.0,-1.1641532182693481e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4551915228366852e-10,0.0,0.0,0.127,1.6188888000000001,-2.8053085999999996,73.18939259999999,1.8,1.6,1.4,1.8,0.2,0.2,1.0,3.0,0.8,0.4,2.0,0.9999999999999998,1.0,0.2,0.0,51.66799999999999,-6.222222000000001,8.677778
East North Central,2020-03-17,880.0,2.0,3998.0,5.0,0.0,25843.000000000007,6239.1,2169.0,0.0,0.0,0.0,-1.1641532182693481e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4551915228366852e-10,0.0,0.0,1.4181659999999998,4.0911108,-0.8061728000000002,71.1505628,2.2,1.8,1.8,2.8,0.4,0.4,1.0,3.0,0.8,0.4,2.0,0.9999999999999998,1.0,0.2,0.0,59.257999999999996,-5.355555999999999,10.138889
East North Central,2020-03-18,1069.0,3.0,5067.0,8.0,0.0,27765.400000000023,7783.8,2647.9,0.0,0.0,0.0,-1.1641532182693481e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4551915228366852e-10,0.0,0.0,5.769731,3.3844444000000005,0.13629639999999982,79.8872982,2.6,1.8,1.8,3.2,0.6,0.6,1.0,3.0,0.8,0.4,2.0,0.9999999999999998,1.0,0.2,0.0,63.331999999999994,-4.472222000000001,9.95
East North Central,2020-03-19,980.0,8.0,6046.999999999884,18.0,0.0,15576.500000000007,4995.8,1931.3,0.0,0.0,0.0,-1.1641532182693481e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4551915228366852e-10,0.0,0.0,63.334699,7.058888999999999,5.492345599999999,90.2333088,2.8,1.8,1.8,3.2,0.6,0.6,1.0,3.0,1.0,0.8,2.0,0.9999999999999998,1.0,0.2,0.0,64.072,-1.8888889999999998,18.988889
East North Central,2020-03-20,1240.0,8.0,7287.0,24.0,0.0,16819.800000000003,6675.700000000001,2446.0,0.0,0.0,0.0,-1.1641532182693481e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4551915228366852e-10,0.0,0.0,71.613888,8.4677778,5.725308799999999,83.2560054,2.8,1.8,1.8,3.2,0.6,0.6,1.0,3.0,1.0,1.0,2.0,0.9999999999999998,1.0,0.2,0.0,64.072,-4.322222000000001,20.238889
East North Central,2020-03-21,1177.0,16.0,8463.999999999884,40.0,58.0,26007.699999999997,9174.300000000001,3315.6000000000004,0.0,0.0,0.0,-1.1641532182693481e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4551915228366852e-10,0.0,0.0,7.603067,-1.7948149999999998,-7.373426,66.2109764,2.8,2.2,2.0,3.4,0.6,0.8,1.2,3.0,1.0,1.2,2.0,0.9999999999999998,1.0,0.2,0.0,69.442,-10.494444000000001,6.1543209999999995
East North Central,2020-03-22,1384.0,18.0,9848.0,58.0,25.0,33937.799999999974,9177.7,3301.1000000000004,0.0,0.0,0.0,-1.1641532182693481e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4551915228366852e-10,0.0,0.0,1.9409830000000003,-1.2356790000000006,-5.8789818,71.4108428,2.8,2.2,2.0,3.4,0.6,0.8,1.2,3.0,1.0,1.2,2.0,0.9999999999999998,1.0,0.2,0.0,69.442,-9.427778,6.8456790000000005
East North Central,2020-03-23,1654.0,29.0,11502.0,87.0,21.0,20678.9,9338.1,3324.9,0.0,0.0,0.0,-1.1641532182693481e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4551915228366852e-10,0.0,0.0,6.782405000000001,1.9501236000000002,-0.5874074,83.88091039999999,3.0,2.4,2.0,3.6,0.6,1.2,1.2,3.0,1.0,1.2,2.0,0.9999999999999998,1.0,0.2,0.0,72.962,-4.572221999999999,7.080247
East North Central,2020-03-24,1642.0,40.0,13144.0,127.0,41.0,16913.19999999999,10225.7,3650.1,0.0,0.0,0.0,-1.1641532182693481e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4551915228366852e-10,0.0,0.0,1.1154830000000002,3.9264196,0.8293828000000001,80.6608336,3.0,2.6,2.0,3.8,0.6,1.4,1.4,3.0,1.0,1.2,2.0,0.9999999999999998,1.0,0.2,0.0,76.112,-1.7444440000000005,8.799999999999999
East North Central,2020-03-25,1904.0,34.0,15048.0,161.0,37.0,16402.800000000003,10196.5,3614.7,0.0,0.0,0.0,-1.1641532182693481e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4551915228366852e-10,0.0,0.0,3.425976,5.8649384,2.5522839999999998,79.7659164,3.0,3.0,2.0,4.0,0.6,2.0,1.4,3.0,1.0,1.2,2.0,0.9999999999999998,1.0,0.2,0.0,81.298,-0.9388889999999988,15.808642
East North Central,2020-03-26,2283.0,64.0,17330.999999999884,225.0,41.0,15117.69999999999,10120.8,3583.4000000000005,0.0,0.0,0.0,-1.1641532182693481e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4551915228366852e-10,0.0,0.0,16.219209,8.5219752,5.500431999999999,81.85157339999999,3.0,3.0,2.0,4.0,0.6,2.0,1.4,3.0,1.0,1.2,2.0,0.9999999999999998,1.0,0.2,0.0,80.74199999999999,1.1111110000000002,19.228395
East North Central,2020-03-27,2581.0,77.0,19912.0,302.0,53.0,10039.699999999997,10341.699999999999,3652.7,0.0,0.0,0.0,-1.1641532182693481e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4551915228366852e-10,0.0,0.0,10.519531,8.3930864,6.087407400000001,85.7525474,3.0,3.0,2.0,4.0,0.6,2.0,1.4,3.0,2.0,1.6,2.0,0.9999999999999998,1.0,0.2,0.0,80.74199999999999,-1.3055560000000002,17.155556
East North Central,2020-03-28,2216.0,97.0,22128.0,399.0,68.0,8950.000000000007,10200.7,3537.6,0.0,0.0,0.0,-1.1641532182693481e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4551915228366852e-10,0.0,0.0,26.98004,11.2956792,9.6288272,89.4094322,3.0,3.0,2.0,4.0,0.6,2.0,1.4,3.0,2.0,1.6,2.0,0.9999999999999998,1.0,0.2,0.0,80.74199999999999,1.4833329999999991,21.524691
East North Central,2020-03-29,2695.0,91.0,24823.0,490.0,58.99999999999999,10631.599999999999,9528.4,3307.6,0.0,0.0,0.0,-1.1641532182693481e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4551915228366852e-10,0.0,0.0,61.953825,11.5577778,7.1720986,76.2695118,3.0,3.0,2.0,4.0,0.8,2.0,1.4,3.0,2.0,1.6,2.0,0.9999999999999998,1.0,0.2,0.0,81.298,2.55,21.133333
East North Central,2020-03-30,2738.0,108.0,27561.0,598.0,72.0,15092.099999999999,10145.0,3614.4,0.0,0.0,0.0,-1.1641532182693481e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4551915228366852e-10,0.0,0.0,12.108543000000001,7.5044444,0.9581481999999999,65.1330318,3.0,3.0,2.0,4.0,0.8,2.0,1.4,3.0,2.0,1.6,2.0,0.9999999999999998,1.0,0.2,0.0,81.298,1.7555559999999995,17.238889
East North Central,2020-03-31,3030.0,172.0,30591.000000000116,770.0,447.0,13784.300000000003,10423.5,3666.3,0.0,0.0,0.0,-1.1641532182693481e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4551915228366852e-10,0.0,0.0,0.33513899999999985,4.4666668000000005,0.5041975999999997,75.93006199999999,3.0,3.0,2.0,4.0,0.8,2.0,1.4,3.0,2.0,1.6,2.0,0.9999999999999998,1.0,0.2,0.0,81.298,-0.25,13.966667
East North Central,2020-04-01,3568.0,201.0,34159.0,971.0,155.0,12008.700000000004,9953.2,3821.5,0.0,0.0,0.0,-1.1641532182693481e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4551915228366852e-10,0.0,0.0,1.063978,5.51,1.712716,76.526751,3.0,3.0,2.0,4.0,0.8,2.0,1.4,3.0,2.0,1.6,2.0,0.9999999999999998,1.0,0.2,0.0,81.298,-1.2499999999999991,13.894444
East North Central,2020-04-02,2893.0,177.0,37051.99999999988,1148.0,186.0,11833.299999999996,9754.3,3825.3999999999996,0.0,0.0,0.0,-1.1641532182693481e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4551915228366852e-10,0.0,0.0,0.25117800000000035,7.361110999999999,1.0506171999999996,64.7536864,3.0,3.0,2.0,4.0,0.8,2.0,1.4,3.0,2.0,1.6,2.0,0.9999999999999998,1.0,0.2,0.0,81.298,-3.1888890000000005,17.883333
East North Central,2020-04-03,3443.0,210.0,40495.0,1358.0,119.0,10177.599999999999,9466.699999999999,3694.2999999999997,0.0,0.0,0.0,-1.1641532182693481e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4551915228366852e-10,0.0,0.0,0.06349999999999989,9.9888888,1.5848148000000002,56.421775000000004,3.0,3.0,2.0,4.0,0.8,2.0,1.4,3.0,2.0,1.6,2.0,0.9999999999999998,1.0,0.2,0.0,81.854,-3.3277779999999995,20.688889
East North Central,2020-04-04,3611.0,189.0,44106.00000000012,1547.0,212.0,11142.0,9949.400000000001,3824.0,0.0,0.0,0.0,-1.1641532182693481e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4551915228366852e-10,0.0,0.0,4.515556,7.0677778,1.654815,69.7021502,3.0,3.0,2.0,4.0,0.8,2.0,1.4,3.0,2.0,1.6,2.0,0.9999999999999998,1.0,1.0,0.0,81.854,-2.961111,20.238889
East North Central,2020-04-05,2705.0,191.0,46811.0,1738.0,134.0,13233.600000000006,10401.800000000001,4008.7,0.0,0.0,0.0,-1.1641532182693481e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4551915228366852e-10,0.0,0.0,2.9400500000000003,5.8933334,1.001975,71.3874802,3.0,3.0,2.0,4.0,0.8,2.0,1.4,3.0,2.0,1.6,2.0,0.9999999999999998,1.0,1.0,0.0,81.854,-4.372221999999998,19.227778
East North Central,2020-04-06,3496.0,218.0,50307.0,1956.0,154.0,11506.400000000009,10423.6,4159.7,0.0,0.0,0.0,-1.1641532182693481e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4551915228366852e-10,0.0,0.0,0.7874000000000001,7.7755556,1.1525926000000002,63.506984599999996,3.0,3.0,2.0,4.0,0.8,2.0,1.4,3.0,2.0,1.6,2.0,0.9999999999999998,1.0,1.0,0.0,81.854,-4.011110999999999,20.35
East North Central,2020-04-07,3559.0,305.0,53866.0,2261.0,217.0,8892.599999999999,9800.1,4031.4,0.0,0.0,0.0,-1.1641532182693481e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4551915228366852e-10,0.0,0.0,6.626679000000001,14.234444400000001,9.2864198,72.7194734,3.0,3.0,2.0,4.0,0.8,2.0,1.4,3.0,2.0,1.6,2.0,0.9999999999999998,1.0,1.0,0.0,81.854,2.0777779999999995,27.161111
East North Central,2020-04-08,3646.0,296.0,57512.0,2557.0,186.0,8967.099999999999,9878.7,4039.4000000000005,0.0,0.0,0.0,-1.1641532182693481e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4551915228366852e-10,0.0,0.0,23.847073,15.042222200000001,9.3230864,69.0654132,3.0,3.0,2.0,4.0,0.8,2.0,1.4,3.0,2.0,1.6,2.0,0.9999999999999998,1.0,1.0,0.0,81.854,2.6000000000000005,28.866667
East North Central,2020-04-09,3312.0,296.0,60824.0,2853.0,170.0,48454.4,10397.0,4312.0,0.0,0.0,0.0,-1.1641532182693481e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4551915228366852e-10,0.0,0.0,12.848771000000001,7.234444400000001,-0.21123460000000058,60.2828076,3.0,3.0,2.0,4.0,0.8,2.0,1.4,3.0,2.0,1.6,2.0,0.9999999999999998,1.0,1.0,0.0,81.854,-0.6833330000000002,24.161111
East North Central,2020-04-10,3685.0,319.0,64508.99999999988,3172.0,204.0,71741.6,10374.9,4229.9,0.0,0.0,0.0,-1.1641532182693481e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4551915228366852e-10,0.0,0.0,1.3603110000000003,3.1777779999999995,-4.7564196,56.76656439999999,3.0,3.0,2.0,4.0,0.8,2.0,1.4,3.0,2.0,1.6,2.0,0.9999999999999998,1.0,1.0,0.0,81.854,-1.5444439999999995,12.866667
East North Central,2020-04-11,3158.0,300.0,67667.00000000012,3472.0,150.0,46615.7,10200.2,4147.9,0.0,0.0,0.0,-1.1641532182693481e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4551915228366852e-10,0.0,0.0,0.6180670000000004,6.7222222,-3.0328396,50.4504756,3.0,3.0,2.0,4.0,0.8,2.0,1.4,3.0,2.0,1.6,2.0,0.9999999999999998,1.0,1.0,0.0,81.854,-3.644443999999999,18.783333
East North Central,2020-04-12,3347.0,237.0,71014.0,3709.0,113.0,30660.200000000004,10195.0,4137.7,0.0,0.0,0.0,-1.1641532182693481e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4551915228366852e-10,0.0,0.0,7.022395,9.8244444,4.0275308,67.590864,3.0,3.0,2.0,4.0,0.8,1.8,1.4,3.0,2.0,1.6,2.0,0.9999999999999998,1.0,1.0,0.0,80.188,-0.9888890000000004,17.305556
East North Central,2020-04-13,3004.0,254.0,74018.0,3963.000000000001,104.0,70338.09999999999,10459.5,4016.3,0.0,0.0,0.0,-1.1641532182693481e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4551915228366852e-10,0.0,0.0,34.196866,5.8344444,1.9341977999999997,76.29865620000001,3.0,3.0,2.0,4.0,0.8,1.8,1.4,3.0,2.0,1.6,2.0,0.9999999999999998,1.0,1.0,0.0,80.188,-2.5611109999999995,16.35
East North Central,2020-04-14,2895.0,319.0,76912.99999999988,4282.0,179.0,74869.6,11065.2,3960.6,0.0,0.0,0.0,-1.1641532182693481e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4551915228366852e-10,0.0,0.0,3.937,1.3000000000000003,-7.2904936,53.574073,3.0,3.0,2.0,4.0,0.8,1.8,1.4,3.0,2.0,1.6,2.0,1.1999999999999997,1.0,1.0,0.0,80.188,-6.661111000000001,10.677778
East North Central,2020-04-15,3412.0,317.0,80324.99999999988,4599.0,123.0,75332.4,11038.2,3948.6,0.0,0.0,0.0,-1.1641532182693481e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4551915228366852e-10,0.0,0.0,0.23988900000000002,0.05777779999999986,-7.5120986,57.3804988,3.0,3.0,2.0,4.0,0.8,1.8,1.4,3.0,2.0,1.6,2.0,1.1999999999999997,1.0,1.0,0.0,80.188,-9.672222000000001,9.561111
East North Central,2020-04-16,3455.0,377.0,83780.0,4976.0,124.0,75558.0,11057.2,3930.6,0.0,0.0,0.0,-1.1641532182693481e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4551915228366852e-10,0.0,0.0,1.6764000000000001,0.6355556000000007,-7.5791358,54.581422599999996,3.0,3.0,2.0,4.0,0.8,1.8,1.4,3.0,2.0,1.6,2.0,1.1999999999999997,1.0,1.0,0.0,80.188,-7.750000000000001,8.988889
East North Central,2020-04-17,4215.0,284.0,87995.00000000012,5260.0,125.0,73534.6,10924.0,3790.4,0.0,0.0,0.0,-1.1641532182693481e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4551915228366852e-10,0.0,0.0,7.882467,3.3211112,-2.3274074000000007,68.3037386,3.0,3.0,2.0,4.0,0.8,1.8,1.4,3.0,2.0,1.6,2.0,1.1999999999999997,1.0,1.0,0.0,80.188,-3.805556,8.588888999999998
East North Central,2020-04-18,4070.0,313.0,92065.0,5573.0,118.0,69656.20000000001,10754.5,3792.8999999999996,0.0,0.0,0.0,-1.1641532182693481e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4551915228366852e-10,0.0,0.0,11.9253,5.1011112,-1.6365432000000002,62.7474936,3.0,3.0,2.0,4.0,0.8,1.8,1.4,3.0,2.0,1.6,2.0,1.1999999999999997,1.0,1.0,0.0,80.188,-3.1666669999999995,17.272222
East North Central,2020-04-19,3837.0,206.0,95902.0,5779.0,60.0,32429.700000000004,10510.6,3717.2,0.0,0.0,0.0,-1.1641532182693481e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4551915228366852e-10,0.0,0.0,1.4441710000000005,8.762222399999999,0.6211109999999999,57.0344382,3.0,3.0,2.0,4.0,0.8,1.8,1.4,3.0,2.0,1.6,2.0,1.1999999999999997,1.0,1.0,0.0,80.188,0.36666699999999963,19.272222
East North Central,2020-04-20,4058.0,225.0,99960.0,6004.0,109.0,55495.200000000004,10753.2,3785.5,0.0,0.0,0.0,-1.1641532182693481e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4551915228366852e-10,0.0,0.0,0.6733009999999999,7.57,-1.8843212,51.50625599999999,3.0,3.0,2.0,4.0,0.8,1.8,1.4,3.0,2.0,1.6,2.0,1.4,1.0,1.0,0.0,80.188,-4.127778,18.538889
East North Central,2020-04-21,4019.0,364.0,103978.99999999988,6368.0,167.0,69252.6,10931.4,3774.5,0.0,0.0,0.0,-1.1641532182693481e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4551915228366852e-10,0.0,0.0,7.633304,6.6555556,-3.9008642,48.2180186,3.0,3.0,2.0,4.0,0.8,1.8,1.4,3.0,2.0,1.6,2.0,1.4,1.0,1.0,0.0,80.188,-3.1499999999999995,17.122222
East North Central,2020-04-22,4155.0,316.0,108134.0,6684.0,153.0,60872.0,10755.7,3727.4,0.0,0.0,0.0,-1.1641532182693481e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4551915228366852e-10,0.0,0.0,0.20682900000000037,5.5855556,-4.7780248,48.630160000000004,3.0,3.0,2.0,4.0,0.8,1.8,1.4,3.0,2.0,1.6,2.0,1.4,1.0,1.0,0.0,80.188,-6.444444,25.383333
East North Central,2020-04-23,4238.0,334.0,112372.0,7018.0,94.0,45055.69999999999,11231.400000000001,3597.2,0.0,0.0,0.0,-1.1641532182693481e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4551915228366852e-10,0.0,0.0,4.50336,8.3366666,3.4072837999999996,71.6658304,3.0,3.0,2.0,4.0,0.8,1.8,1.4,3.0,2.0,1.6,2.0,1.4,1.0,1.0,0.0,80.188,-0.4333330000000002,20.161111
East North Central,2020-04-24,5229.0,288.0,117601.0,7306.0,128.0,43861.0,10507.400000000001,3526.0,0.0,0.0,0.0,-1.1641532182693481e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4551915228366852e-10,0.0,0.0,12.28725,9.3411112,5.3465432,76.3524198,3.0,2.8,2.0,4.0,0.8,1.8,1.4,3.0,2.0,1.6,2.0,1.4,1.0,1.0,0.0,79.446,1.4888889999999995,19.722222
East North Central,2020-04-25,4136.0,259.0,121737.0,7565.0,85.0,30037.09999999999,10370.5,3507.6,0.0,0.0,0.0,-1.1641532182693481e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4551915228366852e-10,0.0,0.0,24.091900000000003,10.256666599999999,4.6335802,69.315635,3.0,2.8,2.0,4.0,0.8,1.8,1.4,3.0,2.0,1.6,2.0,1.4,1.0,1.0,0.0,79.446,-1.9055559999999998,20.25
