,region,date,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_hospitalized_patients,cumulative_hospitalized_patients,current_hospitalized_patients,current_intensive_care_patients,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,new_persons_fully_vaccinated_pfizer,cumulative_persons_fully_vaccinated_pfizer,new_vaccine_doses_administered_pfizer,cumulative_vaccine_doses_administered_pfizer,new_persons_fully_vaccinated_moderna,cumulative_persons_fully_vaccinated_moderna,new_vaccine_doses_administered_moderna,cumulative_vaccine_doses_administered_moderna,new_persons_fully_vaccinated_janssen,cumulative_persons_fully_vaccinated_janssen,new_vaccine_doses_administered_janssen,cumulative_vaccine_doses_administered_janssen,rainfall_mm,average_temperature_celsius,dew_point,relative_humidity,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,public_information_campaigns,testing_policy,contact_tracing,facial_coverings,vaccination_policy,stringency_index,minimum_temperature_celsius,maximum_temperature_celsius,1_day_shift,7_day_avg,6_day_shift,7_day_shift
5986,West North Central,2020-03-17,78.0,0.0,324.9999999998836,2.0,0.0,13404.999999999978,2115.35,532.8400000000001,0.0,0.0,0.0,-1.6298145055770872e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0372681319713595e-10,0.0,0.0,1.95701,1.3584784285714289,-2.2828170000000005,76.65044685714285,2.142857142857143,1.4285714285714286,1.7142857142857142,1.8571428571428568,0.1428571428571428,0.1428571428571428,1.0,3.0,0.1428571428571428,0.7142857142857143,2.0,0.8571428571428569,1.0,0.0,0.0,52.11571428571428,-15.638889000000006,11.134921,61.0,43.0,22.0,11.0
5987,West North Central,2020-03-18,43.0,1.0,368.0,2.0,0.0,12018.120000000015,2310.6599999999994,565.42,0.0,0.0,0.0,-1.6298145055770872e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0372681319713595e-10,0.0,0.0,15.657286,5.267208142857142,3.073608,85.2232307142857,2.4285714285714284,1.4285714285714286,1.7142857142857142,1.8571428571428568,0.1428571428571428,0.1428571428571428,1.0,3.0,0.1428571428571428,0.7142857142857143,2.0,0.8571428571428569,1.0,0.0,0.0,53.17428571428572,-5.911111000000001,18.119048,78.0,46.0,35.0,22.0
5988,West North Central,2020-03-19,68.0,1.0,436.0,3.0,0.0,12682.740000000013,2480.4900000000007,608.3900000000001,0.0,0.0,0.0,-1.6298145055770872e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0372681319713595e-10,0.0,0.0,36.79704,6.016691714285714,3.936407142857143,86.50658328571429,2.571428571428572,1.5714285714285714,1.7142857142857142,2.4285714285714284,0.2857142857142857,0.1428571428571428,1.0,3.0,0.1428571428571428,0.8571428571428571,2.0,0.9999999999999998,1.0,0.0,0.0,55.75428571428571,-11.627778,23.833333,43.0,50.714285714285715,28.0,35.0
5989,West North Central,2020-03-20,69.0,0.0,505.0,3.0,0.0,17475.479999999996,2690.2300000000005,685.8399999999999,0.0,0.0,0.0,-1.6298145055770872e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0372681319713595e-10,0.0,0.0,41.192551,-2.586193142857143,-8.110468857142857,66.11282585714285,2.571428571428572,1.7142857142857142,1.7142857142857142,2.571428571428572,0.4285714285714285,0.1428571428571428,1.0,3.0,0.2857142857142857,0.8571428571428571,2.0,0.9999999999999998,1.0,0.0,0.0,57.07714285714286,-21.427778,19.861111,68.0,56.57142857142857,32.0,28.0
5990,West North Central,2020-03-21,98.0,4.0,602.9999999998836,7.0,3.0,8677.949999999975,2296.3,597.93,0.0,0.0,0.0,-1.6298145055770872e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0372681319713595e-10,0.0,0.0,0.2158999999999999,-1.856018285714286,-8.260150571428571,61.47479228571429,2.571428571428572,1.7142857142857142,1.7142857142857142,2.571428571428572,0.4285714285714285,0.2857142857142857,1.0,3.0,0.2857142857142857,0.8571428571428571,2.0,0.9999999999999998,1.0,0.0,0.0,57.93857142857143,-12.555556,10.419753,69.0,66.0,45.0,32.0
5991,West North Central,2020-03-22,87.0,0.0,690.0,7.0,12.0,6049.80000000001,2107.7000000000003,540.06,0.0,0.0,0.0,-1.6298145055770872e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0372681319713595e-10,0.0,0.0,6.773332999999999,1.9308199999999995,-1.925330714285714,75.61251828571429,2.571428571428572,1.7142857142857142,1.7142857142857142,2.571428571428572,0.4285714285714285,0.2857142857142857,1.0,3.0,0.4285714285714285,1.0,2.0,0.9999999999999998,1.0,0.0,0.0,58.20285714285715,-12.216667,13.377778,98.0,72.0,61.0,45.0
5992,West North Central,2020-03-23,181.0,0.0,871.0000000001164,7.0,6.000000000000014,5308.330000000009,2180.88,600.88,0.0,0.0,0.0,-1.6298145055770872e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0372681319713595e-10,0.0,0.0,12.300152,4.186486,0.9917108571428572,80.036132,2.7142857142857144,1.7142857142857142,1.8571428571428568,3.142857142857143,0.4285714285714285,0.5714285714285714,1.0,3.0,0.4285714285714285,1.1428571428571428,2.0,0.9999999999999998,1.0,0.0,0.0,61.90571428571428,-7.272222,15.938272,87.0,89.14285714285714,78.0,61.0
5993,West North Central,2020-03-24,93.0,0.0,964.0000000001164,8.0,32.000000000000014,3510.5499999999884,2205.32,591.71,0.0,0.0,0.0,-1.6298145055770872e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0372681319713595e-10,0.0,0.0,7.205839,7.035053,3.344731,77.99540999999999,2.7142857142857144,2.0,1.8571428571428568,3.142857142857143,0.4285714285714285,0.5714285714285714,1.0,3.0,0.4285714285714285,1.1428571428571428,2.0,0.9999999999999998,1.0,0.0,0.0,63.82285714285714,-2.228395,21.177778,181.0,91.28571428571429,43.0,78.0
5994,West North Central,2020-03-25,306.0,7.0,1269.9999999998836,14.0,26.0,3795.9000000000015,1716.3800000000003,610.6500000000001,0.0,0.0,0.0,-1.6298145055770872e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0372681319713595e-10,0.0,0.0,16.311435,6.818849142857142,2.576609428571429,75.39030057142858,2.7142857142857144,2.0,1.8571428571428568,3.142857142857143,0.4285714285714285,0.5714285714285714,1.0,3.0,0.4285714285714285,1.1428571428571428,2.0,0.9999999999999998,1.0,0.0,0.0,64.21857142857142,-4.407407,26.12963,93.0,128.85714285714286,68.0,43.0
5995,West North Central,2020-03-26,315.0,1.0,1585.0,15.0,18.0,3538.1400000000067,1667.7799999999995,581.4000000000001,0.0,0.0,0.0,-1.6298145055770872e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0372681319713595e-10,0.0,0.0,2.455333,6.474294571428572,2.968760857142857,78.60969314285714,2.7142857142857144,2.0,1.8571428571428568,3.142857142857143,0.4285714285714285,0.5714285714285714,1.0,3.0,0.4285714285714285,1.2857142857142858,2.0,0.9999999999999998,1.0,0.0,0.0,64.21857142857142,-5.177777999999999,25.722222,306.0,164.14285714285714,69.0,68.0
5996,West North Central,2020-03-27,365.0,5.0,1950.0,20.0,44.0,3180.5000000000146,1867.01,673.7600000000001,0.0,0.0,0.0,-1.6298145055770872e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0372681319713595e-10,0.0,0.0,5.763986000000001,7.714175571428571,4.575308714285714,80.6669107142857,2.7142857142857144,2.142857142857143,1.8571428571428568,3.4285714285714284,0.4285714285714285,0.7142857142857143,1.1428571428571428,3.0,2.0,1.2857142857142858,2.0,0.9999999999999998,1.0,0.0,0.0,66.86428571428571,-3.777778000000001,25.833333,315.0,206.42857142857142,98.0,69.0
5997,West North Central,2020-03-28,378.0,7.0,2328.0000000001164,27.0,20.0,3349.529999999999,1889.5200000000004,663.55,0.0,0.0,0.0,-1.6298145055770872e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0372681319713595e-10,0.0,0.0,14.26845,9.056768,5.173148142857142,77.20857657142858,2.7142857142857144,2.142857142857143,1.8571428571428568,3.4285714285714284,0.4285714285714285,0.7142857142857143,1.1428571428571428,3.0,2.0,1.2857142857142858,2.0,0.9999999999999998,1.0,0.0,0.0,66.86428571428571,-3.1888890000000005,24.729167,365.0,246.42857142857142,87.0,98.0
5998,West North Central,2020-03-29,185.0,6.0,2513.0,33.0,54.000000000000014,2754.62999999999,1858.06,754.46,0.0,0.0,0.0,-1.6298145055770872e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0372681319713595e-10,0.0,0.0,45.6438,7.941071571428572,-0.2172177142857143,57.21022128571428,2.7142857142857144,2.142857142857143,1.8571428571428568,3.4285714285714284,0.4285714285714285,0.7142857142857143,1.1428571428571428,3.0,2.0,1.2857142857142858,2.0,0.9999999999999998,1.0,0.0,0.0,66.86428571428571,-3.5277780000000005,21.076389,378.0,260.42857142857144,181.0,87.0
5999,West North Central,2020-03-30,486.0,9.0,2999.0000000001164,42.0,36.0,2779.600000000006,1930.63,623.71,0.0,0.0,0.0,-1.6298145055770872e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0372681319713595e-10,0.0,0.0,2.684639,8.73240742857143,-0.9679012857142856,50.81506114285714,2.7142857142857144,2.142857142857143,1.8571428571428568,3.4285714285714284,0.4285714285714285,1.0,1.1428571428571428,3.0,2.0,1.2857142857142858,2.0,0.9999999999999998,1.0,0.0,0.0,67.92285714285714,-3.5370370000000007,20.635802,185.0,304.0,93.0,181.0
6000,West North Central,2020-03-31,566.0,7.0,3565.0000000001164,49.0,67.0,2180.819999999985,2020.5700000000008,605.46,0.0,0.0,0.0,-1.6298145055770872e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0372681319713595e-10,0.0,0.0,7.518400000000001,9.640718714285716,2.2369487142857145,60.68843057142857,2.7142857142857144,2.142857142857143,1.8571428571428568,3.4285714285714284,0.4285714285714285,1.0,1.1428571428571428,3.0,2.0,1.2857142857142858,2.0,0.9999999999999998,1.0,0.0,0.0,67.92285714285714,-2.975309,21.25,486.0,371.57142857142856,306.0,93.0
6001,West North Central,2020-04-01,498.0,14.0,4062.999999999884,63.0,52.0,2309.8700000000026,2051.95,614.38,0.0,0.0,0.0,-1.6298145055770872e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0372681319713595e-10,0.0,0.0,6.143978,8.550859857142857,2.4454144285714285,66.57654542857142,2.7142857142857144,2.142857142857143,1.8571428571428568,3.4285714285714284,0.4285714285714285,1.0,1.1428571428571428,3.0,2.0,1.2857142857142858,2.0,0.9999999999999998,1.0,0.0,0.0,67.92285714285714,-7.377778,22.376543,566.0,399.0,315.0,306.0
