,region,date,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_hospitalized_patients,cumulative_hospitalized_patients,current_hospitalized_patients,current_intensive_care_patients,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,new_persons_fully_vaccinated_pfizer,cumulative_persons_fully_vaccinated_pfizer,new_vaccine_doses_administered_pfizer,cumulative_vaccine_doses_administered_pfizer,new_persons_fully_vaccinated_moderna,cumulative_persons_fully_vaccinated_moderna,new_vaccine_doses_administered_moderna,cumulative_vaccine_doses_administered_moderna,new_persons_fully_vaccinated_janssen,cumulative_persons_fully_vaccinated_janssen,new_vaccine_doses_administered_janssen,cumulative_vaccine_doses_administered_janssen,rainfall_mm,average_temperature_celsius,dew_point,relative_humidity,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,public_information_campaigns,testing_policy,contact_tracing,facial_coverings,vaccination_policy,stringency_index,minimum_temperature_celsius,maximum_temperature_celsius,1_day_shift,7_day_avg,7_day_shift
6804,West South Central,2020-03-07,0.0,0.0,6.000000000116415,0.0,0.0,116276.96,4602.0,1496.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.094947017729282e-13,-4.656612873077393e-10,0.0,0.0,-2.273736754432321e-13,0.0,0.0,0.0,0.0,10.3844135,-1.368827,44.81061075,0.0,0.0,0.0,-2.220446049250313e-16,-5.551115123125783e-17,0.0,0.0,3.0,1.1102230246251563e-16,0.0,0.5,0.7499999999999998,1.0,0.0,0.0,11.107499999999998,-0.8086419999999999,20.438889,,,
6805,West South Central,2020-03-08,0.0,0.0,6.000000000116415,0.0,0.0,106483.96,4426.68,1447.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.094947017729282e-13,-4.656612873077393e-10,0.0,0.0,-2.273736754432321e-13,0.0,0.0,0.0,1.487714,11.98533975,4.290278000000001,59.6800615,0.0,0.0,0.0,-2.220446049250313e-16,-5.551115123125783e-17,0.0,0.0,3.0,1.1102230246251563e-16,0.0,0.5,0.7499999999999998,1.0,0.0,0.0,11.107499999999998,0.635802,21.722222,0.0,,
6806,West South Central,2020-03-09,8.0,0.0,13.999999999941792,0.0,0.0,110762.72,3863.8,1353.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.094947017729282e-13,-4.656612873077393e-10,0.0,0.0,-2.273736754432321e-13,0.0,0.0,0.0,6.903860999999999,15.9944445,11.646605,75.54327225,0.0,0.0,0.0,-2.220446049250313e-16,-5.551115123125783e-17,0.0,0.0,3.0,1.1102230246251563e-16,0.0,0.5,0.9999999999999998,1.0,0.0,0.0,11.107499999999998,11.3,22.922222,0.0,,
6807,West South Central,2020-03-10,4.0,0.0,18.000000000058208,0.0,0.0,126728.0,3518.32,1321.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.094947017729282e-13,-4.656612873077393e-10,0.0,0.0,-2.273736754432321e-13,0.0,0.0,0.0,14.445543999999998,15.70200625,12.07901225,78.79980025,0.0,0.0,0.5,-2.220446049250313e-16,-5.551115123125783e-17,0.0,0.0,3.0,1.1102230246251563e-16,0.0,0.75,0.9999999999999998,1.0,0.0,0.0,13.885,1.983333,26.4,8.0,,
6808,West South Central,2020-03-11,8.0,0.0,26.0,0.0,0.0,129230.44,3558.56,1336.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.094947017729282e-13,-4.656612873077393e-10,0.0,0.0,-2.273736754432321e-13,0.0,0.0,0.0,4.15925,18.08132725,13.88665125,77.7023045,0.0,0.0,1.0,-2.220446049250313e-16,-5.551115123125783e-17,0.0,0.0,3.0,1.1102230246251563e-16,0.0,1.0,0.9999999999999998,1.0,0.0,0.0,17.36,8.185185,28.038889,4.0,,
6809,West South Central,2020-03-12,19.0,0.0,44.99999999994179,0.0,0.0,123172.0,3791.24,1434.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.094947017729282e-13,-4.656612873077393e-10,0.0,0.0,-2.273736754432321e-13,0.0,0.0,0.0,10.526889,19.87129625,14.24687475,71.04175775,0.25,1.0,1.0,-2.220446049250313e-16,-5.551115123125783e-17,0.0,0.0,3.0,1.1102230246251563e-16,0.0,1.25,0.9999999999999998,1.0,0.0,0.0,23.61,12.598765,27.988889,8.0,,
6810,West South Central,2020-03-13,25.0,0.0,70.0,0.0,0.0,97065.24,4060.44,1432.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.094947017729282e-13,-4.656612873077393e-10,0.0,0.0,-2.273736754432321e-13,0.0,0.0,0.0,11.2141,16.626852,12.0910495,74.31475499999999,1.0,1.0,1.25,1.0,-5.551115123125783e-17,0.0,0.0,3.0,1.1102230246251563e-16,0.5,1.25,0.9999999999999998,1.0,0.0,0.0,29.5125,6.127778,26.955556,19.0,9.142857142857142,
6811,West South Central,2020-03-14,19.0,0.0,89.0,1.0,0.0,97526.4,3971.32,1282.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.094947017729282e-13,-4.656612873077393e-10,0.0,0.0,-2.273736754432321e-13,0.0,0.0,0.0,27.20975,13.95385825,11.76913575,86.384579,1.0,1.25,1.25,1.0,-5.551115123125783e-17,0.0,0.0,3.0,1.1102230246251563e-16,0.5,1.25,0.9999999999999998,1.0,0.0,0.0,30.4375,5.188889,26.966667,25.0,11.857142857142858,0.0
6812,West South Central,2020-03-15,82.0,2.0,170.9999999999418,2.0,0.0,82730.04000000001,4107.64,1318.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.094947017729282e-13,-4.656612873077393e-10,0.0,0.0,-2.273736754432321e-13,0.0,0.0,0.0,26.876829000000004,12.54922825,10.599383,88.09474,1.0,1.25,1.5,1.0,-5.551115123125783e-17,0.0,0.0,3.0,1.1102230246251563e-16,0.5,1.25,0.9999999999999998,1.0,0.0,0.0,31.8275,4.116667,27.411111,19.0,23.571428571428573,0.0
6813,West South Central,2020-03-16,32.0,0.0,203.0000000000582,3.0,0.0,69382.40000000001,4485.039999999999,1476.7600000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.094947017729282e-13,-4.656612873077393e-10,0.0,0.0,-2.273736754432321e-13,0.0,0.0,0.0,21.531036,12.0333335,10.2175925,88.95412075,1.5,1.5,1.75,1.5,-5.551115123125783e-17,0.0,1.0,3.0,1.1102230246251563e-16,0.75,2.0,0.9999999999999998,1.0,0.0,0.0,46.295,4.864198,25.233333,82.0,27.0,8.0
6814,West South Central,2020-03-17,36.0,3.0,239.0000000000582,5.0,0.0,57523.35999999999,4652.8,1636.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.094947017729282e-13,-4.656612873077393e-10,0.0,0.0,-2.273736754432321e-13,0.0,0.0,0.0,17.0561,15.23981475,13.380517,89.00312650000001,2.25,1.75,1.75,2.0,0.2499999999999999,0.0,1.0,3.0,0.2500000000000001,1.0,2.0,0.9999999999999998,1.0,0.0,0.0,52.0825,8.37037,25.583333,32.0,31.571428571428573,4.0
6815,West South Central,2020-03-18,145.0,3.0,384.0000000001164,8.0,0.0,69773.08,4648.64,1627.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.094947017729282e-13,-4.656612873077393e-10,0.0,0.0,-2.273736754432321e-13,0.0,0.0,0.0,44.188944,17.9310185,15.33059425,84.9912455,2.25,1.75,1.75,2.0,0.2499999999999999,0.0,1.0,3.0,0.2500000000000001,1.0,2.0,0.9999999999999998,1.0,0.0,0.0,52.0825,9.944444,27.711111,36.0,51.142857142857146,8.0
6816,West South Central,2020-03-19,161.0,4.0,545.0000000000582,12.0,0.0,72537.68,4766.4400000000005,1663.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.094947017729282e-13,-4.656612873077393e-10,0.0,0.0,-2.273736754432321e-13,0.0,0.0,0.0,37.493222,21.349537,17.359799000000002,78.13625575,2.25,1.75,1.75,2.0,0.2499999999999999,0.0,1.0,3.0,0.2500000000000001,1.25,2.0,0.9999999999999998,1.0,0.0,0.0,52.0825,14.872222,28.405556,145.0,71.42857142857143,19.0
6817,West South Central,2020-03-20,248.0,6.0,793.0000000000582,18.0,0.0,53549.0,3660.44,1451.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.094947017729282e-13,-4.656612873077393e-10,0.0,0.0,-2.273736754432321e-13,0.0,0.0,0.0,17.159514,16.19120375,11.2439815,73.05794474999999,2.5,1.75,1.75,2.0,0.2499999999999999,0.25,1.0,3.0,0.2500000000000001,1.25,2.0,0.9999999999999998,1.0,0.0,0.0,55.4375,2.2,27.055556,161.0,103.28571428571429,25.0
6818,West South Central,2020-03-21,193.0,4.0,986.0000000001164,22.0,10.0,73026.24,3085.6800000000003,1456.8000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.094947017729282e-13,-4.656612873077393e-10,0.0,0.0,-2.273736754432321e-13,0.0,0.0,0.0,36.420778,9.275463,5.076389,75.446154,2.75,2.0,1.75,2.0,0.2499999999999999,0.25,1.0,3.0,0.2500000000000001,1.25,2.0,0.9999999999999998,1.0,0.0,0.0,56.8275,-1.5499999999999998,19.061111,248.0,128.14285714285714,19.0
6819,West South Central,2020-03-22,346.0,5.0,1331.9999999999418,27.0,1.0,72429.88,3188.44,1571.3200000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.094947017729282e-13,-4.656612873077393e-10,0.0,0.0,-2.273736754432321e-13,0.0,0.0,0.0,35.182528,11.2987655,9.28811725,87.7315025,2.75,2.0,1.75,2.0,0.2499999999999999,0.25,1.0,3.0,0.2500000000000001,1.25,2.0,0.9999999999999998,1.0,0.0,0.0,56.8275,6.005556,24.255556,193.0,165.85714285714286,82.0
6820,West South Central,2020-03-23,382.0,17.0,1714.0000000000582,44.0,4.0,49991.36,3273.28,1580.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.094947017729282e-13,-4.656612873077393e-10,0.0,0.0,-2.273736754432321e-13,0.0,0.0,0.0,12.308417,16.254938250000002,14.0026235,86.6973335,3.0,2.0,1.75,2.5,0.2499999999999999,1.0,1.0,3.0,0.2500000000000001,1.25,2.0,0.9999999999999998,1.0,0.0,0.0,62.1525,8.981481,28.05,346.0,215.85714285714286,32.0
6821,West South Central,2020-03-24,710.0,14.0,2424.000000000058,58.0,10.0,48818.36,2666.8,1526.9199999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.094947017729282e-13,-4.656612873077393e-10,0.0,0.0,-2.273736754432321e-13,0.0,0.0,0.0,8.56615,19.1501545,14.70648125,76.336428,3.0,2.0,1.75,3.0,0.2499999999999999,1.5,1.0,3.0,0.2500000000000001,1.25,2.0,0.9999999999999998,1.0,0.0,0.0,66.435,11.766666999999998,28.066667,382.0,312.14285714285717,36.0
6822,West South Central,2020-03-25,790.0,26.0,3214.0000000001746,84.0,34.0,49582.63999999999,2633.2,1429.8000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.094947017729282e-13,-4.656612873077393e-10,0.0,0.0,-2.273736754432321e-13,0.0,0.0,0.0,3.132667,18.489815,11.82083325,66.35967275,3.0,2.0,1.75,3.0,0.2499999999999999,1.5,1.0,3.0,0.2500000000000001,1.25,2.0,0.9999999999999998,1.0,0.0,0.0,66.435,8.666667,32.894444,710.0,404.2857142857143,145.0
6823,West South Central,2020-03-26,1068.0,27.0,4282.0,111.0,27.0,48103.28000000001,3679.12,1616.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.094947017729282e-13,-4.656612873077393e-10,0.0,0.0,-2.273736754432321e-13,0.0,0.0,0.0,0.0,21.984568,14.77824075,64.63708,3.0,2.25,1.75,3.0,0.2499999999999999,1.5,1.0,3.0,0.2500000000000001,1.25,2.0,0.9999999999999998,1.0,0.0,0.0,67.82249999999999,9.845679,33.188889,790.0,533.8571428571429,161.0
6824,West South Central,2020-03-27,898.0,42.0,5180.0,153.0,19.0,35697.119999999995,3780.76,1649.2799999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.094947017729282e-13,-4.656612873077393e-10,0.0,0.0,-2.273736754432321e-13,0.0,0.0,0.0,0.1905000000000001,23.24753075,18.1858025,73.30007950000001,3.0,2.25,2.0,4.0,0.2499999999999999,1.5,1.0,3.0,2.0,1.25,2.0,0.9999999999999998,1.0,0.0,0.0,71.99,17.061111,30.033333,1068.0,626.7142857142857,248.0
6825,West South Central,2020-03-28,964.0,31.0,6144.0,184.0,21.0,34580.99999999999,2767.36,1319.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.094947017729282e-13,-4.656612873077393e-10,0.0,0.0,-2.273736754432321e-13,0.0,0.0,0.0,5.367867,21.58086425,13.88657425,63.41268375,3.0,2.25,2.0,4.0,0.2499999999999999,1.5,1.25,3.0,2.0,1.25,2.0,0.9999999999999998,1.0,0.0,0.0,73.38,13.661111,29.433333,898.0,736.8571428571429,193.0
6826,West South Central,2020-03-29,803.0,23.0,6946.999999999942,207.0,14.0,35887.51999999999,2889.04,1311.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.094947017729282e-13,-4.656612873077393e-10,0.0,0.0,-2.273736754432321e-13,0.0,0.0,0.0,14.478000000000002,15.381327250000002,5.980864,54.9257435,3.0,2.25,2.0,4.0,0.2499999999999999,1.5,1.25,3.0,2.0,1.25,2.0,0.9999999999999998,1.0,0.0,0.0,73.38,3.172222,26.683333,964.0,802.1428571428571,346.0
6827,West South Central,2020-03-30,906.0,36.0,7853.000000000058,243.0,13.0,35492.23999999999,2955.04,1292.8399999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.094947017729282e-13,-4.656612873077393e-10,0.0,0.0,-2.273736754432321e-13,0.0,0.0,0.0,9.031111,15.87669775,9.6671295,67.610372,3.0,2.25,2.0,4.0,0.5,1.5,1.25,3.0,2.0,1.25,2.0,0.9999999999999998,1.0,0.0,0.0,74.075,9.111111,25.433333,803.0,877.0,382.0
6828,West South Central,2020-03-31,1738.0,68.0,9591.000000000058,311.0,24.0,49528.2,1891.44,1211.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.094947017729282e-13,-4.656612873077393e-10,0.0,0.0,-2.273736754432321e-13,0.0,0.0,0.0,48.249417,15.586574250000002,10.2146605,72.216006,3.0,2.25,2.0,4.0,0.5,1.5,1.25,3.0,2.0,1.25,2.0,0.9999999999999998,1.0,0.0,0.0,74.075,9.138889,24.227778,906.0,1023.8571428571429,710.0
6829,West South Central,2020-04-01,2132.0,60.0,11723.000000000058,371.0,132.0,52291.8,1924.0,1242.3200000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.094947017729282e-13,-4.656612873077393e-10,0.0,0.0,-2.273736754432321e-13,0.0,0.0,0.0,2.0602220000000004,14.67160475,7.9141975,64.2623895,3.0,2.25,2.0,4.0,0.5,1.5,1.25,3.0,2.0,1.25,2.0,1.2499999999999998,1.0,0.0,0.0,74.075,5.975309,24.288889,1738.0,1215.5714285714287,790.0
6830,West South Central,2020-04-02,3614.0,55.0,15337.0,426.0,48.0,47207.68000000001,2083.0,1294.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.094947017729282e-13,-4.656612873077393e-10,0.0,0.0,-2.273736754432321e-13,0.0,0.0,0.0,2.365022,17.21790125,11.05848775,67.4154075,3.0,2.5,2.0,4.0,0.5,1.5,1.25,3.0,2.0,1.25,2.0,1.2499999999999998,1.0,0.0,0.0,74.88499999999999,10.377778,24.977778,2132.0,1579.2857142857142,1068.0
6831,West South Central,2020-04-03,1976.0,84.0,17313.0,510.0,37.0,45614.92000000001,2145.0,1302.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.094947017729282e-13,-4.656612873077393e-10,0.0,0.0,-2.273736754432321e-13,0.0,0.0,0.0,2.388809,13.9416665,10.7907405,81.67431575,3.0,2.5,2.0,4.0,0.5,1.75,1.25,3.0,2.0,1.25,2.0,1.2499999999999998,1.0,0.25,0.0,75.81,-0.9555559999999996,25.805556,3614.0,1733.2857142857142,898.0
6832,West South Central,2020-04-04,3197.0,60.0,20510.0,570.0,28.0,46317.64,2238.48,1309.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.094947017729282e-13,-4.656612873077393e-10,0.0,0.0,-2.273736754432321e-13,0.0,0.0,0.0,8.978194,10.65262325,7.964815,83.89925025,3.0,2.5,2.0,4.0,0.5,1.75,1.25,3.0,2.0,1.25,2.0,1.2499999999999998,1.0,1.0,0.0,75.81,0.5777780000000003,25.05,1976.0,2052.285714285714,964.0
6833,West South Central,2020-04-05,1375.0,96.0,21885.0,666.0,38.0,46061.96,2953.48,1319.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.094947017729282e-13,-4.656612873077393e-10,0.0,0.0,-2.273736754432321e-13,0.0,0.0,0.0,7.039328,13.777932,10.51373475,80.523106,3.0,2.5,2.0,4.0,0.5,1.75,1.25,3.0,2.0,1.25,2.0,1.2499999999999998,1.0,1.0,0.0,75.81,4.033333,26.322222,3197.0,2134.0,803.0
6834,West South Central,2020-04-06,2457.0,53.0,24341.999999999884,719.0,17.0,44880.880000000005,3369.0,1325.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.094947017729282e-13,-4.656612873077393e-10,0.0,0.0,-2.273736754432321e-13,0.0,0.0,0.0,0.0564439999999997,18.29614175,14.66975325,79.71164525,3.0,2.5,2.0,4.0,0.5,1.75,1.25,3.0,2.0,1.25,2.0,1.2499999999999998,1.0,1.0,0.0,75.81,11.32716,28.244444,1375.0,2355.5714285714284,906.0
6835,West South Central,2020-04-07,2621.0,100.0,26963.00000000006,819.0,47.0,43228.12,3508.0,1330.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.094947017729282e-13,-4.656612873077393e-10,0.0,0.0,-2.273736754432321e-13,0.0,0.0,0.0,0.2136819999999999,21.6915125,17.51088,77.4205925,3.0,2.5,2.0,4.0,0.5,1.75,1.25,3.0,2.0,1.25,2.0,1.2499999999999998,1.0,1.0,0.0,75.81,16.598765,30.444444,2457.0,2481.714285714286,1738.0
6836,West South Central,2020-04-08,1944.0,107.0,28906.999999999884,926.0,-4.0,40476.76000000001,3738.0,1327.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.094947017729282e-13,-4.656612873077393e-10,0.0,0.0,-2.273736754432321e-13,0.0,0.0,0.0,3.2991780000000004,23.614352,16.94263125,67.88301175,3.0,2.5,2.0,4.0,0.5,1.75,1.25,3.0,2.0,1.25,2.0,1.2499999999999998,1.0,1.0,0.0,75.81,12.138889,32.716667,2621.0,2454.8571428571427,2132.0
6837,West South Central,2020-04-09,2409.0,76.0,31316.0,1002.0,25.0,42764.08,3714.0,1318.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.094947017729282e-13,-4.656612873077393e-10,0.0,0.0,-2.273736754432321e-13,0.0,0.0,0.0,0.649111,21.08333325,12.67530875,59.9216895,3.0,2.5,2.0,4.0,0.5,1.75,1.25,3.0,2.0,1.25,2.0,1.2499999999999998,1.0,1.0,0.0,75.81,11.127778,30.627778,1944.0,2282.714285714286,3614.0
6838,West South Central,2020-04-10,2573.0,90.0,33889.00000000006,1092.0,13.0,50520.52,3858.0,1335.8000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.094947017729282e-13,-4.656612873077393e-10,0.0,0.0,-2.273736754432321e-13,0.0,0.0,0.0,20.3835,15.324074,5.741975500000001,54.47172275,3.0,2.5,2.0,4.0,0.5,1.75,1.25,3.0,2.0,1.25,2.0,1.2499999999999998,1.0,1.0,0.0,75.81,4.016667,25.161111,2409.0,2368.0,1976.0
6839,West South Central,2020-04-11,1780.0,86.0,35669.00000000012,1178.0,18.0,46858.52,4050.0,1253.6799999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.094947017729282e-13,-4.656612873077393e-10,0.0,0.0,-2.273736754432321e-13,0.0,0.0,0.0,1.072444,15.928858,9.5050925,66.1275545,3.0,2.5,2.0,4.0,0.5,1.75,1.25,3.0,2.0,1.25,2.0,1.2499999999999998,1.0,1.0,0.0,75.81,4.895062,25.888889,2573.0,2165.5714285714284,3197.0
6840,West South Central,2020-04-12,1660.0,56.0,37329.0,1234.0,0.0,45373.560000000005,3879.0,1336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.094947017729282e-13,-4.656612873077393e-10,0.0,0.0,-2.273736754432321e-13,0.0,0.0,0.0,42.809583,18.454012,13.072723750000002,73.64300375,3.0,2.5,2.0,4.0,0.5,1.75,1.25,3.0,2.0,1.25,2.0,1.2499999999999998,1.0,1.0,0.0,75.81,4.771605,28.655556,1780.0,2206.285714285714,1375.0
6841,West South Central,2020-04-13,1072.0,66.0,38401.000000000175,1299.999999999999,11.0,48392.600000000006,3767.0,1245.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.094947017729282e-13,-4.656612873077393e-10,0.0,0.0,-2.273736754432321e-13,0.0,0.0,0.0,56.875136,10.03849225,2.92888,61.87057175,3.0,2.5,2.0,4.0,0.5,1.75,1.25,3.0,2.0,1.25,2.0,1.2499999999999998,1.0,1.5,0.0,75.81,0.427778,24.45,1660.0,2008.4285714285713,2457.0
6842,West South Central,2020-04-14,1405.0,169.0,39806.00000000006,1469.000000000001,31.0,52492.8,3661.0,1367.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.094947017729282e-13,-4.656612873077393e-10,0.0,0.0,-2.273736754432321e-13,0.0,0.0,0.0,0.435429,8.117857,1.6963625,64.38717125,3.0,2.5,2.0,4.0,0.5,1.75,1.25,3.0,2.0,1.25,2.0,1.2499999999999998,1.0,1.5,0.0,75.81,0.516667,19.972222,1072.0,1834.7142857142858,2621.0
6843,West South Central,2020-04-15,1469.0,154.0,41275.00000000006,1623.0,22.0,58240.92,3758.0,1330.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.094947017729282e-13,-4.656612873077393e-10,0.0,0.0,-2.273736754432321e-13,0.0,0.0,0.0,0.2201329999999999,8.988889,1.264815,58.5430095,3.0,2.5,2.0,4.0,0.5,1.75,1.25,3.0,2.0,1.25,2.0,1.2499999999999998,1.0,1.5,0.0,75.81,-0.7722220000000002,20.438889,1405.0,1766.857142857143,1944.0
6844,West South Central,2020-04-16,1689.0,94.0,42963.99999999983,1717.0,18.0,54526.52,3694.0,1354.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.094947017729282e-13,-4.656612873077393e-10,0.0,0.0,-2.273736754432321e-13,0.0,0.0,0.0,0.0,13.56909725,4.4549385,54.38290975,3.0,2.5,2.0,4.0,0.5,1.75,1.25,3.0,2.0,1.25,2.0,1.2499999999999998,1.0,1.5,0.0,75.81,2.506944,24.055556,1469.0,1664.0,2409.0
6845,West South Central,2020-04-17,1685.0,97.0,44649.0,1814.0,0.0,47379.72,3798.0,1232.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.094947017729282e-13,-4.656612873077393e-10,0.0,0.0,-2.273736754432321e-13,0.0,0.0,0.0,0.036286,14.02345675,8.481983,69.04669625,3.0,2.5,2.0,4.0,0.5,1.75,1.25,3.0,2.0,1.25,2.0,1.2499999999999998,1.0,1.5,0.0,75.81,2.661111,25.833333,1689.0,1537.142857142857,2573.0
6846,West South Central,2020-04-18,1500.0,83.0,46149.0,1897.0,174.0,46890.52,3475.0,1281.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.094947017729282e-13,-4.656612873077393e-10,0.0,0.0,-2.273736754432321e-13,0.0,0.0,0.0,3.2526109999999995,12.74722225,7.76697525,71.9510225,3.0,2.5,2.0,4.0,0.5,1.75,1.25,3.0,2.0,1.25,2.0,1.2499999999999998,1.0,1.5,0.0,75.81,-0.0111109999999987,24.222222,1685.0,1497.142857142857,1780.0
6847,West South Central,2020-04-19,1082.0,56.0,47231.00000000006,1953.0,0.0,46184.08,3614.0,1266.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.094947017729282e-13,-4.656612873077393e-10,0.0,0.0,-2.273736754432321e-13,0.0,0.0,0.0,4.619978,17.6848765,12.9276235,75.04728625,3.0,2.5,2.0,4.0,0.5,1.75,1.25,3.0,2.0,1.25,2.0,1.2499999999999998,1.0,1.5,0.0,75.81,9.808642,30.05,1500.0,1414.5714285714287,1660.0
6848,West South Central,2020-04-20,1353.0,55.0,48583.99999999994,2008.0,0.0,52029.8,3605.0,1360.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.094947017729282e-13,-4.656612873077393e-10,0.0,0.0,-2.273736754432321e-13,0.0,0.0,0.0,35.406189,17.43425925,10.226389,66.41264699999999,3.0,2.5,2.0,4.0,0.5,1.75,1.25,3.0,2.0,1.25,2.0,1.2499999999999998,1.0,1.5,0.0,75.81,7.58642,31.805556,1082.0,1454.7142857142858,1072.0
6849,West South Central,2020-04-21,1500.0,121.0,50083.99999999988,2129.0,20.0,46698.68000000001,3649.0,1366.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.094947017729282e-13,-4.656612873077393e-10,0.0,0.0,-2.273736754432321e-13,0.0,0.0,0.0,1.3990149999999997,19.446142,11.907716,62.5006965,3.0,2.5,2.0,4.0,0.5,1.75,1.25,3.0,2.0,1.25,2.0,1.5,1.0,1.5,0.0,75.81,8.95,31.25,1353.0,1468.2857142857142,1405.0
6850,West South Central,2020-04-22,1413.0,158.0,51497.00000000012,2287.0,27.0,45417.08,3820.0,1353.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.094947017729282e-13,-4.656612873077393e-10,0.0,0.0,-2.273736754432321e-13,0.0,0.0,0.0,11.789833,19.62175925,14.52550175,73.88563425,3.0,2.5,2.0,4.0,0.5,1.75,1.25,3.0,2.0,1.25,2.0,1.75,1.0,1.5,0.0,75.81,13.419753,30.844444000000003,1500.0,1460.2857142857142,1469.0
6851,West South Central,2020-04-23,1668.0,97.0,53165.00000000006,2384.000000000001,34.0,62059.52,3761.0,1317.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.094947017729282e-13,-4.656612873077393e-10,0.0,0.0,-2.273736754432321e-13,0.0,0.0,0.0,59.103381,19.7819445,12.622222250000002,66.35375175,3.0,2.5,2.0,4.0,0.5,1.75,1.25,3.0,2.0,1.25,2.0,1.75,1.0,1.5,0.0,75.81,9.966667,30.783333,1413.0,1457.2857142857142,1689.0
